"Freq [kHz]","ACR(SignalNet1:Source1,SignalNet1:Source1) [uOhm]","ACL(SignalNet1:Source1,SignalNet1:Source1) [pH]","C(SignalNet1,SignalNet1) [pF]"
10,0.859733144549428,58.0115646334232,
11,0.901695729068588,57.3747896135721,
12,0.941790473409143,56.8193707639186,
13,0.980246603558463,56.3293399258767,
14,1.01724997506591,55.8927982276284,
15,1.05295375955228,55.5006730425878,
16,1.08748596668599,55.1459096102466,
17,1.12095487675581,54.8229284061989,
18,1.1534530522333,54.5272508243343,
19,1.18506035782571,54.2552347591995,
20,1.21584627304347,54.0038838836614,
21,1.24587168988519,53.7707075164718,
22,1.27519032918269,53.5536159490345,
23,1.30384987004822,53.3508410929642,
24,1.33189286040899,53.1608755140457,
25,1.35935745835748,52.9824250209823,
26,1.38627804122254,52.8143713854758,
27,1.41268571011371,52.6557427305874,
28,1.4386087110619,52.5056897903737,
29,1.46407278901251,52.3634667128106,
30,1.48910148731057,52.2284154129575,
31,1.513716402598,52.0999527256268,
32,1.53793740297774,51.977559784232,
33,1.56178281571466,51.8607731838332,
34,1.58526958951633,51.7491775846541,
35,1.60841343547888,51.6423994865503,
36,1.63122895002898,51.5401019614728,
37,1.65372972259567,51.441980174441,
38,1.67592843026784,51.3477575572243,
39,1.69783692131009,51.2571825252181,
40,1.71946628909886,51.1700256486741,
41,1.74082693778878,51.0860772057937,
42,1.76192864081232,51.0051450582219,
43,1.78278059314612,50.9270527999137,
44,1.80339145813718,50.8516381387486,
45,1.82376940956521,50.7787514770827,
46,1.84392216952059,50.7082546629671,
47,1.86385704259559,50.6400198883023,
48,1.88358094681829,50.5739287139218,
49,1.90310044170048,50.5098712046802,
50,1.92242175372217,50.4477451601706,
51,1.94155079953318,50.3874554288217,
52,1.96049320711693,50.3289132949009,
53,1.97925433513111,50.2720359294379,
54,1.99783929061348,50.2167458973389,
55,2.0162529452186,50.1629707140184,
56,2.03449995013181,50.1106424457768,
57,2.05258474978989,50.0596973489094,
58,2.07051159452289,50.0100755431906,
59,2.08828455221921,49.9617207159274,
60,2.10590751910455,49.9145798532564,
61,2.12338422971557,49.8686029957712,
62,2.1407182661407,49.8237430159155,
63,2.15791306659285,49.7799554148909,
64,2.17497193337198,49.7371981370858,
65,2.19189804027001,49.6954314002699,
66,2.20869443946491,49.6546175399921,
67,2.22536406794638,49.6147208668021,
68,2.24190975351163,49.575707535062,
69,2.25833422036559,49.5375454222551,
70,2.27464009435733,49.5002040178106,
71,2.2908299078809,49.463654320573,
72,2.30690610446661,49.4278687441297,
73,2.32287104308633,49.392821029298,
74,2.33872700219429,49.3584861631374,
75,2.35447618352286,49.3248403039225,
76,2.37012071565143,49.2918607115623,
77,2.38566265736456,49.2595256830072,
78,2.4011040008145,49.2278144922245,
79,2.41644667450186,49.1967073343674,
80,2.43169254608694,49.1661852737933,
81,2.44684342504347,49.1362301956235,
82,2.46190106516532,49.1068247605625,
83,2.47686716693606,49.077952362719,
84,2.49174337977038,49.0495970901985,
85,2.5065313041359,49.0217436882522,
86,2.5212324935628,48.9943775247905,
87,2.53584845654873,48.9674845580824,
88,2.55038065836539,48.9410513064798,
89,2.56483052277299,48.9150648200183,
90,2.57919943364828,48.8895126537578,
91,2.59348873653142,48.8643828427397,
92,2.60769974009643,48.8396638784447,
93,2.62183371755012,48.8153446866466,
94,2.63589190796329,48.7914146065665,
95,2.64987551753852,48.7678633712351,
96,2.66378572081798,48.7446810889854,
97,2.67762366183477,48.7218582259955,
98,2.69139045521104,48.6993855898148,
99,2.70508718720576,48.6772543138074,
100,2.71871491671497,48.6554558424537,
101,2.73227467622715,48.6339819174534,
102,2.74576747273615,48.612824564581,
103,2.75919428861389,48.5919760812438,
104,2.77255608244508,48.5714290247005,
105,2.78585378982582,48.5511762008972,
106,2.79908832412816,48.5312106538856,
107,2.81226057723218,48.5115256557846,
108,2.82537142022743,48.4921146972563,
109,2.83842170408515,48.4729714784616,
110,2.85141226030284,48.4540899004709,
111,2.86434390152248,48.4354640571001,
112,2.8772174221238,48.4170882271494,
113,2.89003359879369,48.3989568670196,
114,2.90279319107305,48.3810646036863,
115,2.91549694188208,48.3634062280107,
116,2.92814557802501,48.3459766883678,
117,2.94073981067539,48.3287710845757,
118,2.95328033584264,48.3117846621069,
119,2.96576783482094,48.2950128065697,
120,2.97820297462113,48.2784510384413,
121,2.99058640838647,48.262095008042,
122,3.0029187757929,48.2459404907358,
123,3.01520070343472,48.2299833823462,
124,3.027432805196,48.214219694776,
125,3.03961568260867,48.1986455518197,
126,3.05174992519772,48.1832571851596,
127,3.06383611081402,48.1680509305354,
128,3.07587480595548,48.1530232240786,
129,3.08786656607687,48.1381705988037,
130,3.09981193588886,48.123489681248,
131,3.11171144964676,48.1089771882528,
132,3.12356563142931,48.0946299238792,
133,3.13537499540806,48.0804447764508,
134,3.14714004610754,48.0664187157197,
135,3.15886127865683,48.052548790146,
136,3.17053917903267,48.0388321242896,
137,3.18217422429458,48.0252659163054,
138,3.19376688281229,48.0118474355394,
139,3.20531761448568,47.9985740202195,
140,3.21682687095776,47.9854430752377,
141,3.22829509582063,47.9724520700186,
142,3.23972272481508,47.9595985364706,
143,3.25111018602368,47.9468800670166,
144,3.26245790005796,47.9342943126989,
145,3.27376628023967,47.9218389813576,
146,3.28503573277643,47.9095118358763,
147,3.296266656932,47.8973106924947,
148,3.30745944519133,47.8852334191831,
149,3.31861448342061,47.8732779340778,
150,3.32973215102247,47.8614422039734,
151,3.34081282108657,47.8497242428702,
152,3.35185686053568,47.8381221105747,
153,3.36286463026744,47.8266339113497,
154,3.373836485292,47.8152577926135,
155,3.38477277486557,47.8039919436846,
156,3.39567384262017,47.7928345945716,
157,3.40654002668962,47.7817840148044,
158,3.4173716598319,47.7708385123074,
