Freq (kHz),Reff (mOhm),Leff (nH)
10,0.0283281,0.6632352535008389
110,0.033261922018615414,0.6308793068078724
210,0.03739907552695041,0.6286669771599387
310,0.04197151186716102,0.6280932421406763
410,0.046876729085600984,0.6263830168172136
510,0.05189879579145755,0.6240534950025851
610,0.056821764983068526,0.621622323613261
710,0.06142968965877173,0.6196071495657115
810,0.06550662281690502,0.6185256197764073
910,0.06883661745580619,0.6188953811618185
