"Freq [MHz]","ACR(SignalNet1:Source1,SignalNet1:Source1) [mOhm] - Length='30.3mm' Width='3.4mm'","ACL(SignalNet1:Source1,SignalNet1:Source1) [nH] - Length='30.3mm' Width='3.4mm'"
0.01,0.256830839828478,16.4621082540235
0.02,0.363213656921106,15.2648809291829
0.03,0.444844063533508,14.7344895381904
0.04,0.513661679656956,14.4183133691663
0.05,0.574291216574838,14.2025442021519
0.06,0.629104507790247,14.0432700199125
0.07,0.679510531198016,13.9194821974971
0.08,0.726427313842212,13.8196997067459
0.09,0.770492519485434,13.7370484075472
0.1,0.81217042723188,13.6671278655791
0.11,0.851811530302928,13.6069731718579
0.12,0.889688127067017,13.5545040112497
0.13,0.926016762122057,13.5082119079834
0.14,0.96097300899558,13.4669728025914
0.15,0.99470156544816,13.4299296245911
0.16,1.02732335931391,13.3964159267376
0.17,1.05894068052891,13.3659046239988
0.18,1.08964097076332,13.3379726326003
0.19,1.11949967639702,13.3122758910899
0.2,1.14858243314968,13.2885313432304
0.21,1.17694676431308,13.2665037000063
0.22,1.20464341874018,13.24599555138
0.23,1.2317174378083,13.2268398700467
0.24,1.25820901558049,13.2088942521108
0.25,1.28415419914239,13.1920364382519
0.26,1.30958546397783,13.1761607919758
0.27,1.33453219060053,13.1611755022695
0.28,1.35902106239603,13.147000340903
0.29,1.38307640003112,13.1335648489252
0.3,1.40672044437054,13.1208068585423
0.31,1.42997359727271,13.1086712794601
0.32,1.45285462768442,13.0971090955275
0.33,1.47538084895767,13.0860765299294
0.34,1.49756827215257,13.075534346458
0.35,1.51943173918576,13.0654472614008
0.36,1.54098503897087,13.0557834459281
0.37,1.56224100913369,13.0465141029698
0.38,1.58321162543295,13.0376131057517
0.39,1.60390808065583,13.0290566876459
0.4,1.62434085446376,13.0208231749441
0.41,1.64451977542596,13.0128927557027
0.42,1.66445407628269,13.0052472790467
0.43,1.6841524433201,12.9978700802966
0.44,1.70362306060586,12.9907458280835
0.45,1.72287364972451,12.9838603902566
0.46,1.74191150555993,12.9772007159144
0.47,1.76074352859497,12.9707547313153
0.48,1.77937625413403,12.9645112477794
0.49,1.79781587879935,12.9584598799825
0.5,1.81606828460553,12.9525909732838
0.51,1.83413906087763,12.9468955389298
0.52,1.85203352424411,12.9413651961462
0.53,1.86975673690752,12.9359921202679
0.54,1.88731352337074,12.9307689961768
0.55,1.90470848577547,12.9256889764185
0.56,1.92194601799116,12.9207456434502
0.57,1.93903031857655,12.9159329755485
0.58,1.95596540272217,12.9112453159641
0.59,1.97275511327004,12.9066773449645
0.6,1.98940313089632,12.9022240544501
0.61,2.00591298353321,12.8978807248689
0.62,2.0222880550985,12.8936429041874
0.63,2.03853159359405,12.889506388705
0.64,2.05464671862782,12.8854672055233
0.65,2.07063642840917,12.8815215965051
0.66,2.08650360626146,12.877666003575
0.67,2.10225102669236,12.8738970552315
0.68,2.11788136105781,12.8702115541539
0.69,2.13339718285253,12.8666064658007
0.7,2.14880097265663,12.8630789079075
0.71,2.16409512276542,12.8596261408008
0.72,2.17928194152664,12.8562455584546
0.73,2.19436365740756,12.8529346802236
0.74,2.2093424228123,12.8496911431917
0.75,2.22422031766754,12.8465126950853
0.76,2.23899935279403,12.8433971876994
0.77,2.25368147307891,12.8403425707962
0.78,2.26826856046327,12.8373468864342
0.79,2.28276243675795,12.8344082636945
0.8,2.29716486629935,12.8315249137697
0.81,2.3114775584563,12.8286951253884
0.82,2.32570216999815,12.8259172605465
0.83,2.3398403073332,12.8231897505231
0.84,2.35389352862616,12.8205110921577
0.85,2.36786334580252,12.8178798443685
0.86,2.38175122644707,12.8152946248953
0.87,2.39555859560335,12.8127541072476
0.88,2.40928683748036,12.8102570178445
0.89,2.42293729707211,12.8078021333323
0.9,2.43651128169564,12.8053882780657
0.91,2.45001006245222,12.8030143217421
0.92,2.46343487561659,12.8006791771779
0.93,2.47678692395836,12.7983817982158
0.94,2.49006737799967,12.7961211777564
0.95,2.50327737721275,12.7938963459022
0.96,2.51641803116099,12.7917063682099
0.97,2.52949042058655,12.7895503440409
0.98,2.54249559844774,12.7874274050053
0.99,2.55543459090878,12.785336713492
1,2.56830839828478,12.7832774612805
