Freq (kHz),Reff (mOhm),Leff (nH)
10,2.6604499999999995,26.29366983832584
110,2.9897014743145434,24.847283783766756
210,3.355002765935058,24.627971535577903
310,3.697817690511431,24.50195185670844
410,4.005799542405226,24.382063319296996
510,4.285768224556027,24.27317710904881
610,4.5445462777287275,24.18017707775745
710,4.7889562426882195,24.107947077216505
810,5.025820660199399,24.061370959219552
910,5.261962071027158,24.04533257556017
