"Freq [kHz]","ACR(SignalNet1:Source1,SignalNet1:Source1) [mOhm]","ACL(SignalNet1:Source1,SignalNet1:Source1) [nH]","C(SignalNet1,SignalNet1) [pF]"
10,0.421058435588627,25.1950992352718,
11,0.441609812842034,24.8832356117972,
12,0.461246406399455,24.611216563312,
13,0.480080480788841,24.3712216074769,
14,0.498203059657886,24.1574232146861,
15,0.515689159543337,23.9653780225066,
16,0.532601473794945,23.7916309281056,
17,0.548993033204049,23.6334493326152,
18,0.564909170685533,23.4886398171884,
19,0.580389000363248,23.3554186431919,
20,0.595466550161035,23.2323183450251,
21,0.610171642227594,23.1181190995877,
22,0.624530586598249,23.0117974620608,
23,0.638566734347153,22.9124875026682,
24,0.652300923525961,22.819450948265,
25,0.665751842243681,22.7320539624495,
26,0.678936326962176,22.6497488875434,
27,0.691869609599182,22.5720597421496,
28,0.704565523783955,22.4985705941943,
29,0.717036678227127,22.4289161590675,
30,0.72929460339497,22.3627741365099,
31,0.741349876346561,22.2998589185706,
32,0.75321222758071,22.2399163878475,
33,0.764890632963386,22.1827195895463,
34,0.776393393205509,22.1280651090173,
35,0.787728202891834,22.0757700227714,
36,0.798902210692418,22.0256693186787,
37,0.809922072095375,21.9776137023439,
38,0.820793995765869,21.9314677231481,
39,0.831523784448367,21.8871081663232,
40,0.842116871177255,21.8444226675483,
41,0.852578351437218,21.8033085145655,
42,0.862913011813727,21.7636716066931,
43,0.873125355590749,21.7254255482233,
44,0.883219625684069,21.688490855811,
45,0.893199825241553,21.6527942632917,
46,0.903069736194041,21.6182681100851,
47,0.912832936000673,21.5848498015608,
48,0.922492812798909,21.5524813315684,
49,0.932052579141154,21.5211088588424,
50,0.941515284475888,21.490682330243,
51,0.95088382651076,21.4611551448311,
52,0.960160961577683,21.4324838536508,
53,0.96934931410499,21.4046278908162,
54,0.978451385288941,21.3775493321182,
55,0.987469561045748,21.3512126778832,
56,0.996406119315772,21.3255846572554,
57,1.00526323678326,21.3006340514496,
58,1.01404299506776,21.2763315338376,
59,1.02274738643715,21.2526495250076,
60,1.03137831908667,21.2295620611657,
61,1.03993762202359,21.2070446744524,
62,1.04842704959292,21.185074283921,
63,1.05684828567593,21.1636290960711,
64,1.06520294758989,21.1426885139652,
65,1.07349258971463,21.1222330540648,
66,1.08171870686896,21.1022442700243,
67,1.0898827374577,21.0827046827639,
68,1.0979860664081,21.06359771622,
69,1.10603002791261,21.0449076382357,
70,1.11401590799342,21.0266195061127,
71,1.12194494690267,21.0087191163957,
72,1.12981834137107,20.9911929585066,
73,1.13763724671641,20.9740281718846,
74,1.1454027788226,20.9572125063222,
75,1.15311601599864,20.9407342852196,
76,1.1607780007265,20.9245823715083,
77,1.1683897413058,20.9087461360154,
78,1.17595221340268,20.893215428067,
79,1.18346636150957,20.8779805481441,
80,1.19093310032207,20.8630322224249,
81,1.19835331603863,20.8483615790607,
82,1.20572786758821,20.8339601260481,
83,1.2130575877908,20.8198197305722,
84,1.22034328445519,20.8059325997062,
85,1.22758574141805,20.7922912623637,
86,1.23478571952827,20.7788885524086,
87,1.2419439575798,20.7657175928355,
88,1.2490611731965,20.7527717809428,
89,1.25613806367176,20.740044774423,
90,1.26317530676588,20.7275304783071,
91,1.2701735614636,20.7152230326991,
92,1.27713346869431,20.7031168012465,
93,1.28405565201715,20.6912063602937,
94,1.290940718273,20.6794864886732,
95,1.29778925820537,20.6679521580874,
96,1.30460184705192,20.6565985240449,
97,1.31137904510836,20.6454209173106,
98,1.31812139826624,20.6344148358378,
99,1.3248294385261,20.6235759371489,
100,1.33150368448736,20.6129000311371,
101,1.33814464181622,20.6023830732603,
102,1.34475280369274,20.592021158103,
103,1.3513286512383,20.5818105132838,
104,1.35787265392435,20.5717474936841,
105,1.36438526996358,20.5618285759817,
106,1.37086694668433,20.5520503534673,
107,1.37731812088917,20.542409531129,
108,1.38373921919836,20.5329029209872,
109,1.39013065837918,20.5235274376655,
110,1.3964928456615,20.5142800941838,
111,1.40282617904065,20.5051579979602,
112,1.40913104756791,20.4961583470095,
113,1.41540783162941,20.4872784263274,
114,1.42165690321396,20.4785156044495,
115,1.42787862617028,20.4698673301749,
116,1.43407335645425,20.4613311294461,
117,1.44024144236652,20.4529046023755,
