"Freq [MHz]","ACR(SignalNet1:Source1,SignalNet1:Source1) [mOhm] - Length='20.6mm' Width='3.4mm'","ACL(SignalNet1:Source1,SignalNet1:Source1) [nH] - Length='20.6mm' Width='3.4mm'"
0.01,0.167918555274915,10.3317027797769
0.02,0.237472698243881,9.54894365763582
0.03,0.290843469269716,9.20216849556733
0.04,0.33583711054983,8.99544937433425
0.05,0.375477304278266,8.85437734878575
0.06,0.411314778768875,8.75024230568856
0.07,0.444270737770679,8.66930859728144
0.08,0.474945396487763,8.60406981326373
0.09,0.503755665824746,8.55003157252004
0.1,0.531005096073613,8.50431682736266
0.11,0.556922843185447,8.46498709083487
0.12,0.581686938539432,8.43068223222948
0.13,0.605438961145541,8.40041599509728
0.14,0.628293702720795,8.37345345818823
0.15,0.650345768098956,8.34923426030393
0.16,0.671674221099661,8.32732267161294
0.17,0.692345939899593,8.30737407868354
0.18,0.712418094731644,8.28911186513969
0.19,0.731940013188704,8.27231108018494
0.2,0.750954608556533,8.25678665883869
0.21,0.769499490134925,8.24238476680433
0.22,0.787607838028244,8.22897633543761
0.23,0.805309100736568,8.21645216062691
0.24,0.82262955753775,8.2047191372901
0.25,0.839592776374576,8.19369733106868
0.26,0.856219990041101,8.18331767577292
0.27,0.872530407809148,8.1735201444502
0.28,0.888541475541358,8.16425228308654
0.29,0.904269094331343,8.15546802491944
0.3,0.919727805477491,8.14712672402765
0.31,0.934930947917576,8.13919236182929
0.32,0.949890792975525,8.13163289107768
0.33,0.964618660292909,8.12441969005617
0.34,0.979125018059952,8.11752710574217
0.35,0.993419570069221,8.11093206929375
0.36,1.00751133164949,8.10461377070584
0.37,1.02140869616806,8.09855338216784
0.38,1.03511949349501,8.09273382173508
0.39,1.0486510415858,8.08713955055021
0.4,1.06201019214723,8.08175639812714
0.41,1.07520337119552,8.0765714112205
0.42,1.08823661518799,8.07157272260773
0.43,1.10111560330486,8.06674943675578
0.44,1.11384568637089,8.06209152986325
0.45,1.1264319128348,8.05758976218967
0.46,1.13887905216414,8.05323560092584
0.47,1.15119161596317,8.04902115213947
0.48,1.16337387707886,8.04493910056056
0.49,1.17542988692441,8.04098265616095
0.5,1.18736349121941,8.03714550664047
0.51,1.19917834432012,8.03342177506281
0.52,1.21087792229108,8.02980598199446
0.53,1.22246553485061,8.02629301159154
0.54,1.23394433630662,8.02287808115728
0.55,1.24531733558512,8.01955671375781
0.56,1.25658740544159,8.01632471353993
0.57,1.26775729093547,8.01317814344105
0.58,1.27882961723822,8.01011330502229
0.59,1.28980689683815,8.00712672018962
0.6,1.30069153619791,8.00421511459778
0.61,1.31148584191462,8.00137540255679
0.62,1.32219202642737,7.99860467328293
0.63,1.33281221331204,7.9959001783549
0.64,1.34334844219932,7.99325932025229
0.65,1.35380267334828,7.99067964186763
0.66,1.3641767919044,7.98815881689592
0.67,1.37447261186834,7.98569464101592
0.68,1.38469187979919,7.98328502378759
0.69,1.39483627827334,7.98092798119758
0.7,1.40490742911874,7.97862162879274
0.71,1.41490689644183,7.97636417534731
0.72,1.42483618946329,7.97415391701566
0.73,1.43469676517718,7.97198923192711
0.74,1.4444900308467,7.96986857518382
0.75,1.45421734634858,7.96779047422677
0.76,1.46388002637741,7.96575352453829
0.77,1.47347934251972,7.96375638565242
0.78,1.48301652520731,7.96179777744767
0.79,1.4924927655582,7.95987647669857
0.8,1.50190921711307,7.95799131386516
0.81,1.51126699747424,7.9561411701011
0.82,1.52056718985397,7.95432497446311
0.83,1.52981084453799,7.95254170130586
0.84,1.53899898026985,7.95079036784798
0.85,1.54813258556147,7.94907003189604
0.86,1.55721261993437,7.94737978971446
0.87,1.56624001509618,7.94571877403058
0.88,1.57521567605649,7.94408615216462
0.89,1.58414048218575,7.94248112427572
0.9,1.59301528822084,7.94090292171531
0.91,1.6018409252204,7.93935080548034
0.92,1.61061820147314,7.93782406475927
0.93,1.61934790336177,7.93632201556424
0.94,1.62803079618531,7.93484399944347
0.95,1.63666762494203,7.93338938226847
0.96,1.6452591150755,7.93195755309086
0.97,1.65380597318568,7.93054792306421
0.98,1.66230888770717,7.92915992442651
0.99,1.67076852955634,7.92779300953938
1,1.67918555274915,7.92644664998016
