Freq (kHz),Reff (mOhm),Leff (nH)
10,0.24019699999999997,12.813755454260203
110,0.3151384076810324,12.210305036227796
210,0.3709050731859415,12.180647799626717
310,0.43152806687184575,12.178865852374543
410,0.49565982386641716,12.152830879149112
510,0.5603831704823009,12.113179734044355
610,0.6227807170130256,12.070557909278772
710,0.6799350737521199,12.03561089707086
810,0.7289288509931124,12.018984189639124
910,0.7668446590295317,12.031323279202056
