Freq (kHz),Reff (mOhm),Leff (nH)
10,2.40382,21.17126799491319
110,2.7507797680810513,18.984909338812543
210,3.0809915351985424,18.791766759650148
310,3.3987240403191903,18.706820784117188
410,3.694244495077482,18.58717564291015
510,3.97020290830573,18.45313728396835
610,4.229250993032152,18.32503411604456
710,4.4740404622849645,18.22319454789155
810,4.707223029092387,18.167946988262106
910,4.931450406482637,18.179619845909
