Freq (kHz),Reff (mOhm),Leff (nH)
10,0.0342979,1.5338207499606613
110,0.04216020619993625,1.4915831214307702
210,0.04941035145005462,1.4874714116635621
310,0.0576420218614029,1.4845938767443387
410,0.06608376242286314,1.4821952586805223
510,0.07417884084339932,1.480125401762165
610,0.08176806807800951,1.4783400573653893
710,0.08876115616610164,1.476811728009381
810,0.09506781714708357,1.475512916213325
910,0.10059776306036317,1.4744161244964058
