"Freq [kHz]","ACR(SignalNet1:Source1,SignalNet1:Source1) [uOhm]","ACL(SignalNet1:Source1,SignalNet1:Source1) [nH]","C(SignalNet1,SignalNet1) [pF]"
10,27.854520350193,2.60755189788323,
11,29.2140674048179,2.58692100460967,
12,30.5130982485748,2.56892597237364,
13,31.7590395812139,2.55304944831848,
14,32.9579129423427,2.53890592053354,
15,34.1146809439715,2.52620144471359,
16,35.2334909752483,2.51470745345793,
17,36.3178512125488,2.5042431755853,
18,37.3707605902096,2.49466350859984,
19,38.3948066473149,2.48585045181599,
20,39.3922404526403,2.47770692713964,
21,40.3650348479047,2.47015223891313,
22,41.3149303359753,2.46311868260397,
23,42.2434716738625,2.45654897386269,
24,43.1520373731572,2.4503942732822,
25,44.0418637190604,2.44461265031925,
26,44.9140645036966,2.43916787546113,
27,45.7696473728622,2.43402846083727,
28,46.6095274705728,2.4291668910545,
29,47.4345389080996,2.42455900123035,
30,48.2454444669955,2.42018347005079,
31,49.0429438575202,2.41602140352913,
32,49.8276807869462,2.41205599089101,
33,50.6002490408865,2.40827221826568,
34,51.3611977410347,2.40465662904706,
35,52.1110359116723,2.40119712219258,
36,52.8502364628724,2.39788278156013,
37,53.5792396789602,2.39470373079188,
38,54.2984562853254,2.39165100934528,
39,55.0082701542534,2.38871646612309,
40,55.709040700386,2.38589266782388,
41,56.401105008246,2.38317281966471,
42,57.0847797275694,2.38055069654916,
43,57.760362766685,2.37802058309241,
44,58.4281348096359,2.3755772211871,
45,59.0883606789604,2.3732157640146,
46,59.7412905629,2.37093173558572,
47,60.3871611231624,2.36872099504193,
48,61.0261964971496,2.36657970506908,
49,61.6586092066845,2.36450430387504,
50,62.2846009836827,2.36249148026572,
51,62.9043635218615,2.36053815142244,
52,63.5180791624277,2.3586414430415,
53,64.1259215206953,2.35679867154456,
54,64.7280560597358,2.35500732810964,
55,65.3246406164338,2.35326506430647,
56,65.9158258846854,2.35156967914903,
57,66.5017558599327,2.3499191074031,
58,67.0825682487487,2.34831140900742,
59,67.6583948467739,2.34674475948533,
60,68.229361887943,2.34521744123906,
61,68.7955903676233,2.34372783563227,
62,69.3571963420073,2.34227441577784,
63,69.9142912058592,2.34085573995784,
64,70.4669819504966,2.33947044561123,
65,71.0153714037007,2.33811724383231,
66,71.5595584530779,2.33679491432939,
67,72.0996382542479,2.33550230079887,
68,72.6357024250977,2.33423830667491,
69,73.1678392272265,2.33300189121911,
70,73.6961337355984,2.33179206591855,
71,74.2206679973249,2.33060789116392,
72,74.7415211804193,2.32944847318219,
73,75.2587697132832,2.32831296120129,
74,75.7724874156242,2.32720054482622,
75,76.2827456214369,2.32611045160817,
76,76.7896132946298,2.32504194479026,
77,77.2931571378264,2.32399432121471,
78,77.7934416948283,2.32296690937816,
79,78.2905294471853,2.32195906762277,
80,78.7844809052805,2.32097018245208,
81,79.2753546943087,2.3199996669616,
82,79.7632076354906,2.31904695937494,
83,80.2480948228449,2.31811152167733,
84,80.7300696958094,2.31719283833883,
85,81.2091841079824,2.31629041512035,
86,81.6854883922359,2.31540377795639,
87,82.1590314224312,2.31453247190846,
88,82.6298606719506,2.31367606018425,
89,83.0980222692448,2.31283412321746,
90,83.5635610505789,2.31200625780409,
91,84.0265206101488,2.3111920762911,
92,84.486943347725,2.31039120581361,
93,84.9448705139729,2.30960328757743,
94,85.4003422535856,2.30882797618365,
95,85.853397646357,2.30806493899244,
96,86.3040747463144,2.30731385552336,
97,86.7524106190217,2.30657441688984,
98,87.1984413771558,2.30584632526538,
99,87.6422022144538,2.30512929337958,
100,88.0837274381207,2.30442304404189,
101,88.5230504997827,2.3037273096914,
102,88.960204025064,2.30304183197092,
103,89.3952198418626,2.30236636132394,
104,89.8281290073932,2.30170065661283,
105,90.2589618340628,2.30104448475723,
106,90.68774791424,2.30039762039116,
107,91.1145161439749,2.2997598455378,
108,91.5392947457244,2.2991309493009,
109,91.9621112901315,2.29851072757179,
110,92.382992716909,2.29789898275106,
111,92.8019653548695,2.29729552348408,
112,93.2190549411456,2.29670016440951,
113,93.6342866396399,2.29611272592012,
114,94.0476850587413,2.29553303393513,
115,94.4592742683434,2.29496091968348,
116,94.8690778161991,2.29439621949744,
117,95.2771187436416,2.29383877461584,
118,95.6834196007015,2.29328843099663,
119,96.0880024606498,2.29274503913796,
120,96.4908889339909,2.29220845390766,
121,96.8921001819328,2.29167853438031,
122,97.2916569293567,2.29115514368181,
123,97.6895794773095,2.29063814884081,
124,98.0858877150403,2.29012742064683,
125,98.4806011316007,2.28962283351457,
126,98.8737388270281,2.2891242653542,
127,99.265319523131,2.28863159744723,
128,99.6553615738924,2.28814471432777,
129,100.043882975508,2.28766350366886,
130,100.430901376076,2.28718785617358,
131,100.81643408495,2.28671766547077,
132,101.200498081773,2.2862528280151,
133,101.583110025205,2.28579324299129,
134,101.964286261351,2.28533881222222,
135,102.344042831914,2.28488944008088,
136,102.722395482069,2.28444503340579,
137,103.099359668082,2.28400550141989,
138,103.474950564678,2.28357075565263,
139,103.849183072167,2.28314070986518,
140,104.222071823345,2.28271527997856,
141,104.593631190165,2.28229438400457,
142,104.963875290208,2.28187794197944,
143,105.332817992932,2.28146587590001,
144,105.700472925745,2.28105810966233,
145,106.066853479869,2.28065456900263,
146,106.431972816039,2.28025518144052,
147,106.795843870012,2.27985987622427,
148,107.15847935792,2.2794685842782,
149,107.519891781455,2.27908123815194,
150,107.880093432893,2.2786977719716,
151,108.239096399978,2.27831812139272,
152,108.596912570651,2.27794222355491,
153,108.953553637647,2.27757001703812,
154,109.309031102949,2.2772014418205,
155,109.663356282121,2.27683643923774,
156,110.016540308507,2.27647495194381,
157,110.368594137314,2.27611692387317,
158,110.71952854958,2.27576230020421,
159,111.069354156019,2.27541102732399,
160,111.418081400772,2.2750630527942,
161,111.765720565042,2.27471832531828,
162,112.112281770629,2.27437679470963,
163,112.457774983372,2.27403841186097,
164,112.802210016492,2.27370312871462,
165,113.145596533841,2.27337089823387,
166,113.487944053069,2.27304167437527,
167,113.829261948703,2.27271541206176,
168,114.169559455139,2.27239206715685,
169,114.508845669557,2.27207159643942,
170,114.847129554762,2.27175395757956,
171,115.184419941945,2.27143910911501,
172,115.52072553337,2.27112701042847,
173,115.856054904999,2.27081762172555,
174,116.190416509039,2.27051090401349,
175,116.523818676432,2.27020681908052,
176,116.856269619272,2.26990532947581,
177,117.187777433169,2.26960639849019,
178,117.518350099547,2.26930999013726,
179,117.84799548789,2.2690160691353,
180,118.176721357921,2.26872460088957,
181,118.504535361739,2.26843555147519,
182,118.831445045895,2.26814888762061,
183,119.15745785342,2.2678645766915,
184,119.4825811258,2.26758258667512,
185,119.806822104909,2.26730288616522,
186,120.130187934887,2.2670254443473,
187,120.452685663978,2.2667502309844,
188,120.774322246325,2.26647721640323,
189,121.095104543714,2.26620637148073,
190,121.415039327288,2.26593766763103,
191,121.734133279212,2.26567107679277,
192,122.052392994299,2.26540657141681,
193,122.369824981606,2.26514412445423,
194,122.68643566598,2.26488370934477,
