Freq (kHz),Reff (mOhm),Leff (nH)
10,0.15817000000000003,7.287975407581143
110,0.20336302298449632,6.933813163797252
210,0.2383525378073606,6.91540263847255
310,0.27649521811057187,6.913766582527823
410,0.3168980902890259,6.8977124439449184
510,0.35772773664583035,6.873584699635403
610,0.3971506100544537,6.847732992585193
710,0.43333316338836453,6.826506965780207
810,0.4644418495210316,6.816256262206364
910,0.48864312132592347,6.823330524849581
