Freq (kHz),Reff (mOhm),Leff (nH)
10,0.18542899999999998,9.000912313596285
110,0.23885481138874154,8.572709886023103
210,0.2805551787346392,8.551289857227617
310,0.32625319565587557,8.549872877040315
410,0.37478752540890087,8.530523259585422
510,0.423901025848601,8.501097610478507
610,0.4713364040184536,8.469458837548952
710,0.5148363669619365,8.443469848626144
810,0.5521436217225277,8.430993551539471
910,0.581000875343705,8.43989285411832
