"Freq [kHz]","ACR(SignalNet1:Source1,SignalNet1:Source1) [uOhm]","ACL(SignalNet1:Source1,SignalNet1:Source1) [pH]","C(SignalNet1,SignalNet1) [pF]"
10,0.578530328844019,42.9936695678734,
11,0.606767727826395,42.5651718834818,
12,0.633748222617502,42.1914202702361,
13,0.659626063622474,41.8616694589833,
14,0.684526316476815,41.5679124788752,
15,0.708552053196202,41.3040441917353,
16,0.731789413853324,41.0653173187802,
17,0.754311262256522,40.8479772948754,
18,0.776179885404321,40.6490103831628,
19,0.797449025734875,40.4659657435429,
20,0.818165437295379,40.2968270920879,
21,0.838370095437555,40.1399184033348,
22,0.858099149902395,39.9938334737319,
23,0.877384684846077,39.8573825239141,
24,0.896255331555515,39.7295511735264,
25,0.914736767316655,39.6094685373167,
26,0.932852125269681,39.4963821387878,
27,0.950622333926254,39.3896379839783,
28,0.96806640056281,39.2886645861325,
29,0.985201649429126,39.192960047633,
30,1.00204392327737,39.1020815309558,
31,1.0186077548872,39.015636613464,
32,1.03490651387243,38.9332761402378,
33,1.05095253298844,38.8546882775252,
34,1.06675721733394,38.7795935355114,
35,1.08233113919599,38.7077405790435,
36,1.09768412077999,38.6389026830077,
37,1.11282530666397,38.5728747183095,
38,1.12776322749547,38.5094705770727,
39,1.14250585619079,38.4485209633655,
40,1.15706065768804,38.3898714896681,
41,1.17143463313525,38.3333810303047,
42,1.18563435925582,38.2789202918237,
43,1.19966602351954,38.2263705673357,
44,1.21353545565279,38.1756226474723,
45,1.22724815594307,38.1265758652129,
46,1.24080932072777,38.0791372555568,
47,1.25422386540208,38.0332208140706,
48,1.267496445235,37.9887468408495,
49,1.28063147424332,37.9456413585013,
50,1.29363314234053,37.9038355944828,
51,1.30650543094971,37.8632655195423,
52,1.31925212724495,37.8238714352231,
53,1.33187683716609,37.7855976043795,
54,1.34438299733327,37.7483919195052,
55,1.35677388597291,37.7122056043826,
56,1.36905263295363,37.676992945169,
57,1.38122222901911,37.642711047547,
58,1.39328553429501,37.6093196170057,
59,1.40524528613868,37.5767807596926,
60,1.4171041063924,37.5450588015991,
61,1.42886450809496,37.5141201241167,
62,1.44052890169989,37.4839330142415,
63,1.45209960084421,37.4544675279093,
64,1.46357882770665,37.4256953651215,
65,1.47496871799045,37.3975897556797,
66,1.48627132556261,37.3701253544785,
67,1.4974886267778,37.3432781454268,
68,1.50862252451304,37.3170253531691,
69,1.51967485193621,37.29134536187,
70,1.53064737602969,37.2662176404023,
71,1.54154180088826,37.2416226733523,
72,1.55235977080864,37.2175418973128,
73,1.56310287318663,37.1939576419943,
74,1.57377264123619,37.1708530757267,
75,1.58437055654376,37.1482121549721,
76,1.59489805146975,37.1260195775029,
77,1.60535651140837,37.1042607389356,
78,1.61574727691569,37.0829216923398,
79,1.62607164571544,37.0619891106677,
80,1.63633087459076,37.0414502517754,
81,1.64652618116998,37.0212929258261,
82,1.65665874561342,37.0015054648872,
83,1.66672971220791,36.9820766945474,
84,1.67674019087511,36.9629959073988,
85,1.68669125859926,36.9442528382389,
86,1.69658396077954,36.9258376408639,
87,1.70641931251191,36.9077408663335,
88,1.71619829980479,36.8899534425974,
89,1.72592188073275,36.8724666553851,
90,1.73559098653206,36.8552721302664,
91,1.74520652264154,36.8383618157993,
92,1.75476936969215,36.8217279676885,
93,1.7642803844483,36.8053631338824,
94,1.77374040070363,36.7892601405456,
95,1.78315023013416,36.773412078845,
96,1.79251066311103,36.7578122924946,
97,1.80182246947528,36.7424543660096,
98,1.81108639927675,36.72733211362,
99,1.82030318347919,36.7124395688025,
100,1.82947353463331,36.6977709743898,
101,1.83859814751972,36.6833207732189,
102,1.84767769976318,36.6690835992861,
103,1.85671285241994,36.6550542693744,
104,1.86570425053936,36.6412277751254,
105,1.87465252370136,36.6275992755273,
106,1.88355828653087,36.6141640897939,
107,1.8924221391905,36.6009176906096,
108,1.90124466785251,36.5878556977206,
109,1.91002644515117,36.5749738718486,
110,1.91876803061654,36.5622681089112,
111,1.92746997109042,36.549734434528,
112,1.93613280112562,36.5373689987977,
113,1.94475704336911,36.5251680713299,
114,1.95334320893002,36.5131280365172,
115,1.96189179773306,36.5012453890338,
116,1.97040329885825,36.4895167295479,
117,1.97887819086742,36.4779387606363,
118,1.98731694211818,36.4665082828898,
119,1.99572001106598,36.4552221911987,
120,2.00408784655474,36.4440774712093,
121,2.01242088809664,36.4330711959419,
122,2.02071956614145,36.4222005225606,
123,2.02898430233606,36.4114626892892,
124,2.0372155097744,36.4008550124634,
125,2.04541359323845,36.3903748837129,
126,2.05357894943045,36.380019767267,
127,2.06171196719694,36.3697871973771,
128,2.06981302774486,36.3596747758503,
129,2.07788250484996,36.349680169688,
130,2.08592076505816,36.3398011088246,
131,2.0939281678797,36.3300353839622,
132,2.10190506597688,36.320380844494,
133,2.10985180534523,36.3108353965159,
134,2.11776872548863,36.3013970009176,
135,2.12565615958861,36.2920636715537,
136,2.13351443466788,36.2828334734872,
137,2.14134387174864,36.2737045213047,
138,2.14914478600552,36.2646749774987,
139,2.15691748691366,36.2557430509136,
140,2.16466227839198,36.2469069952532,
141,2.17237945894183,36.2381651076465,
142,2.18006932178122,36.229515727269,
143,2.18773215497485,36.2209572340176,
144,2.19536824155997,36.2124880472353,
145,2.20297785966844,36.2041066244852,
146,2.21056128264488,36.1958114603703,
147,2.21811877916126,36.1876010853981,
148,2.22565061332795,36.1794740648862,
149,2.23315704480144,36.1714289979101,
150,2.24063832888879,36.1634645162883,
151,2.24809471664892,36.1555792836049,
152,2.25552645499094,36.1477719942678,
153,2.26293378676957,36.1400413726004,
154,2.27031695087767,36.1323861719661,
155,2.27767618233623,36.1248051739241,
156,2.28501171238157,36.1172971874141,
157,2.2923237685502,36.1098610479712,
158,2.29961257476111,36.1024956169661,
159,2.30687835139581,36.0951997808737,
160,2.31412131537608,36.0879724505655,
161,2.3213416802395,36.0808125606266,
162,2.32853965621296,36.0737190686962,
163,2.33571545028405,36.0666909548298,
164,2.3428692662705,36.0597272208838,
165,2.35000130488774,36.0528268899191,
166,2.35711176381463,36.0459890056264,
167,2.36420083775735,36.0392126317687,
168,2.37126871851163,36.0324968516433,
169,2.3783155950233,36.0258407675605,
170,2.38534165344721,36.01924350034,
171,2.39234707720463,36.0127041888229,
172,2.39933204703908,36.0062219893993,
173,2.40629674107081,35.9997960755515,
174,2.41324133484971,35.9934256374112,
175,2.42016600140702,35.9871098813307,
176,2.42707091130558,35.9808480294676,
177,2.43395623268886,35.9746393193824,
178,2.44082213132874,35.9684830036486,
179,2.44766877067209,35.9623783494747,
180,2.45449631188614,35.9563246383379,
181,2.46130491390276,35.9503211656286,
182,2.46809473346165,35.9443672403062,
183,2.47486592515238,35.938462184565,
184,2.48161864145553,35.9326053335098,
185,2.48835303278269,35.9267960348416,
186,2.4950692475156,35.9210336485526,
187,2.50176743204426,35.9153175466295,
188,2.50844773080416,35.9096471127667,
189,2.51511028631267,35.9040217420868,
190,2.52175523920444,35.8984408408695,
191,2.52838272826609,35.8929038262886,
192,2.53499289047001,35.8874101261561,
193,2.5415858610074,35.8819591786742,
194,2.54816177332052,35.8765504321936,
195,2.5547207591342,35.8711833449792,
196,2.56126294848663,35.8658573849821,
197,2.56778846975947,35.8605720296181,
198,2.57429744970718,35.8553267655525,
199,2.58079001348582,35.8501210884903,
200,2.58726628468107,35.8449545029728,
201,2.59372638533571,35.8398265221795,
202,2.60017043597643,35.8347366677354,
203,2.60659855564011,35.8296844695235,
204,2.61301086189942,35.8246694655026,
205,2.61940747088794,35.8196912015295,
206,2.62578849732472,35.8147492311865,
207,2.63215405453823,35.8098431156133,
208,2.6385042544899,35.804972423343,
209,2.64483920779705,35.800136730143,
210,2.65115902375541,35.7953356188598,
211,2.65746381036111,35.7905686792676,
212,2.66375367433219,35.7858355079212,
213,2.67002872112969,35.7811357080127,
214,2.67628905497831,35.7764688892317,
215,2.68253477888656,35.771834667629,
216,2.68876599466655,35.767232665484,
217,2.69498280295337,35.7626625111757,
218,2.70118530322406,35.7581238390559,
219,2.70737359381613,35.7536162893273,
220,2.71354777194582,35.7491395079227,
221,2.71970793372586,35.7446931463892,
222,2.72585417418295,35.7402768617732,
223,2.73198658727488,35.7358903165102,
224,2.73810526590726,35.7315331783159,
225,2.74421030194996,35.7272051200808,
226,2.7503017862532,35.7229058197667,
227,2.75637980866331,35.7186349603063,
228,2.76244445803821,35.7143922295049,
229,2.76849582226256,35.7101773199447,
230,2.77453398826262,35.705989928891,
231,2.78055904202082,35.7018297582009,
232,2.78657106859003,35.6976965142343,
233,2.79257015210759,35.6935899077668,
234,2.79855637580904,35.6895096539045,
235,2.8045298220416,35.6854554720014,
236,2.81049057227736,35.6814270855777,
237,2.81643870712628,35.6774242222413,
238,2.82237430634889,35.6734466136098,
239,2.82829744886878,35.6694939952355,
240,2.83420821278481,35.665566106531,
241,2.84010667538318,35.6616626906974,
242,2.84599291314918,35.6577834946537,
243,2.85186700177876,35.653928268968,
244,2.85772901618992,35.6500967677898,
245,2.86357903053383,35.6462887487843,
246,2.86941711820577,35.6425039730683,
247,2.87524335185589,35.638742205147,
248,2.88105780339978,35.6350032128522,
249,2.88686054402875,35.6312867672827,
250,2.8926516442201,35.627592642745,
251,2.89843117374701,35.6239206166958,
252,2.90419920168843,35.6202704696861,
253,2.90995579643866,35.6166419853052,
254,2.91570102571683,35.613034950128,
255,2.92143495657621,35.6094491536611,
256,2.92715765541329,35.6058843882922,
257,2.93286918797683,35.6023404492388,
258,2.9385696193766,35.5988171344995,
259,2.94425901409206,35.595314244805,
260,2.94993743598091,35.5918315835713,
261,2.95560494828738,35.5883689568529,
262,2.96126161365052,35.5849261732978,
263,2.96690749411223,35.581503044103,
264,2.97254265112522,35.5780993829707,
265,2.9781671455608,35.5747150060662,
266,2.98378103771658,35.5713497319759,
267,2.98938438732396,35.5680033816664,
268,2.99497725355561,35.5646757784448,
269,3.0005596950327,35.5613667479192,
270,3.00613176983212,35.5580761179605,
271,3.01169353549348,35.5548037186647,
272,3.01724504902609,35.551549382316,
273,3.02278636691574,35.5483129433509,
274,3.02831754513144,35.5450942383226,
