Freq (kHz),Reff (mOhm),Leff (nH)
10,0.103673,2.3880403436223445
110,0.1302430706369008,2.1754066915367987
210,0.14876122188660357,2.1627254371830085
310,0.1690627565645586,2.155110588062063
410,0.1899941543417607,2.1491681826856577
510,0.2103409202027337,2.144092571232488
610,0.22971548618919038,2.1397100735651478
710,0.24787583204008892,2.1359502572938243
810,0.26457993749438746,2.132742690028704
910,0.279585782291044,2.130016939379974
