Freq (kHz),Reff (mOhm),Leff (nH)
10,1.57629,12.669958963176674
110,1.8185572353616253,11.137573189839879
210,2.034870789075071,10.999565211390658
310,2.245156442916008,10.90798513608407
410,2.4431037000809055,10.842830525950163
510,2.6302397496293204,10.79189132754132
610,2.8072499621973384,10.75127465024541
710,2.9746421514845083,10.718529552256037
810,3.132924131190381,10.691205091766804
910,3.282603715014505,10.66685032697131
