"Freq [kHz]","ACR(SignalNet1:Source1,SignalNet1:Source1) [uOhm]","ACL(SignalNet1:Source1,SignalNet1:Source1) [nH]","C(SignalNet1,SignalNet1) [pF]"
10,37.780016515394,9.00822025792189,
11,39.6240156053597,8.98023788813763,
12,41.385934536798,8.95583062473746,
13,43.0758463906918,8.93429676475818,
14,44.7019183823784,8.91511342551619,
15,46.2708814683183,8.89788192053018,
16,47.7883608909691,8.88229223619862,
17,49.2591149071504,8.86809918652915,
18,50.6872110716914,8.85510596415904,
19,52.0761589502964,8.84315252081631,
20,53.4290117427497,8.83210718623872,
21,54.7484452801833,8.82186051020992,
22,56.0368202647828,8.81232066281061,
23,57.2962319020886,8.80340994736383,
24,58.5285499134248,8.79506212135014,
25,59.7354511137114,8.7872203129729,
26,60.9184461764165,8.77983538293367,
27,62.078901805197,8.77286462318166,
28,63.2180592404547,8.76627071366985,
29,64.3370498151724,8.76002087876088,
30,65.4369081154537,8.7540861996442,
31,66.5185831816995,8.74844104977446,
32,67.5829480955885,8.74306262813679,
33,68.630808228385,8.7379305709167,
34,69.6629083721869,8.73302662646979,
35,70.6799389336327,8.72833438174779,
36,71.6825413364537,8.72383903082243,
37,72.671312752989,8.71952717805965,
38,73.6468102638063,8.71538666997625,
39,74.6095545277106,8.7114064509667,
40,75.560033030788,8.70757643899597,
41,76.4987029720381,8.70388741807294,
42,77.4259938340765,8.70033094489138,
43,78.342309679922,8.6968992674839,
44,79.2480312107193,8.69358525410384,
45,80.1435176141245,8.69038233084916,
46,81.0291082288077,8.6872844267862,
47,81.9051240469495,8.68428592553019,
48,82.771869073596,8.68138162240376,
49,83.629631559196,8.67856668642923,
50,84.4786851194857,8.67583662652345,
51,85.3192897550581,8.67318726135646,
52,86.1516927813836,8.67061469241411,
53,86.9761296787127,8.66811527986946,
54,87.7928248701372,8.66568562092344,
55,88.6019924350967,8.66332253032162,
56,89.4038367647568,8.66102302279312,
57,90.1985531649461,8.65878429719177,
58,90.9863284116903,8.65660372214769,
59,91.7673412638195,8.65447882306221,
60,92.5417629366366,8.65240727030011,
61,93.3097575402005,8.65038686845085,
62,94.0714824854022,8.64841554654641,
63,94.827088860682,8.64649134913659,
64,95.5767217819382,8.64461242813433,
65,96.3205207179258,8.64277703535379,
66,97.0586197932091,8.64098351567256,
67,97.7911480705338,8.63923030075746,
68,98.5182298143009,8.6375159032996,
69,99.2399847366662,8.6358389117107,
70,99.9565282276455,8.63419798523768,
71,100.667971570477,8.63259184945703,
72,101.374422143383,8.63101929211455,
73,102.075983608757,8.62947915927965,
74,102.772756090734,8.62797035178651,
75,103.464836341995,8.62649182193701,
76,104.152317900593,8.62504257044318,
77,104.835291237524,8.62362164358862,
78,105.513843895703,8.62222813059092,
79,106.188060620944,8.62086116114809,
80,106.858023485499,8.61951990315438,
81,107.523812004681,8.61820356057163,
82,108.185503247007,8.61691137144377,
83,108.843171938338,8.61564260604339,
84,109.496890560367,8.61439656513998,
85,110.146729443862,8.61317257838059,
86,110.792756856979,8.61197000277431,
87,111.435039088969,8.6107882212729,
88,112.073640529566,8.60962664144033,
89,112.708623744329,8.60848469420482,
90,113.340049546182,8.60736183268733,
91,113.96797706339,8.60625753110106,
92,114.592463804177,8.60517128371694,
93,115.2135657182,8.60410260389042,
94,115.831337255047,8.60305102314542,
95,116.445831419947,8.60201609031142,
96,117.05709982685,8.6009973707101,
97,117.665192749017,8.59999444538826,
98,118.27015916728,8.5990069103939,
99,118.872046816079,8.59803437609257,
100,119.470902227423,8.59707646652148,
101,120.066770772869,8.5961328187788,
102,120.659696703643,8.59520308244606,
103,121.249723188985,8.59428691904142,
104,121.836892352833,8.59338400150186,
105,122.421245308917,8.59249401369271,
106,123.002822194357,8.59161664994255,
107,123.581662201828,8.59075161460214,
108,124.157803610394,8.58989862162585,
109,124.731283815038,8.58905739417428,
110,125.302139354992,8.58822766423674,
111,125.870405940905,8.58740917227256,
112,126.436118480909,8.58660166686995,
113,126.999311105647,8.58580490442163,
114,127.560017192298,8.58501864881602,
115,128.118269387662,8.58424267114331,
116,128.674099630345,8.58347674941546,
117,129.227539172075,8.58272066829943,
118,129.778618598214,8.58197421886279,
119,130.327367847475,8.58123719833123,
120,130.873816230907,8.58050940985712,
121,131.417992450165,8.57979066229862,
122,131.959924615097,8.57908077000879,
123,132.49964026069,8.57837955263417,
124,133.037166363399,8.57768683492226,
125,133.572529356874,8.57700244653752,
126,134.105755147135,8.57632622188543,
127,134.636869127196,8.57565799994414,
128,135.165896191177,8.57499762410342,
129,135.69286074792,8.57434494201045,
130,136.217786734129,8.57369980542216,
131,136.74069762706,8.57306207006379,
132,137.26161645677,8.57243159549337,
133,137.780565817955,8.57180824497174,
134,138.297567881384,8.57119188533803,
135,138.812644404955,8.57058238689009,
136,139.325816744374,8.56997962326992,
137,139.837105863491,8.56938347135354,
138,140.346532344292,8.56879381114541,
139,140.854116396568,8.56821052567692,
140,141.359877867265,8.56763350090892,
141,141.863836249548,8.5670626256381,
142,142.366010691558,8.56649779140691,
143,142.86642000491,8.56593889241707,
144,143.365082672907,8.56538582544624,
145,143.862016858516,8.564838489768,
146,144.357240412077,8.56429678707475,
147,144.850770878793,8.5637606214036,
148,145.342625505978,8.56322989906485,
149,145.832821250092,8.56270452857333,
150,146.321374783562,8.56218442058209,
151,146.808302501398,8.56166948781858,
152,147.293620527613,8.56115964502315,
153,147.777344721451,8.56065480888975,
154,148.25949068344,8.56015489800872,
155,148.740073761254,8.5596598328117,
156,149.219109055421,8.55916953551837,
157,149.696611424855,8.55868393008516,
158,150.172595492235,8.55820294215567,
159,150.64707564923,8.5577264990129,
160,151.120066061576,8.55725452953301,
161,151.591580674012,8.55678696414075,
162,152.061633215074,8.55632373476638,
163,152.530237201763,8.55586477480403,
164,152.997405944076,8.55541001907149,
165,153.463152549421,8.55495940377129,
166,153.927489926904,8.55451286645315,
167,154.390430791508,8.55407034597757,
168,154.851987668153,8.55363178248071,
169,155.31217289565,8.55319711734038,
170,155.770998630549,8.55276629314306,
171,156.228476850889,8.55233925365213,
172,156.684619359844,8.55191594377697,
173,157.139437789275,8.55149630954314,
174,157.592943603195,8.55108029806344,
175,158.045148101137,8.55066785750997,
176,158.496062421439,8.55025893708694,
177,158.945697544447,8.54985348700444,
178,159.394064295636,8.54945145845296,
179,159.841173348645,8.54905280357868,
180,160.287035228249,8.54865747545961,
181,160.731660313245,8.54826542808231,
182,161.175058839272,8.54787661631948,
183,161.61724090156,8.54749099590806,
184,162.058216457615,8.54710852342812,
185,162.497995329831,8.5467291562823,
186,162.936587208042,8.54635285267587,
187,163.37400165202,8.54597957159744,
188,163.810248093899,8.54560927280012,
189,164.24533584055,8.54524191678334,
190,164.6792740759,8.54487746477512,
191,165.112071863192,8.54451587871492,
192,165.543738147192,8.5441571212369,
193,165.974281756351,8.54380115565373,
194,166.403711404905,8.54344794594081,
195,166.832035694938,8.54309745672099,
196,167.259263118392,8.54274965324964,
197,167.685402059028,8.54240450140023,
198,168.110460794348,8.54206196765023,
199,168.534447497473,8.54172201906746,
200,168.957370238971,8.54138462329675,
201,169.379236988656,8.54104974854705,
202,169.800055617333,8.54071736357885,
203,170.21983389852,8.54038743769187,
204,170.638579510116,8.54005994071325,
205,171.056300036042,8.53973484298588,
206,171.473002967846,8.53941211535715,
207,171.888695706266,8.53909172916797,
208,172.303385562767,8.53877365624208,
209,172.717079761041,8.53845786887563,
210,173.129785438475,8.53814433982706,
211,173.541509647584,8.53783304230722,
212,173.952259357425,8.53752394996975,
213,174.362041454966,8.53721703690175,
214,174.770862746436,8.53691227761458,
215,175.178729958645,8.53660964703506,
216,175.585649740274,8.53630912049674,
217,175.99162866314,8.53601067373149,
218,176.396673223434,8.53571428286122,
219,176.800789842934,8.53541992438993,
220,177.203984870193,8.53512757519583,
221,177.606264581704,8.53483721252374,
222,178.007635183035,8.53454881397761,
223,178.408102809953,8.53426235751332,
224,178.807673529514,8.53397782143158,
225,179.206353341134,8.533695184371,
226,179.604148177646,8.53341442530138,
227,180.001063906323,8.53313552351715,
228,180.397106329892,8.53285845863091,
229,180.792281187524,8.53258321056723,
230,181.186594155802,8.53230975955649,
231,181.580050849672,8.53203808612893,
232,181.972656823381,8.53176817110887,
233,182.364417571384,8.53149999560893,
234,182.755338529249,8.53123354102459,
235,183.145425074532,8.53096878902868,
236,183.534682527639,8.53070572156613,
237,183.923116152678,8.5304443208488,
238,184.310731158286,8.53018456935039,
239,184.697532698443,8.52992644980157,
240,185.083525873273,8.52966994518508,
241,185.468715729831,8.52941503873108,
242,185.853107262868,8.5291617139125,
243,186.236705415591,8.52890995444058,
244,186.619515080401,8.52865974426045,
245,187.001541099624,8.52841106754681,
246,187.382788266224,8.52816390869977,
247,187.763261324507,8.5279182523407,
248,188.142964970804,8.52767408330823,
249,188.521903854156,8.52743138665432,
250,188.90008257697,8.52719014764041,
251,189.277505695675,8.52695035173368,
252,189.654177721364,8.52671198460332,
253,190.030103120419,8.52647503211699,
254,190.405286315132,8.52623948033729,
255,190.779731684311,8.5260053155183,
256,191.153443563876,8.52577252410219,
257,191.526426247446,8.52554109271599,
258,191.898683986912,8.52531100816829,
259,192.270220993005,8.52508225744614,
260,192.641041435852,8.52485482771192,
261,193.011149445517,8.52462870630033,
262,193.380549112547,8.52440388071542,
263,193.74924448849,8.5241803386277,
264,194.117239586418,8.52395806787131,
265,194.484538381438,8.52373705644118,
266,194.851144811191,8.52351729249041,
267,195.217062776341,8.52329876432748,
268,195.582296141068,8.52308146041375,
269,195.946848733534,8.52286536936083,
270,196.310724346361,8.5226504799281,
271,196.673926737082,8.52243678102023,
272,197.036459628602,8.52222426168482,
273,197.398326709635,8.52201291111,
274,197.759531635151,8.52180271862214,
275,198.120078026798,8.52159367368356,
276,198.479969473332,8.52138576589037,
277,198.839209531031,8.52117898497022,
278,199.197801724105,8.52097332078023,
279,199.555749545098,8.52076876330485,
280,199.913056455291,8.52056530265386,
281,200.269725885084,8.52036292906033,
282,200.625761234386,8.52016163287865,
283,200.981165872993,8.51996140458262,
284,201.335943140955,8.51976223476354,
285,201.690096348948,8.51956411412835,
286,202.043628778634,8.51936703349782,
287,202.39654368301,8.51917098380477,
288,202.748844286766,8.5189759560923,
289,203.100533786619,8.51878194151206,
290,203.45161535166,8.51858893132263,
291,203.802092123683,8.51839691688776,
292,204.151967217513,8.51820588967485,
293,204.50124372133,8.51801584125329,
294,204.849924696987,8.51782676329293,
295,205.198013180322,8.51763864756254,
296,205.545512181468,8.51745148592828,
297,205.892424685155,8.51726527035226,
298,206.238753651011,8.51707999289109,
299,206.584502013856,8.5168956456944,
300,206.92967268399,8.51671222100353,
301,207.274268547482,8.51652971115008,
302,207.618292466449,8.5163481085546,
303,207.961747279336,8.51616740572528,
304,208.304635801186,8.51598759525661,
305,208.646960823912,8.51580866982817,
306,208.988725116561,8.51563062220329,
307,209.329931425574,8.51545344522792,
308,209.670582475048,8.51527713182933,
309,210.010680966984,8.515101675015,
310,210.35022958154,8.51492706787139,
311,210.689230977279,8.51475330356286,
312,211.027687791407,8.51458037533048,
313,211.365602640017,8.51440827649099,
314,211.702978118325,8.51423700043567,
315,212.039816800898,8.51406654062929,
316,212.376121241887,8.51389689060907,
317,212.711893975253,8.51372804398361,
318,213.047137514986,8.51355999443196,
319,213.381854355331,8.51339273570254,
320,213.716046970999,8.51322626161221,
321,214.049717817381,8.51306056604532,
322,214.382869330763,8.5128956429527,
323,214.715503928527,8.51273148635083,
324,215.047624009361,8.51256809032084,
325,215.379231953459,8.51240544900767,
326,215.710330122719,8.51224355661917,
327,216.040920860939,8.51208240742523,
328,216.371006494015,8.51192199575691,
329,216.700589330124,8.51176231600566,
330,217.029671659922,8.51160336262243,
331,217.358255756721,8.51144513011692,
332,217.686343876676,8.51128761305672,
333,218.013938258967,8.51113080606658,
334,218.341041125976,8.51097470382762,
335,218.667654683461,8.51081930107657,
336,218.993781120733,8.51066459260501,
337,219.319422610826,8.51051057325869,
338,219.644581310663,8.51035723793674,
339,219.969259361227,8.510204581591,
340,220.293458887723,8.51005259922532,
341,220.617181999742,8.50990128589487,
342,220.940430791419,8.50975063670545,
343,221.263207341591,8.50960064681285,
344,221.585513713957,8.50945131142218,
345,221.907351957227,8.50930262578722,
346,222.228724105276,8.50915458520982,
347,222.549632177295,8.50900718503921,
348,222.870078177937,8.50886042067147,
349,223.190064097464,8.50871428754887,
350,223.509591911892,8.50856878115927,
351,223.828663583132,8.5084238970356,
352,224.147281059131,8.50827963075518,
353,224.465446274012,8.50813597793927,
354,224.783161148209,8.50799293425242,
355,225.100427588604,8.50785049540195,
356,225.417247488657,8.50770865713743,
357,225.733622728545,8.50756741525013,
358,226.049555175283,8.50742676557248,
359,226.36504668286,8.50728670397758,
360,226.680099092364,8.50714722637869,
361,226.994714232103,8.50700832872869,
362,227.308893917736,8.50687000701966,
363,227.622639952389,8.5067322572823,
364,227.935954126779,8.50659507558555,
365,228.248838219334,8.50645845803604,
366,228.561293996306,8.50632240077768,
367,228.873323211894,8.50618689999114,
368,229.184927608354,8.50605195189349,
369,229.496108916114,8.50591755273768,
370,229.806868853886,8.50578369881212,
371,230.117209128778,8.50565038644028,
372,230.4271314364,8.50551761198023,
373,230.736637460977,8.50538537182425,
374,231.045728875452,8.50525366239838,
375,231.354407341592,8.50512248016207,
376,231.662674510093,8.50499182160773,
377,231.970532020685,8.50486168326036,
378,232.27798150223,8.50473206167716,
379,232.585024572822,8.50460295344713,
380,232.891662839894,8.50447435519073,
381,233.197897900305,8.50434626355948,
382,233.503731340447,8.50421867523558,
383,233.809164736333,8.5040915869316,
384,234.114199653699,8.50396499539007,
385,234.418837648092,8.50383889738317,
386,234.723080264964,8.50371328971234,
387,235.026929039766,8.503588169208,
388,235.330385498035,8.50346353272915,
389,235.633451155484,8.5033393771631,
390,235.936127518094,8.50321569942508,
391,236.238416082196,8.50309249645798,
392,236.54031833456,8.50296976523197,
393,236.841835752481,8.50284750274426,
