Freq (kHz),Reff (mOhm),Leff (nH)
10,0.009755790000000004,0.07536766414622396
110,0.010553760669161024,0.07109834758530771
210,0.011158113101573842,0.07065790600712944
310,0.011776875704835292,0.07041367558264243
410,0.012410890066971754,0.0702361501815104
510,0.013044568504702569,0.07009061653032439
610,0.013671507176300609,0.06996828880014463
710,0.014286987483988458,0.06986459056658999
810,0.0148862908299887,0.0697749454052792
910,0.015464698616523923,0.06969477689183107
