Freq (kHz),Reff (mOhm),Leff (nH)
10,0.7385339999999999,5.221841851856467
110,0.8415096088630708,4.6420250242432015
210,0.9385385702477036,4.583732154531976
310,1.0326138402081564,4.552327137264541
410,1.120203128549371,4.519464086862756
510,1.2021180235722144,4.487597120380507
610,1.279170711408548,4.459184593755471
710,1.3521733781902316,4.436684862925324
810,1.4219382100491265,4.422556283827746
910,1.4892773931170922,4.419257212400414
