Freq (kHz),Reff (mOhm),Leff (nH)
10,0.213024,10.88969951623366
110,0.27869294595413285,10.366079716113987
210,0.3275468756193,10.33983034022653
310,0.3805193502473317,10.338082388935405
410,0.4364988922684741,10.315386989798762
510,0.49297132523596504,10.280942611347395
610,0.5474222796550866,10.243955243011701
710,0.5973373860311207,10.213630874222085
810,0.6402022748693499,10.19917549440895
910,0.6735025766750561,10.209795093002697
