Freq (kHz),Reff (mOhm),Leff (nH)
10,0.042208899999999994,1.4797701397372225
110,0.05258154280572526,1.4161944859602043
210,0.06083914946556203,1.411425949104186
310,0.06977182443854088,1.40995800105966
410,0.07916078920474265,1.4065851932824318
510,0.08862053781394677,1.4022050406051816
610,0.09776554136988908,1.397715897787548
710,0.10621027097630545,1.394016119589169
810,0.11356919773693175,1.3920040607696844
910,0.11945679275550383,1.3925780760887323
