Freq (kHz),Reff (mOhm),Leff (nH)
10,0.052611100000000015,1.8137297314752396
110,0.06505068562819188,1.7318308480209692
210,0.07522950320616598,1.7254942741983648
310,0.08657090692395801,1.7213906710495355
410,0.09821716276164982,1.718077213788054
510,0.10944778421536529,1.7152318772938897
610,0.1200474642595372,1.7127770903982171
710,0.12988904054610298,1.7106748276372894
810,0.13884535072699988,1.7088870635473572
910,0.1467892324541653,1.707375772664672
