Freq (kHz),Reff (mOhm),Leff (nH)
10,0.00511898,0.04830527593276424
110,0.005433466473612948,0.04680058866767117
210,0.005712729822955242,0.04662535242477511
310,0.006017687991122888,0.04651807796223329
410,0.0063378762883008,0.0464348431075456
510,0.006660695050530783,0.046364176339076815
610,0.006981359156486374,0.04630320332889663
710,0.007296465927881576,0.04625044638926481
810,0.007602612686430385,0.04620442783244107
910,0.007896396753846801,0.04616366997068512
