Freq (kHz),Reff (mOhm),Leff (nH)
10,3.0099900000000006,30.38602089004775
110,3.395648866413084,28.440602850533534
210,3.8034386506938875,28.182900152722418
310,4.183767200429975,28.00873504122208
410,4.530639999275828,27.88822881554569
510,4.853709709613751,27.79642307077725
610,5.156874575014651,27.725097300321814
710,5.4429626423771325,27.668969408624328
810,5.714801958599796,27.62275730012972
910,5.975220570581242,27.58117887928292
