Freq (kHz),Reff (mOhm),Leff (nH)
10,0.004625409999999998,0.04510912636559279
110,0.004915019815176663,0.04381213467195864
210,0.005171415304857165,0.04365982851028851
310,0.005448101268322439,0.04359497209735141
410,0.005743812146797925,0.043505296832165405
510,0.006049759118114467,0.04340451476962728
610,0.006357152324705613,0.043306355302858306
710,0.006657201909004914,0.04322454782497977
810,0.006941118013445923,0.043172821729112985
910,0.007200110780462188,0.043164906408379215
