Freq (kHz),Reff (mOhm),Leff (nH)
10,0.42124900000000015,14.631750538210309
110,0.5304079082713821,13.499192385278558
210,0.6113252527538309,13.451961725701336
310,0.7061828897563484,13.419636287968702
410,0.8056896051086442,13.392758838127774
510,0.9025392584856698,13.36908135984349
610,0.9944677276990492,13.348201842904555
710,1.0800883835309132,13.330029128746384
810,1.1580145967633926,13.314472058804379
910,1.226859738178618,13.301439474513947
