Freq (kHz),Reff (mOhm),Leff (nH)
10,0.40814399999999995,2.5454445823402274
110,0.45815749120519333,2.305929889725629
210,0.5086853008813905,2.2756383640478814
310,0.5576249501685518,2.2572993701808644
410,0.6028482266526115,2.240979729179891
510,0.6449312119128126,2.2268461249731315
610,0.6844503597097934,2.215066631493345
710,0.7219821238041934,2.2058093226732898
810,0.7581029579566514,2.199242272445728
910,0.7933893159278066,2.1955335547434185
