Freq (kHz),Reff (mOhm),Leff (nH)
10,0.2080270000000001,5.799271900888175
110,0.2639060924106145,5.3001800170741875
210,0.3039626275840273,5.273956076532112
310,0.34868063010029754,5.257558508099814
410,0.3949070956304116,5.244547368823509
510,0.4397249851980454,5.233340430311158
610,0.4822354413541065,5.223610725326244
710,0.5218931806398415,5.215239000472638
810,0.5581529195964965,5.208106002354205
910,0.590469374765318,5.202092477574812
