"Freq [MHz]","ACR(SignalNet1:Source1,SignalNet1:Source1) [uOhm]","ACL(SignalNet1:Source1,SignalNet1:Source1) [nH]","C(SignalNet1,SignalNet1) [pF]"
0.1,19.0317385580539,1.05267828895498,
0.11,19.9606557957479,1.05126867298577,
0.12,20.8482250335739,1.05003915352339,
0.13,21.6995206008047,1.04895438217845,
0.14,22.518656744108,1.04798801865933,
0.15,23.309024192642,1.04711997907623,
0.16,24.0734566705195,1.04633464644864,
0.17,24.8143511565705,1.04561966949637,
0.18,25.5337566874873,1.04496513401973,
0.19,26.233441212125,1.04436297756362,
0.2,26.9149427843387,1.04380656721932,
0.21,27.5796093579739,1.0432903894162,
0.22,28.2286301402078,1.04280981820863,
0.23,28.8630605938951,1.04236093961516,
0.24,29.4838425938865,1.04194041665918,
0.25,30.0918208381494,1.04154538441562,
0.26,30.6877563306524,1.04117336748513,
0.27,31.2723375503608,1.04082221444343,
0.28,31.8461897739418,1.04049004528767,
0.29,32.4098829120398,1.04017520894034,
0.3,32.9639381389169,1.03987624861212,
0.31,33.5088335350628,1.03959187336205,
0.32,34.0450089166498,1.03932093458567,
0.33,34.5728699906296,1.03906240645285,
0.34,35.0927919471105,1.03881536953433,
0.35,35.6051225794463,1.0385789970204,
0.36,36.1101850057793,1.03835254306027,
0.37,36.6082800525485,1.0381353328469,
0.38,37.0996883499044,1.03792675414681,
0.39,37.5846721804813,1.03772625003226,
0.4,38.0634771161077,1.03753331261924,
0.41,38.5363334714483,1.03734747765087,
0.42,39.0034575989986,1.03716831979436,
0.43,39.465053046095,1.03699544854321,
0.44,39.9213115914958,1.03682850463464,
0.45,40.3724141765081,1.03666715690738,
0.46,40.8185317434829,1.03651109953727,
0.47,41.2598259927006,1.03636004959808,
0.48,41.6964500671477,1.03621374490345,
0.49,42.1285491734092,1.03607194209216,
0.5,42.5562611458122,1.03593441492524,
0.51,42.9797169600357,1.03580095276759,
0.52,43.3990412016094,1.03567135923098,
0.53,43.8143524940538,1.0355454509586,
0.54,44.2257638908297,1.03542305653395,
0.55,44.6333832347675,1.03530401549938,
0.56,45.0373134882159,1.03518817747142,
0.57,45.4376530367717,1.03507540134192,
0.58,45.8344959691307,1.03496555455525,
0.59,46.2279323353151,1.03485851245314,
0.6,46.618048385284,1.03475415767987,
0.61,47.0049267897195,1.03465237964131,
0.62,47.3886468445883,1.03455307401214,
0.63,47.7692846609128,1.03445614228628,
0.64,48.1469133410391,1.03436149136608,
0.65,48.5216031425564,1.0342690331864,
0.66,48.8934216309101,1.03417868437023,
0.67,49.2624338216471,1.03409036591254,
0.68,49.6287023131411,1.03400400288994,
0.69,49.9922874105655,1.03391952419345,
0.7,50.3532472418095,1.03383686228245,
0.71,50.7116378659673,1.03375595295767,
0.72,51.0675133749747,1.03367673515162,
0.73,51.4209259889146,1.03359915073488,
0.74,51.7719261454665,1.0335231443368,
0.75,52.1205625839347,1.03344866317946,
0.76,52.4668824242499,1.03337565692356,
0.77,52.8109312413091,1.03330407752551,
0.78,53.1527531349834,1.0332338791045,
0.79,53.4923907961001,1.03316501781895,
0.8,53.8298855686775,1.03309745175142,
0.81,54.165277508669,1.03303114080135,
0.82,54.4986054394544,1.0329660465851,
0.83,54.8299070042941,1.03290213234255,
0.84,55.1592187159477,1.03283936284985,
0.85,55.4865760036422,1.03277770433789,
0.86,55.8120132575611,1.03271712441589,
0.87,56.1355638710113,1.03265759199997,
0.88,56.4572602804157,1.03259907724607,
0.89,56.7771340032659,1.03254155148712,
0.9,57.0952156741616,1.032484987174,
0.91,57.4115350790521,1.03242935782013,
0.92,57.7261211877902,1.03237463794933,
0.93,58.0390021850967,1.03232080304682,
0.94,58.3502055000312,1.03226782951304,
0.95,58.6597578340559,1.03221569462021,
0.96,58.9676851877729,1.03216437647134,
0.97,59.2740128864117,1.03211385396162,
0.98,59.5787656041371,1.03206410674189,
0.99,59.8819673872438,1.03201511518426,
1,60.1836416762989,1.03196686034956,
