Freq (kHz),Reff (mOhm),Leff (nH)
10,3.0180499999999997,32.08070272409026
110,3.3403714099708632,30.461433522993588
210,3.723976320663377,30.24072293849979
310,4.080803590511877,30.135044072330093
410,4.400321954207864,30.00128149982802
510,4.690547560915759,29.85836450621923
610,4.959499112408034,29.725244678308457
710,5.215195310457155,29.620873602900424
810,5.465654856835595,29.56420286679989
910,5.718896453315822,29.574184056811564
