"Freq [kHz]","ACR(SignalNet1:Source1,SignalNet1:Source1) [uOhm]","ACL(SignalNet1:Source1,SignalNet1:Source1) [pH]","C(SignalNet1,SignalNet1) [pF]"
10,1.65291989009636,94.7006051931814,
11,1.7335970060495,93.4763438017237,
12,1.81068301910947,92.4084974941257,
13,1.88461863834544,91.4663659454061,
14,1.95576118897646,90.6270724268699,
15,2.02440515821666,89.8731739388674,
16,2.09079665699988,89.1911070239028,
17,2.1551438646247,88.5701445081708,
18,2.21762474137016,88.0016758394703,
19,2.27839283483878,87.4786987187934,
20,2.33758172609052,86.9954524182361,
21,2.39530848586564,86.5471483628771,
22,2.45167639764459,86.1297688863915,
23,2.50677712911921,85.7399146683298,
24,2.56069248278328,85.3746875210239,
25,2.61349582124984,85.0315992368836,
26,2.66525323824923,84.7084999141545,
27,2.71602452866421,84.403521025686,
28,2.76586399821344,84.1150297757917,
29,2.81482114403755,83.841592192019,
30,2.86294123048806,83.5819430425989,
31,2.91026577919201,83.3349611362129,
32,2.95683298849355,83.0996489018044,
33,3.00267809432702,82.8751153986823,
34,3.04783368221741,82.6605620960676,
35,3.09232995826231,82.4552709039095,
36,3.13619498549981,82.2585940455374,
37,3.1794548909179,82.0699454463008,
38,3.22213404744269,81.8887933771013,
39,3.26425523450557,81.7146541422721,
40,3.30583978019272,81.547086640994,
41,3.34690768749487,81.3856876628815,
42,3.38747774677855,81.2300878034161,
43,3.4275676362732,81.079947904962,
44,3.46719401209899,80.9349559452651,
45,3.50637258913577,80.7948243084263,
46,3.54511821384708,80.6592873839995,
47,3.58344493001608,80.5280994485864,
48,3.62136603821894,80.4010327914661,
49,3.65889414974978,80.2778760517187,
50,3.69604123561694,80.1584327392049,
51,3.73281867115032,80.0425199158515,
52,3.76923727669087,79.9299670171063,
53,3.80530735477486,79.8206147962852,
54,3.84103872417491,79.7143143769515,
55,3.87644075111679,79.6109264004993,
56,3.91152237795292,79.5103202578382,
57,3.94629214954166,79.4123733955486,
58,3.98075823755245,79.3169706881213,
59,4.01492846289312,79.2240038689725,
60,4.04881031643333,79.133371013837,
61,4.08241097818,79.0449760709372,
62,4.11573733504365,78.9587284330011,
63,4.14879599732016,78.8745425467967,
64,4.18159331399975,78.7923375563547,
65,4.21413538700349,78.7120369765002,
66,4.24642808443787,78.6335683936935,
67,4.2784770529489,78.5568631915239,
68,4.31028772924939,78.4818562984887,
69,4.34186535088612,78.4084859559509,
70,4.37321496630718,78.3366935043958,
71,4.40434144428435,78.2664231863045,
72,4.43524948274033,78.1976219641385,
73,4.46594361702608,78.130239352086,
74,4.49642822768957,78.0642272603569,
75,4.52670754777368,77.9995398509342,
76,4.55678566967756,77.9361334038,
77,4.5866665516131,77.8739661927479,
78,4.61635402368515,77.8129983699816,
79,4.6458517936221,77.7531918587725,
80,4.67516345218103,77.6945102535214,
81,4.70429247824972,77.6369187266271,
82,4.73324224366602,77.5803839416215,
83,4.76201601777358,77.524873972077,
84,4.79061697173128,77.4703582258418,
85,4.81904818259242,77.4168073741901,
86,4.84731263716866,77.3641932855183,
87,4.87541323569219,77.3124889632441,
88,4.90335279528918,77.261668487599,
89,4.93113405327596,77.2117069610273,
90,4.95875967028908,77.1625804569315,
91,4.9862322332592,77.1142659715246,
92,5.01355425823843,77.0667413785682,
