Date:  15:42, Wednesday, March 13, 2013
Model name: RD100_solder
Study name: Study 1
Plot type: Thermal Thermal1
Time step: 1
Result Type: Temp 


Node  ,Value (Kelvin)  ,X (mm)  ,Y (mm)  ,Z (mm)  ,Components
20910  ,3.437e+002  ,19.076  ,9.9186  ,-16.554  ,iso-1
20911  ,3.437e+002  ,19.076  ,9.9186  ,-17.991  ,iso-1
20912  ,3.436e+002  ,19.076  ,9.9186  ,-19.428  ,iso-1
20913  ,3.435e+002  ,19.076  ,9.9186  ,-20.865  ,iso-1
20914  ,3.434e+002  ,19.076  ,9.9186  ,-22.302  ,iso-1
20915  ,3.433e+002  ,19.076  ,9.9186  ,-23.739  ,iso-1
20916  ,3.432e+002  ,19.076  ,9.9186  ,-25.176  ,iso-1
20917  ,3.432e+002  ,19.076  ,9.9186  ,-26.614  ,iso-1
20918  ,3.431e+002  ,19.076  ,9.9186  ,-28.051  ,iso-1
20919  ,3.430e+002  ,19.076  ,9.9186  ,-29.488  ,iso-1
20920  ,3.430e+002  ,19.076  ,9.9186  ,-30.925  ,iso-1
20921  ,3.429e+002  ,20.497  ,9.9186  ,20.811  ,iso-1
20922  ,3.429e+002  ,20.497  ,9.9186  ,19.374  ,iso-1
20923  ,3.430e+002  ,20.497  ,9.9186  ,17.937  ,iso-1
20924  ,3.430e+002  ,20.497  ,9.9186  ,16.5  ,iso-1
20925  ,3.431e+002  ,20.497  ,9.9186  ,15.062  ,iso-1
20926  ,3.432e+002  ,20.497  ,9.9186  ,13.625  ,iso-1
20927  ,3.433e+002  ,20.497  ,9.9186  ,12.188  ,iso-1
20928  ,3.433e+002  ,20.497  ,9.9186  ,10.751  ,iso-1
20929  ,3.434e+002  ,20.497  ,9.9186  ,9.3141  ,iso-1
20930  ,3.435e+002  ,20.497  ,9.9186  ,7.877  ,iso-1
20931  ,3.436e+002  ,20.497  ,9.9186  ,6.4399  ,iso-1
20932  ,3.436e+002  ,20.497  ,9.9186  ,5.0028  ,iso-1
20933  ,3.437e+002  ,20.497  ,9.9186  ,3.5657  ,iso-1
20934  ,3.438e+002  ,20.497  ,9.9186  ,2.1285  ,iso-1
20935  ,3.438e+002  ,20.497  ,9.9186  ,0.69144  ,iso-1
20936  ,3.438e+002  ,20.497  ,9.9186  ,-0.74566  ,iso-1
20937  ,3.439e+002  ,20.497  ,9.9186  ,-2.1828  ,iso-1
20938  ,3.439e+002  ,20.497  ,9.9186  ,-3.6199  ,iso-1
20939  ,3.439e+002  ,20.497  ,9.9186  ,-5.057  ,iso-1
20940  ,3.439e+002  ,20.497  ,9.9186  ,-6.4941  ,iso-1
20941  ,3.439e+002  ,20.497  ,9.9186  ,-7.9312  ,iso-1
20942  ,3.438e+002  ,20.497  ,9.9186  ,-9.3683  ,iso-1
20943  ,3.438e+002  ,20.497  ,9.9186  ,-10.805  ,iso-1
20944  ,3.438e+002  ,20.497  ,9.9186  ,-12.243  ,iso-1
20945  ,3.437e+002  ,20.497  ,9.9186  ,-13.68  ,iso-1
20946  ,3.436e+002  ,20.497  ,9.9186  ,-15.117  ,iso-1
20947  ,3.436e+002  ,20.497  ,9.9186  ,-16.554  ,iso-1
20948  ,3.435e+002  ,20.497  ,9.9186  ,-17.991  ,iso-1
20949  ,3.434e+002  ,20.497  ,9.9186  ,-19.428  ,iso-1
20950  ,3.433e+002  ,20.497  ,9.9186  ,-20.865  ,iso-1
20951  ,3.433e+002  ,20.497  ,9.9186  ,-22.302  ,iso-1
20952  ,3.432e+002  ,20.497  ,9.9186  ,-23.739  ,iso-1
20953  ,3.431e+002  ,20.497  ,9.9186  ,-25.176  ,iso-1
20954  ,3.430e+002  ,20.497  ,9.9186  ,-26.614  ,iso-1
20955  ,3.430e+002  ,20.497  ,9.9186  ,-28.051  ,iso-1
20956  ,3.429e+002  ,20.497  ,9.9186  ,-29.488  ,iso-1
20957  ,3.429e+002  ,20.497  ,9.9186  ,-30.925  ,iso-1
20958  ,3.428e+002  ,21.918  ,9.9186  ,20.811  ,iso-1
20959  ,3.428e+002  ,21.918  ,9.9186  ,19.374  ,iso-1
20960  ,3.429e+002  ,21.918  ,9.9186  ,17.937  ,iso-1
20961  ,3.429e+002  ,21.918  ,9.9186  ,16.5  ,iso-1
20962  ,3.430e+002  ,21.918  ,9.9186  ,15.062  ,iso-1
20963  ,3.431e+002  ,21.918  ,9.9186  ,13.625  ,iso-1
20964  ,3.431e+002  ,21.918  ,9.9186  ,12.188  ,iso-1
20965  ,3.432e+002  ,21.918  ,9.9186  ,10.751  ,iso-1
20966  ,3.433e+002  ,21.918  ,9.9186  ,9.3141  ,iso-1
20967  ,3.433e+002  ,21.918  ,9.9186  ,7.877  ,iso-1
20968  ,3.434e+002  ,21.918  ,9.9186  ,6.4399  ,iso-1
20969  ,3.435e+002  ,21.918  ,9.9186  ,5.0028  ,iso-1
20970  ,3.435e+002  ,21.918  ,9.9186  ,3.5657  ,iso-1
20971  ,3.436e+002  ,21.918  ,9.9186  ,2.1285  ,iso-1
20972  ,3.436e+002  ,21.918  ,9.9186  ,0.69144  ,iso-1
20973  ,3.436e+002  ,21.918  ,9.9186  ,-0.74566  ,iso-1
20974  ,3.437e+002  ,21.918  ,9.9186  ,-2.1828  ,iso-1
20975  ,3.437e+002  ,21.918  ,9.9186  ,-3.6199  ,iso-1
20976  ,3.437e+002  ,21.918  ,9.9186  ,-5.057  ,iso-1
20977  ,3.437e+002  ,21.918  ,9.9186  ,-6.4941  ,iso-1
20978  ,3.437e+002  ,21.918  ,9.9186  ,-7.9312  ,iso-1
20979  ,3.436e+002  ,21.918  ,9.9186  ,-9.3683  ,iso-1
20980  ,3.436e+002  ,21.918  ,9.9186  ,-10.805  ,iso-1
20981  ,3.436e+002  ,21.918  ,9.9186  ,-12.243  ,iso-1
20982  ,3.435e+002  ,21.918  ,9.9186  ,-13.68  ,iso-1
20983  ,3.435e+002  ,21.918  ,9.9186  ,-15.117  ,iso-1
20984  ,3.434e+002  ,21.918  ,9.9186  ,-16.554  ,iso-1
20985  ,3.433e+002  ,21.918  ,9.9186  ,-17.991  ,iso-1
20986  ,3.433e+002  ,21.918  ,9.9186  ,-19.428  ,iso-1
20987  ,3.432e+002  ,21.918  ,9.9186  ,-20.865  ,iso-1
20988  ,3.431e+002  ,21.918  ,9.9186  ,-22.302  ,iso-1
20989  ,3.431e+002  ,21.918  ,9.9186  ,-23.739  ,iso-1
20990  ,3.430e+002  ,21.918  ,9.9186  ,-25.176  ,iso-1
20991  ,3.429e+002  ,21.918  ,9.9186  ,-26.614  ,iso-1
20992  ,3.429e+002  ,21.918  ,9.9186  ,-28.051  ,iso-1
20993  ,3.428e+002  ,21.918  ,9.9186  ,-29.488  ,iso-1
20994  ,3.428e+002  ,21.918  ,9.9186  ,-30.925  ,iso-1
20995  ,3.427e+002  ,23.338  ,9.9186  ,20.811  ,iso-1
20996  ,3.427e+002  ,23.339  ,9.9186  ,19.374  ,iso-1
20997  ,3.428e+002  ,23.339  ,9.9186  ,17.937  ,iso-1
20998  ,3.428e+002  ,23.339  ,9.9186  ,16.5  ,iso-1
20999  ,3.429e+002  ,23.339  ,9.9186  ,15.062  ,iso-1
21000  ,3.429e+002  ,23.339  ,9.9186  ,13.625  ,iso-1
21001  ,3.430e+002  ,23.339  ,9.9186  ,12.188  ,iso-1
21002  ,3.431e+002  ,23.339  ,9.9186  ,10.751  ,iso-1
21003  ,3.431e+002  ,23.339  ,9.9186  ,9.3141  ,iso-1
21004  ,3.432e+002  ,23.339  ,9.9186  ,7.877  ,iso-1
21005  ,3.433e+002  ,23.339  ,9.9186  ,6.4399  ,iso-1
21006  ,3.433e+002  ,23.339  ,9.9186  ,5.0028  ,iso-1
21007  ,3.434e+002  ,23.339  ,9.9186  ,3.5657  ,iso-1
21008  ,3.434e+002  ,23.339  ,9.9186  ,2.1285  ,iso-1
21009  ,3.434e+002  ,23.339  ,9.9186  ,0.69144  ,iso-1
21010  ,3.435e+002  ,23.339  ,9.9186  ,-0.74566  ,iso-1
21011  ,3.435e+002  ,23.339  ,9.9186  ,-2.1828  ,iso-1
21012  ,3.435e+002  ,23.339  ,9.9186  ,-3.6199  ,iso-1
21013  ,3.435e+002  ,23.339  ,9.9186  ,-5.057  ,iso-1
21014  ,3.435e+002  ,23.339  ,9.9186  ,-6.4941  ,iso-1
21015  ,3.435e+002  ,23.339  ,9.9186  ,-7.9312  ,iso-1
21016  ,3.435e+002  ,23.339  ,9.9186  ,-9.3683  ,iso-1
21017  ,3.434e+002  ,23.339  ,9.9186  ,-10.805  ,iso-1
21018  ,3.434e+002  ,23.339  ,9.9186  ,-12.243  ,iso-1
21019  ,3.434e+002  ,23.339  ,9.9186  ,-13.68  ,iso-1
21020  ,3.433e+002  ,23.339  ,9.9186  ,-15.117  ,iso-1
21021  ,3.433e+002  ,23.339  ,9.9186  ,-16.554  ,iso-1
21022  ,3.432e+002  ,23.339  ,9.9186  ,-17.991  ,iso-1
21023  ,3.431e+002  ,23.339  ,9.9186  ,-19.428  ,iso-1
21024  ,3.431e+002  ,23.339  ,9.9186  ,-20.865  ,iso-1
21025  ,3.430e+002  ,23.339  ,9.9186  ,-22.302  ,iso-1
21026  ,3.429e+002  ,23.339  ,9.9186  ,-23.739  ,iso-1
21027  ,3.429e+002  ,23.339  ,9.9186  ,-25.176  ,iso-1
21028  ,3.428e+002  ,23.339  ,9.9186  ,-26.614  ,iso-1
21029  ,3.428e+002  ,23.339  ,9.9186  ,-28.051  ,iso-1
21030  ,3.427e+002  ,23.339  ,9.9186  ,-29.488  ,iso-1
21031  ,3.427e+002  ,23.338  ,9.9186  ,-30.925  ,iso-1
21032  ,3.426e+002  ,24.759  ,9.9186  ,20.811  ,iso-1
21033  ,3.426e+002  ,24.759  ,9.9186  ,19.374  ,iso-1
21034  ,3.427e+002  ,24.759  ,9.9186  ,17.937  ,iso-1
21035  ,3.427e+002  ,24.759  ,9.9186  ,16.5  ,iso-1
21036  ,3.428e+002  ,24.759  ,9.9186  ,15.062  ,iso-1
21037  ,3.428e+002  ,24.759  ,9.9186  ,13.625  ,iso-1
21038  ,3.429e+002  ,24.759  ,9.9186  ,12.188  ,iso-1
21039  ,3.429e+002  ,24.759  ,9.9186  ,10.751  ,iso-1
21040  ,3.430e+002  ,24.759  ,9.9186  ,9.3141  ,iso-1
21041  ,3.431e+002  ,24.759  ,9.9186  ,7.877  ,iso-1
21042  ,3.431e+002  ,24.759  ,9.9186  ,6.4399  ,iso-1
21043  ,3.432e+002  ,24.759  ,9.9186  ,5.0028  ,iso-1
21044  ,3.432e+002  ,24.759  ,9.9186  ,3.5657  ,iso-1
21045  ,3.432e+002  ,24.759  ,9.9186  ,2.1285  ,iso-1
21046  ,3.433e+002  ,24.759  ,9.9186  ,0.69144  ,iso-1
21047  ,3.433e+002  ,24.759  ,9.9186  ,-0.74566  ,iso-1
21048  ,3.433e+002  ,24.759  ,9.9186  ,-2.1828  ,iso-1
21049  ,3.433e+002  ,24.759  ,9.9186  ,-3.6199  ,iso-1
21050  ,3.433e+002  ,24.759  ,9.9186  ,-5.057  ,iso-1
21051  ,3.433e+002  ,24.759  ,9.9186  ,-6.4941  ,iso-1
21052  ,3.433e+002  ,24.759  ,9.9186  ,-7.9312  ,iso-1
21053  ,3.433e+002  ,24.759  ,9.9186  ,-9.3683  ,iso-1
21054  ,3.433e+002  ,24.759  ,9.9186  ,-10.805  ,iso-1
21055  ,3.432e+002  ,24.759  ,9.9186  ,-12.243  ,iso-1
21056  ,3.432e+002  ,24.759  ,9.9186  ,-13.68  ,iso-1
21057  ,3.432e+002  ,24.759  ,9.9186  ,-15.117  ,iso-1
21058  ,3.431e+002  ,24.759  ,9.9186  ,-16.554  ,iso-1
21059  ,3.431e+002  ,24.759  ,9.9186  ,-17.991  ,iso-1
21060  ,3.430e+002  ,24.759  ,9.9186  ,-19.428  ,iso-1
21061  ,3.429e+002  ,24.759  ,9.9186  ,-20.865  ,iso-1
21062  ,3.429e+002  ,24.759  ,9.9186  ,-22.302  ,iso-1
21063  ,3.428e+002  ,24.759  ,9.9186  ,-23.739  ,iso-1
21064  ,3.428e+002  ,24.759  ,9.9186  ,-25.176  ,iso-1
21065  ,3.427e+002  ,24.759  ,9.9186  ,-26.614  ,iso-1
21066  ,3.427e+002  ,24.759  ,9.9186  ,-28.051  ,iso-1
21067  ,3.426e+002  ,24.759  ,9.9186  ,-29.488  ,iso-1
21068  ,3.426e+002  ,24.759  ,9.9186  ,-30.925  ,iso-1
21069  ,3.425e+002  ,26.18  ,9.9186  ,20.811  ,iso-1
21070  ,3.425e+002  ,26.18  ,9.9186  ,19.374  ,iso-1
21071  ,3.426e+002  ,26.18  ,9.9186  ,17.937  ,iso-1
21072  ,3.426e+002  ,26.18  ,9.9186  ,16.5  ,iso-1
21073  ,3.427e+002  ,26.18  ,9.9186  ,15.062  ,iso-1
21074  ,3.427e+002  ,26.18  ,9.9186  ,13.625  ,iso-1
21075  ,3.428e+002  ,26.18  ,9.9186  ,12.188  ,iso-1
21076  ,3.428e+002  ,26.18  ,9.9186  ,10.751  ,iso-1
21077  ,3.429e+002  ,26.18  ,9.9186  ,9.3141  ,iso-1
21078  ,3.429e+002  ,26.18  ,9.9186  ,7.877  ,iso-1
21079  ,3.430e+002  ,26.18  ,9.9186  ,6.4399  ,iso-1
21080  ,3.430e+002  ,26.18  ,9.9186  ,5.0028  ,iso-1
21081  ,3.431e+002  ,26.18  ,9.9186  ,3.5657  ,iso-1
21082  ,3.431e+002  ,26.18  ,9.9186  ,2.1285  ,iso-1
21083  ,3.431e+002  ,26.18  ,9.9186  ,0.69144  ,iso-1
21084  ,3.432e+002  ,26.18  ,9.9186  ,-0.74566  ,iso-1
21085  ,3.432e+002  ,26.18  ,9.9186  ,-2.1828  ,iso-1
21086  ,3.432e+002  ,26.18  ,9.9186  ,-3.6199  ,iso-1
21087  ,3.432e+002  ,26.18  ,9.9186  ,-5.057  ,iso-1
21088  ,3.432e+002  ,26.18  ,9.9186  ,-6.4941  ,iso-1
21089  ,3.432e+002  ,26.18  ,9.9186  ,-7.9312  ,iso-1
21090  ,3.432e+002  ,26.18  ,9.9186  ,-9.3683  ,iso-1
21091  ,3.431e+002  ,26.18  ,9.9186  ,-10.805  ,iso-1
21092  ,3.431e+002  ,26.18  ,9.9186  ,-12.243  ,iso-1
21093  ,3.431e+002  ,26.18  ,9.9186  ,-13.68  ,iso-1
21094  ,3.430e+002  ,26.18  ,9.9186  ,-15.117  ,iso-1
21095  ,3.430e+002  ,26.18  ,9.9186  ,-16.554  ,iso-1
21096  ,3.429e+002  ,26.18  ,9.9186  ,-17.991  ,iso-1
21097  ,3.429e+002  ,26.18  ,9.9186  ,-19.428  ,iso-1
21098  ,3.428e+002  ,26.18  ,9.9186  ,-20.865  ,iso-1
21099  ,3.428e+002  ,26.18  ,9.9186  ,-22.302  ,iso-1
21100  ,3.427e+002  ,26.18  ,9.9186  ,-23.739  ,iso-1
21101  ,3.427e+002  ,26.18  ,9.9186  ,-25.176  ,iso-1
21102  ,3.426e+002  ,26.18  ,9.9186  ,-26.614  ,iso-1
21103  ,3.426e+002  ,26.18  ,9.9186  ,-28.051  ,iso-1
21104  ,3.425e+002  ,26.18  ,9.9186  ,-29.488  ,iso-1
21105  ,3.425e+002  ,26.18  ,9.9186  ,-30.925  ,iso-1
21106  ,3.424e+002  ,27.601  ,9.9186  ,20.811  ,iso-1
21107  ,3.425e+002  ,27.601  ,9.9186  ,19.374  ,iso-1
21108  ,3.425e+002  ,27.601  ,9.9186  ,17.937  ,iso-1
21109  ,3.425e+002  ,27.601  ,9.9186  ,16.5  ,iso-1
21110  ,3.426e+002  ,27.601  ,9.9186  ,15.062  ,iso-1
21111  ,3.426e+002  ,27.601  ,9.9186  ,13.625  ,iso-1
21112  ,3.427e+002  ,27.601  ,9.9186  ,12.188  ,iso-1
21113  ,3.427e+002  ,27.601  ,9.9186  ,10.751  ,iso-1
21114  ,3.428e+002  ,27.601  ,9.9186  ,9.3141  ,iso-1
21115  ,3.428e+002  ,27.601  ,9.9186  ,7.877  ,iso-1
21116  ,3.429e+002  ,27.601  ,9.9186  ,6.4399  ,iso-1
21117  ,3.429e+002  ,27.601  ,9.9186  ,5.0028  ,iso-1
21118  ,3.429e+002  ,27.601  ,9.9186  ,3.5657  ,iso-1
21119  ,3.430e+002  ,27.601  ,9.9186  ,2.1285  ,iso-1
21120  ,3.430e+002  ,27.601  ,9.9186  ,0.69144  ,iso-1
21121  ,3.430e+002  ,27.601  ,9.9186  ,-0.74566  ,iso-1
21122  ,3.430e+002  ,27.601  ,9.9186  ,-2.1828  ,iso-1
21123  ,3.431e+002  ,27.601  ,9.9186  ,-3.6199  ,iso-1
21124  ,3.431e+002  ,27.601  ,9.9186  ,-5.057  ,iso-1
21125  ,3.431e+002  ,27.601  ,9.9186  ,-6.4941  ,iso-1
21126  ,3.430e+002  ,27.601  ,9.9186  ,-7.9312  ,iso-1
21127  ,3.430e+002  ,27.601  ,9.9186  ,-9.3683  ,iso-1
21128  ,3.430e+002  ,27.601  ,9.9186  ,-10.805  ,iso-1
21129  ,3.430e+002  ,27.601  ,9.9186  ,-12.243  ,iso-1
21130  ,3.429e+002  ,27.601  ,9.9186  ,-13.68  ,iso-1
21131  ,3.429e+002  ,27.601  ,9.9186  ,-15.117  ,iso-1
21132  ,3.429e+002  ,27.601  ,9.9186  ,-16.554  ,iso-1
21133  ,3.428e+002  ,27.601  ,9.9186  ,-17.991  ,iso-1
21134  ,3.428e+002  ,27.601  ,9.9186  ,-19.428  ,iso-1
21135  ,3.427e+002  ,27.601  ,9.9186  ,-20.865  ,iso-1
21136  ,3.427e+002  ,27.601  ,9.9186  ,-22.302  ,iso-1
21137  ,3.426e+002  ,27.601  ,9.9186  ,-23.739  ,iso-1
21138  ,3.426e+002  ,27.601  ,9.9186  ,-25.176  ,iso-1
21139  ,3.425e+002  ,27.601  ,9.9186  ,-26.614  ,iso-1
21140  ,3.425e+002  ,27.601  ,9.9186  ,-28.051  ,iso-1
21141  ,3.425e+002  ,27.601  ,9.9186  ,-29.488  ,iso-1
21142  ,3.424e+002  ,27.601  ,9.9186  ,-30.925  ,iso-1
21143  ,3.424e+002  ,29.021  ,9.9186  ,20.811  ,iso-1
21144  ,3.424e+002  ,29.021  ,9.9186  ,19.374  ,iso-1
21145  ,3.424e+002  ,29.021  ,9.9186  ,17.937  ,iso-1
21146  ,3.425e+002  ,29.021  ,9.9186  ,16.5  ,iso-1
21147  ,3.425e+002  ,29.021  ,9.9186  ,15.062  ,iso-1
21148  ,3.426e+002  ,29.021  ,9.9186  ,13.625  ,iso-1
21149  ,3.426e+002  ,29.021  ,9.9186  ,12.188  ,iso-1
21150  ,3.426e+002  ,29.021  ,9.9186  ,10.751  ,iso-1
21151  ,3.427e+002  ,29.021  ,9.9186  ,9.3141  ,iso-1
21152  ,3.427e+002  ,29.021  ,9.9186  ,7.877  ,iso-1
21153  ,3.428e+002  ,29.021  ,9.9186  ,6.4399  ,iso-1
21154  ,3.428e+002  ,29.021  ,9.9186  ,5.0028  ,iso-1
21155  ,3.428e+002  ,29.021  ,9.9186  ,3.5657  ,iso-1
21156  ,3.429e+002  ,29.021  ,9.9186  ,2.1285  ,iso-1
21157  ,3.429e+002  ,29.021  ,9.9186  ,0.69144  ,iso-1
21158  ,3.429e+002  ,29.021  ,9.9186  ,-0.74566  ,iso-1
21159  ,3.429e+002  ,29.021  ,9.9186  ,-2.1828  ,iso-1
21160  ,3.429e+002  ,29.021  ,9.9186  ,-3.6199  ,iso-1
21161  ,3.429e+002  ,29.021  ,9.9186  ,-5.057  ,iso-1
21162  ,3.429e+002  ,29.021  ,9.9186  ,-6.4941  ,iso-1
21163  ,3.429e+002  ,29.021  ,9.9186  ,-7.9312  ,iso-1
21164  ,3.429e+002  ,29.021  ,9.9186  ,-9.3683  ,iso-1
21165  ,3.429e+002  ,29.021  ,9.9186  ,-10.805  ,iso-1
21166  ,3.429e+002  ,29.021  ,9.9186  ,-12.243  ,iso-1
21167  ,3.428e+002  ,29.021  ,9.9186  ,-13.68  ,iso-1
21168  ,3.428e+002  ,29.021  ,9.9186  ,-15.117  ,iso-1
21169  ,3.428e+002  ,29.021  ,9.9186  ,-16.554  ,iso-1
21170  ,3.427e+002  ,29.021  ,9.9186  ,-17.991  ,iso-1
21171  ,3.427e+002  ,29.021  ,9.9186  ,-19.428  ,iso-1
21172  ,3.426e+002  ,29.021  ,9.9186  ,-20.865  ,iso-1
21173  ,3.426e+002  ,29.021  ,9.9186  ,-22.302  ,iso-1
21174  ,3.426e+002  ,29.021  ,9.9186  ,-23.739  ,iso-1
21175  ,3.425e+002  ,29.021  ,9.9186  ,-25.176  ,iso-1
21176  ,3.425e+002  ,29.021  ,9.9186  ,-26.614  ,iso-1
21177  ,3.424e+002  ,29.021  ,9.9186  ,-28.051  ,iso-1
21178  ,3.424e+002  ,29.021  ,9.9186  ,-29.488  ,iso-1
21179  ,3.424e+002  ,29.021  ,9.9186  ,-30.925  ,iso-1
21180  ,3.423e+002  ,30.442  ,9.9186  ,20.811  ,iso-1
21181  ,3.423e+002  ,30.442  ,9.9186  ,19.374  ,iso-1
21182  ,3.424e+002  ,30.442  ,9.9186  ,17.937  ,iso-1
21183  ,3.424e+002  ,30.442  ,9.9186  ,16.5  ,iso-1
21184  ,3.424e+002  ,30.442  ,9.9186  ,15.062  ,iso-1
21185  ,3.425e+002  ,30.442  ,9.9186  ,13.625  ,iso-1
21186  ,3.425e+002  ,30.442  ,9.9186  ,12.188  ,iso-1
21187  ,3.426e+002  ,30.442  ,9.9186  ,10.751  ,iso-1
21188  ,3.426e+002  ,30.442  ,9.9186  ,9.3141  ,iso-1
21189  ,3.426e+002  ,30.442  ,9.9186  ,7.877  ,iso-1
21190  ,3.427e+002  ,30.442  ,9.9186  ,6.4399  ,iso-1
21191  ,3.427e+002  ,30.442  ,9.9186  ,5.0028  ,iso-1
21192  ,3.427e+002  ,30.442  ,9.9186  ,3.5657  ,iso-1
21193  ,3.428e+002  ,30.442  ,9.9186  ,2.1285  ,iso-1
21194  ,3.428e+002  ,30.442  ,9.9186  ,0.69144  ,iso-1
21195  ,3.428e+002  ,30.442  ,9.9186  ,-0.74566  ,iso-1
21196  ,3.428e+002  ,30.442  ,9.9186  ,-2.1828  ,iso-1
21197  ,3.428e+002  ,30.442  ,9.9186  ,-3.6199  ,iso-1
21198  ,3.428e+002  ,30.442  ,9.9186  ,-5.057  ,iso-1
21199  ,3.428e+002  ,30.442  ,9.9186  ,-6.4941  ,iso-1
21200  ,3.428e+002  ,30.442  ,9.9186  ,-7.9312  ,iso-1
21201  ,3.428e+002  ,30.442  ,9.9186  ,-9.3683  ,iso-1
21202  ,3.428e+002  ,30.442  ,9.9186  ,-10.805  ,iso-1
21203  ,3.428e+002  ,30.442  ,9.9186  ,-12.243  ,iso-1
21204  ,3.427e+002  ,30.442  ,9.9186  ,-13.68  ,iso-1
21205  ,3.427e+002  ,30.442  ,9.9186  ,-15.117  ,iso-1
21206  ,3.427e+002  ,30.442  ,9.9186  ,-16.554  ,iso-1
21207  ,3.426e+002  ,30.442  ,9.9186  ,-17.991  ,iso-1
21208  ,3.426e+002  ,30.442  ,9.9186  ,-19.428  ,iso-1
21209  ,3.426e+002  ,30.442  ,9.9186  ,-20.865  ,iso-1
21210  ,3.425e+002  ,30.442  ,9.9186  ,-22.302  ,iso-1
21211  ,3.425e+002  ,30.442  ,9.9186  ,-23.739  ,iso-1
21212  ,3.424e+002  ,30.442  ,9.9186  ,-25.176  ,iso-1
21213  ,3.424e+002  ,30.442  ,9.9186  ,-26.614  ,iso-1
21214  ,3.424e+002  ,30.442  ,9.9186  ,-28.051  ,iso-1
21215  ,3.423e+002  ,30.442  ,9.9186  ,-29.488  ,iso-1
21216  ,3.423e+002  ,30.442  ,9.9186  ,-30.925  ,iso-1
21217  ,3.423e+002  ,31.863  ,9.9186  ,20.811  ,iso-1
21218  ,3.423e+002  ,31.863  ,9.9186  ,19.374  ,iso-1
21219  ,3.423e+002  ,31.863  ,9.9186  ,17.937  ,iso-1
21220  ,3.423e+002  ,31.863  ,9.9186  ,16.5  ,iso-1
21221  ,3.424e+002  ,31.863  ,9.9186  ,15.062  ,iso-1
21222  ,3.424e+002  ,31.863  ,9.9186  ,13.625  ,iso-1
21223  ,3.425e+002  ,31.863  ,9.9186  ,12.188  ,iso-1
21224  ,3.425e+002  ,31.863  ,9.9186  ,10.751  ,iso-1
21225  ,3.425e+002  ,31.863  ,9.9186  ,9.3141  ,iso-1
21226  ,3.426e+002  ,31.863  ,9.9186  ,7.877  ,iso-1
21227  ,3.426e+002  ,31.863  ,9.9186  ,6.4399  ,iso-1
21228  ,3.426e+002  ,31.863  ,9.9186  ,5.0028  ,iso-1
21229  ,3.427e+002  ,31.863  ,9.9186  ,3.5657  ,iso-1
21230  ,3.427e+002  ,31.863  ,9.9186  ,2.1285  ,iso-1
21231  ,3.427e+002  ,31.863  ,9.9186  ,0.69144  ,iso-1
21232  ,3.427e+002  ,31.863  ,9.9186  ,-0.74566  ,iso-1
21233  ,3.427e+002  ,31.863  ,9.9186  ,-2.1828  ,iso-1
21234  ,3.427e+002  ,31.863  ,9.9186  ,-3.6199  ,iso-1
21235  ,3.427e+002  ,31.863  ,9.9186  ,-5.057  ,iso-1
21236  ,3.427e+002  ,31.863  ,9.9186  ,-6.4941  ,iso-1
21237  ,3.427e+002  ,31.863  ,9.9186  ,-7.9312  ,iso-1
21238  ,3.427e+002  ,31.863  ,9.9186  ,-9.3683  ,iso-1
21239  ,3.427e+002  ,31.863  ,9.9186  ,-10.805  ,iso-1
21240  ,3.427e+002  ,31.863  ,9.9186  ,-12.243  ,iso-1
21241  ,3.427e+002  ,31.863  ,9.9186  ,-13.68  ,iso-1
21242  ,3.426e+002  ,31.863  ,9.9186  ,-15.117  ,iso-1
21243  ,3.426e+002  ,31.863  ,9.9186  ,-16.554  ,iso-1
21244  ,3.426e+002  ,31.863  ,9.9186  ,-17.991  ,iso-1
21245  ,3.425e+002  ,31.863  ,9.9186  ,-19.428  ,iso-1
21246  ,3.425e+002  ,31.863  ,9.9186  ,-20.865  ,iso-1
21247  ,3.425e+002  ,31.863  ,9.9186  ,-22.302  ,iso-1
21248  ,3.424e+002  ,31.863  ,9.9186  ,-23.739  ,iso-1
21249  ,3.424e+002  ,31.863  ,9.9186  ,-25.176  ,iso-1
21250  ,3.423e+002  ,31.863  ,9.9186  ,-26.614  ,iso-1
21251  ,3.423e+002  ,31.863  ,9.9186  ,-28.051  ,iso-1
21252  ,3.423e+002  ,31.863  ,9.9186  ,-29.488  ,iso-1
21253  ,3.423e+002  ,31.863  ,9.9186  ,-30.925  ,iso-1
21254  ,3.422e+002  ,33.283  ,9.9186  ,20.811  ,iso-1
21255  ,3.422e+002  ,33.283  ,9.9186  ,19.374  ,iso-1
21256  ,3.423e+002  ,33.283  ,9.9186  ,17.937  ,iso-1
21257  ,3.423e+002  ,33.283  ,9.9186  ,16.5  ,iso-1
21258  ,3.423e+002  ,33.283  ,9.9186  ,15.062  ,iso-1
21259  ,3.424e+002  ,33.283  ,9.9186  ,13.625  ,iso-1
21260  ,3.424e+002  ,33.283  ,9.9186  ,12.188  ,iso-1
21261  ,3.424e+002  ,33.283  ,9.9186  ,10.751  ,iso-1
21262  ,3.425e+002  ,33.283  ,9.9186  ,9.3141  ,iso-1
21263  ,3.425e+002  ,33.283  ,9.9186  ,7.877  ,iso-1
21264  ,3.425e+002  ,33.283  ,9.9186  ,6.4399  ,iso-1
21265  ,3.426e+002  ,33.283  ,9.9186  ,5.0028  ,iso-1
