Date:  14:27, Wednesday, March 13, 2013
Model name: RD100_solder
Study name: Study 1
Plot type: Thermal Thermal2
Time step: 1
Result Type: HFluxY 


Node  ,Value (W/m^2)  ,X (mm)  ,Y (mm)  ,Z (mm)  ,Components
30335  ,-5.976e+002  ,-42.858  ,9.9186  ,-27.18  ,iso-1
30336  ,-7.274e+002  ,-42.145  ,9.9186  ,-28.626  ,iso-1
30343  ,-5.648e+002  ,-42.836  ,9.9186  ,-26.437  ,iso-1
30344  ,-5.387e+002  ,-42.836  ,9.9186  ,-25.713  ,iso-1
30345  ,-5.208e+002  ,-42.118  ,9.9186  ,-26.864  ,iso-1
30351  ,-5.066e+002  ,-42.712  ,9.9186  ,-25.106  ,iso-1
30352  ,-4.610e+002  ,-41.972  ,9.9186  ,-25.513  ,iso-1
30358  ,-5.069e+002  ,-42.842  ,9.9186  ,-24.558  ,iso-1
30359  ,-5.122e+002  ,-42.842  ,9.9186  ,-23.835  ,iso-1
30360  ,-4.405e+002  ,-41.978  ,9.9186  ,-24.358  ,iso-1
30368  ,-5.186e+002  ,-42.862  ,9.9186  ,-23.135  ,iso-1
30369  ,-5.216e+002  ,-42.862  ,9.9186  ,-22.412  ,iso-1
30370  ,-4.361e+002  ,-42.127  ,9.9186  ,-23.11  ,iso-1
30372  ,-5.265e+002  ,-42.863  ,9.9186  ,-21.69  ,iso-1
30373  ,-5.387e+002  ,-42.863  ,9.9186  ,-20.967  ,iso-1
30374  ,-4.540e+002  ,-42.149  ,9.9186  ,-21.689  ,iso-1
30378  ,-5.388e+002  ,-42.863  ,9.9186  ,-20.244  ,iso-1
30379  ,-5.477e+002  ,-42.863  ,9.9186  ,-19.521  ,iso-1
30380  ,-4.456e+002  ,-42.15  ,9.9186  ,-20.244  ,iso-1
30386  ,-5.324e+002  ,-42.863  ,9.9186  ,-18.798  ,iso-1
30387  ,-5.376e+002  ,-42.863  ,9.9186  ,-18.074  ,iso-1
30388  ,-4.580e+002  ,-42.15  ,9.9186  ,-18.798  ,iso-1
30393  ,-5.256e+002  ,-42.863  ,9.9186  ,-17.351  ,iso-1
30394  ,-5.492e+002  ,-42.863  ,9.9186  ,-16.628  ,iso-1
30395  ,-4.515e+002  ,-42.15  ,9.9186  ,-17.351  ,iso-1
30399  ,-5.515e+002  ,-42.863  ,9.9186  ,-15.905  ,iso-1
30400  ,-5.683e+002  ,-42.863  ,9.9186  ,-15.182  ,iso-1
30401  ,-4.530e+002  ,-42.15  ,9.9186  ,-15.905  ,iso-1
30406  ,-5.699e+002  ,-42.863  ,9.9186  ,-14.458  ,iso-1
30407  ,-5.708e+002  ,-42.863  ,9.9186  ,-13.735  ,iso-1
30408  ,-4.590e+002  ,-42.15  ,9.9186  ,-14.458  ,iso-1
30413  ,-5.639e+002  ,-42.863  ,9.9186  ,-13.011  ,iso-1
30414  ,-5.561e+002  ,-42.863  ,9.9186  ,-12.288  ,iso-1
30415  ,-4.586e+002  ,-42.15  ,9.9186  ,-13.011  ,iso-1
30420  ,-5.567e+002  ,-42.863  ,9.9186  ,-11.559  ,iso-1
30421  ,-5.849e+002  ,-42.863  ,9.9186  ,-10.836  ,iso-1
30422  ,-4.671e+002  ,-42.15  ,9.9186  ,-11.558  ,iso-1
30428  ,-5.828e+002  ,-42.863  ,9.9186  ,-10.07  ,iso-1
30429  ,-5.700e+002  ,-42.863  ,9.9186  ,-9.0458  ,iso-1
30430  ,-4.647e+002  ,-42.15  ,9.9186  ,-10.063  ,iso-1
30436  ,-5.532e+002  ,-42.863  ,9.9186  ,-8.2807  ,iso-1
30437  ,-5.508e+002  ,-42.863  ,9.9186  ,-7.5157  ,iso-1
30438  ,-4.579e+002  ,-42.15  ,9.9186  ,-8.5327  ,iso-1
30443  ,-5.679e+002  ,-42.863  ,9.9186  ,-6.7875  ,iso-1
30444  ,-5.679e+002  ,-42.863  ,9.9186  ,-6.0614  ,iso-1
30445  ,-4.752e+002  ,-42.15  ,9.9186  ,-7.0395  ,iso-1
30449  ,-5.703e+002  ,-42.863  ,9.9186  ,-5.3385  ,iso-1
30450  ,-5.730e+002  ,-42.862  ,9.9186  ,-4.616  ,iso-1
30451  ,-4.696e+002  ,-42.15  ,9.9186  ,-5.5884  ,iso-1
30456  ,-5.686e+002  ,-42.861  ,9.9186  ,-3.8939  ,iso-1
30457  ,-5.672e+002  ,-42.857  ,9.9186  ,-3.1748  ,iso-1
30458  ,-4.736e+002  ,-42.149  ,9.9186  ,-4.1433  ,iso-1
30463  ,-5.635e+002  ,-42.852  ,9.9186  ,-2.4574  ,iso-1
30464  ,-5.642e+002  ,-42.83  ,9.9186  ,-1.7566  ,iso-1
30465  ,-4.689e+002  ,-42.142  ,9.9186  ,-2.7038  ,iso-1
30470  ,-5.501e+002  ,-42.812  ,9.9186  ,-1.0564  ,iso-1
30471  ,-5.323e+002  ,-42.692  ,9.9186  ,-0.45572  ,iso-1
30472  ,-4.655e+002  ,-42.119  ,9.9186  ,-1.286  ,iso-1
30477  ,-5.314e+002  ,-42.696  ,9.9186  ,0.22669  ,iso-1
30478  ,-5.439e+002  ,-42.843  ,9.9186  ,0.75384  ,iso-1
30479  ,-4.613e+002  ,-42.106  ,9.9186  ,0.096689  ,iso-1
30484  ,-5.402e+002  ,-42.862  ,9.9186  ,1.4531  ,iso-1
30485  ,-5.166e+002  ,-42.862  ,9.9186  ,2.1763  ,iso-1
30486  ,-4.578e+002  ,-42.129  ,9.9186  ,1.4784  ,iso-1
30493  ,-5.145e+002  ,-42.863  ,9.9186  ,2.8982  ,iso-1
30494  ,-5.192e+002  ,-42.863  ,9.9186  ,3.6214  ,iso-1
30495  ,-4.508e+002  ,-42.149  ,9.9186  ,2.8995  ,iso-1
30497  ,-5.436e+002  ,-42.863  ,9.9186  ,4.3445  ,iso-1
30498  ,-5.343e+002  ,-42.863  ,9.9186  ,5.0677  ,iso-1
30499  ,-4.568e+002  ,-42.15  ,9.9186  ,4.3445  ,iso-1
30503  ,-5.167e+002  ,-42.863  ,9.9186  ,5.7909  ,iso-1
30504  ,-5.274e+002  ,-42.863  ,9.9186  ,6.5141  ,iso-1
30505  ,-4.607e+002  ,-42.15  ,9.9186  ,5.7909  ,iso-1
30508  ,-5.395e+002  ,-42.863  ,9.9186  ,7.2373  ,iso-1
30509  ,-5.330e+002  ,-42.863  ,9.9186  ,7.9605  ,iso-1
30510  ,-4.611e+002  ,-42.15  ,9.9186  ,7.2373  ,iso-1
30516  ,-5.301e+002  ,-42.863  ,9.9186  ,8.6837  ,iso-1
30517  ,-5.338e+002  ,-42.863  ,9.9186  ,9.4069  ,iso-1
30518  ,-4.571e+002  ,-42.15  ,9.9186  ,8.6837  ,iso-1
30523  ,-5.400e+002  ,-42.863  ,9.9186  ,10.13  ,iso-1
30524  ,-5.370e+002  ,-42.863  ,9.9186  ,10.853  ,iso-1
30525  ,-4.557e+002  ,-42.15  ,9.9186  ,10.13  ,iso-1
30528  ,-5.210e+002  ,-42.863  ,9.9186  ,11.576  ,iso-1
30529  ,-5.169e+002  ,-42.863  ,9.9186  ,12.3  ,iso-1
30530  ,-4.536e+002  ,-42.15  ,9.9186  ,11.576  ,iso-1
30537  ,-5.200e+002  ,-42.863  ,9.9186  ,13.023  ,iso-1
30538  ,-5.271e+002  ,-42.863  ,9.9186  ,13.746  ,iso-1
30539  ,-4.535e+002  ,-42.15  ,9.9186  ,13.023  ,iso-1
30542  ,-5.288e+002  ,-42.863  ,9.9186  ,14.469  ,iso-1
30543  ,-5.356e+002  ,-42.863  ,9.9186  ,15.192  ,iso-1
30544  ,-4.644e+002  ,-42.15  ,9.9186  ,14.469  ,iso-1
30549  ,-5.478e+002  ,-42.863  ,9.9186  ,15.916  ,iso-1
30550  ,-5.754e+002  ,-42.863  ,9.9186  ,16.639  ,iso-1
30551  ,-4.944e+002  ,-42.15  ,9.9186  ,15.916  ,iso-1
30555  ,-6.223e+002  ,-42.863  ,9.9186  ,17.362  ,iso-1
30556  ,-6.787e+002  ,-42.863  ,9.9186  ,18.085  ,iso-1
30557  ,-5.484e+002  ,-42.15  ,9.9186  ,17.362  ,iso-1
30559  ,-7.991e+002  ,-42.863  ,9.9186  ,18.808  ,iso-1
30560  ,-1.029e+003  ,-42.863  ,9.9186  ,19.532  ,iso-1
30561  ,-7.124e+002  ,-42.15  ,9.9186  ,18.808  ,iso-1
30568  ,-1.021e+003  ,-41.437  ,9.9186  ,-29.646  ,iso-1
30573  ,-7.391e+002  ,-41.436  ,9.9186  ,-28.875  ,iso-1
30574  ,-5.616e+002  ,-41.431  ,9.9186  ,-27.855  ,iso-1
30575  ,-6.899e+002  ,-40.723  ,9.9186  ,-28.875  ,iso-1
30579  ,-5.025e+002  ,-41.426  ,9.9186  ,-27.096  ,iso-1
30580  ,-4.691e+002  ,-41.403  ,9.9186  ,-26.353  ,iso-1
30581  ,-4.904e+002  ,-40.716  ,9.9186  ,-27.344  ,iso-1
30586  ,-4.489e+002  ,-41.385  ,9.9186  ,-25.647  ,iso-1
30587  ,-4.307e+002  ,-41.262  ,9.9186  ,-25.04  ,iso-1
30588  ,-4.262e+002  ,-40.693  ,9.9186  ,-25.879  ,iso-1
30593  ,-4.250e+002  ,-41.264  ,9.9186  ,-24.356  ,iso-1
30594  ,-4.207e+002  ,-41.394  ,9.9186  ,-23.808  ,iso-1
30595  ,-4.052e+002  ,-40.678  ,9.9186  ,-24.49  ,iso-1
30600  ,-4.206e+002  ,-41.413  ,9.9186  ,-23.109  ,iso-1
30601  ,-4.198e+002  ,-41.433  ,9.9186  ,-22.409  ,iso-1
30602  ,-3.992e+002  ,-40.7  ,9.9186  ,-23.107  ,iso-1
30605  ,-4.205e+002  ,-41.436  ,9.9186  ,-21.689  ,iso-1
30606  ,-4.229e+002  ,-41.437  ,9.9186  ,-20.967  ,iso-1
30607  ,-3.932e+002  ,-40.722  ,9.9186  ,-21.688  ,iso-1
30611  ,-4.161e+002  ,-41.437  ,9.9186  ,-20.244  ,iso-1
30612  ,-4.240e+002  ,-41.437  ,9.9186  ,-19.521  ,iso-1
30613  ,-3.850e+002  ,-40.724  ,9.9186  ,-20.244  ,iso-1
30617  ,-4.141e+002  ,-41.437  ,9.9186  ,-18.798  ,iso-1
30618  ,-4.182e+002  ,-41.437  ,9.9186  ,-18.074  ,iso-1
30619  ,-3.901e+002  ,-40.724  ,9.9186  ,-18.798  ,iso-1
30624  ,-4.124e+002  ,-41.437  ,9.9186  ,-17.351  ,iso-1
30625  ,-4.207e+002  ,-41.437  ,9.9186  ,-16.628  ,iso-1
30626  ,-3.904e+002  ,-40.724  ,9.9186  ,-17.351  ,iso-1
30632  ,-4.207e+002  ,-41.437  ,9.9186  ,-15.905  ,iso-1
30633  ,-4.221e+002  ,-41.437  ,9.9186  ,-15.182  ,iso-1
30634  ,-3.869e+002  ,-40.724  ,9.9186  ,-15.905  ,iso-1
30637  ,-4.281e+002  ,-41.437  ,9.9186  ,-14.458  ,iso-1
30638  ,-4.253e+002  ,-41.437  ,9.9186  ,-13.735  ,iso-1
30639  ,-3.982e+002  ,-40.724  ,9.9186  ,-14.458  ,iso-1
30643  ,-4.242e+002  ,-41.437  ,9.9186  ,-13.012  ,iso-1
30644  ,-4.263e+002  ,-41.437  ,9.9186  ,-12.288  ,iso-1
30645  ,-4.023e+002  ,-40.724  ,9.9186  ,-13.012  ,iso-1
30650  ,-4.290e+002  ,-41.437  ,9.9186  ,-11.564  ,iso-1
30651  ,-4.311e+002  ,-41.437  ,9.9186  ,-10.835  ,iso-1
30652  ,-4.005e+002  ,-40.724  ,9.9186  ,-11.565  ,iso-1
30657  ,-4.274e+002  ,-41.437  ,9.9186  ,-10.108  ,iso-1
30658  ,-4.290e+002  ,-41.437  ,9.9186  ,-9.3429  ,iso-1
30659  ,-4.011e+002  ,-40.724  ,9.9186  ,-10.114  ,iso-1
30665  ,-4.257e+002  ,-41.437  ,9.9186  ,-8.6147  ,iso-1
30666  ,-4.245e+002  ,-41.437  ,9.9186  ,-7.8496  ,iso-1
30667  ,-3.998e+002  ,-40.724  ,9.9186  ,-8.6598  ,iso-1
30672  ,-4.321e+002  ,-41.437  ,9.9186  ,-7.1242  ,iso-1
30673  ,-4.350e+002  ,-41.437  ,9.9186  ,-6.3961  ,iso-1
30674  ,-4.023e+002  ,-40.724  ,9.9186  ,-7.2062  ,iso-1
30679  ,-4.313e+002  ,-41.437  ,9.9186  ,-5.6729  ,iso-1
30680  ,-4.291e+002  ,-41.437  ,9.9186  ,-4.9499  ,iso-1
30681  ,-4.029e+002  ,-40.724  ,9.9186  ,-5.7576  ,iso-1
30686  ,-4.313e+002  ,-41.437  ,9.9186  ,-4.2268  ,iso-1
30687  ,-4.298e+002  ,-41.436  ,9.9186  ,-3.5048  ,iso-1
30688  ,-4.020e+002  ,-40.724  ,9.9186  ,-4.3113  ,iso-1
30693  ,-4.292e+002  ,-41.435  ,9.9186  ,-2.7821  ,iso-1
30694  ,-4.344e+002  ,-41.43  ,9.9186  ,-2.0646  ,iso-1
30695  ,-4.013e+002  ,-40.723  ,9.9186  ,-2.8656  ,iso-1
30700  ,-4.276e+002  ,-41.429  ,9.9186  ,-1.3434  ,iso-1
30701  ,-4.228e+002  ,-41.411  ,9.9186  ,-0.64308  ,iso-1
30702  ,-3.984e+002  ,-40.722  ,9.9186  ,-1.4217  ,iso-1
30707  ,-4.244e+002  ,-41.41  ,9.9186  ,0.07619  ,iso-1
30708  ,-4.252e+002  ,-41.414  ,9.9186  ,0.7586  ,iso-1
30709  ,-4.009e+002  ,-40.719  ,9.9186  ,0.018828  ,iso-1
30714  ,-4.227e+002  ,-41.416  ,9.9186  ,1.4782  ,iso-1
30715  ,-4.248e+002  ,-41.435  ,9.9186  ,2.1775  ,iso-1
30716  ,-3.986e+002  ,-40.72  ,9.9186  ,1.4577  ,iso-1
30718  ,-4.239e+002  ,-41.436  ,9.9186  ,2.8995  ,iso-1
30719  ,-4.207e+002  ,-41.437  ,9.9186  ,3.6214  ,iso-1
30720  ,-3.954e+002  ,-40.723  ,9.9186  ,2.8993  ,iso-1
30725  ,-4.143e+002  ,-41.437  ,9.9186  ,4.3445  ,iso-1
30726  ,-4.117e+002  ,-41.437  ,9.9186  ,5.0677  ,iso-1
30727  ,-3.978e+002  ,-40.724  ,9.9186  ,4.3445  ,iso-1
30732  ,-4.147e+002  ,-41.437  ,9.9186  ,5.7909  ,iso-1
30733  ,-4.158e+002  ,-41.437  ,9.9186  ,6.5141  ,iso-1
30734  ,-3.892e+002  ,-40.724  ,9.9186  ,5.7909  ,iso-1
30739  ,-4.243e+002  ,-41.437  ,9.9186  ,7.2373  ,iso-1
30740  ,-4.165e+002  ,-41.437  ,9.9186  ,7.9605  ,iso-1
30741  ,-3.922e+002  ,-40.724  ,9.9186  ,7.2373  ,iso-1
30745  ,-4.180e+002  ,-41.437  ,9.9186  ,8.6837  ,iso-1
30746  ,-4.230e+002  ,-41.437  ,9.9186  ,9.4069  ,iso-1
30747  ,-3.893e+002  ,-40.724  ,9.9186  ,8.6837  ,iso-1
30750  ,-4.262e+002  ,-41.437  ,9.9186  ,10.13  ,iso-1
30751  ,-4.197e+002  ,-41.437  ,9.9186  ,10.853  ,iso-1
30752  ,-3.966e+002  ,-40.724  ,9.9186  ,10.13  ,iso-1
30755  ,-4.228e+002  ,-41.437  ,9.9186  ,11.576  ,iso-1
30756  ,-4.191e+002  ,-41.437  ,9.9186  ,12.3  ,iso-1
30757  ,-3.924e+002  ,-40.724  ,9.9186  ,11.576  ,iso-1
30763  ,-4.177e+002  ,-41.437  ,9.9186  ,13.023  ,iso-1
30764  ,-4.248e+002  ,-41.437  ,9.9186  ,13.746  ,iso-1
30765  ,-3.999e+002  ,-40.724  ,9.9186  ,13.023  ,iso-1
30767  ,-4.328e+002  ,-41.437  ,9.9186  ,14.469  ,iso-1
30768  ,-4.402e+002  ,-41.437  ,9.9186  ,15.192  ,iso-1
30769  ,-4.095e+002  ,-40.724  ,9.9186  ,14.469  ,iso-1
30774  ,-4.602e+002  ,-41.437  ,9.9186  ,15.916  ,iso-1
30775  ,-4.770e+002  ,-41.437  ,9.9186  ,16.639  ,iso-1
30776  ,-4.409e+002  ,-40.724  ,9.9186  ,15.916  ,iso-1
30782  ,-5.175e+002  ,-41.437  ,9.9186  ,17.362  ,iso-1
30783  ,-5.590e+002  ,-41.437  ,9.9186  ,18.085  ,iso-1
30784  ,-4.990e+002  ,-40.724  ,9.9186  ,17.362  ,iso-1
30789  ,-6.852e+002  ,-41.437  ,9.9186  ,18.808  ,iso-1
30790  ,-9.031e+002  ,-41.437  ,9.9186  ,19.532  ,iso-1
30791  ,-6.655e+002  ,-40.724  ,9.9186  ,18.808  ,iso-1
30797  ,-9.054e+002  ,-40.011  ,9.9186  ,-29.646  ,iso-1
30803  ,-7.274e+002  ,-40.011  ,9.9186  ,-28.919  ,iso-1
30804  ,-5.615e+002  ,-40.01  ,9.9186  ,-28.148  ,iso-1
30805  ,-7.030e+002  ,-39.298  ,9.9186  ,-28.919  ,iso-1
30811  ,-4.950e+002  ,-40.009  ,9.9186  ,-27.42  ,iso-1
30812  ,-4.419e+002  ,-40.004  ,9.9186  ,-26.66  ,iso-1
30813  ,-5.004e+002  ,-39.298  ,9.9186  ,-27.464  ,iso-1
30818  ,-4.180e+002  ,-40.003  ,9.9186  ,-25.937  ,iso-1
30819  ,-4.007e+002  ,-39.985  ,9.9186  ,-25.231  ,iso-1
30820  ,-4.153e+002  ,-39.296  ,9.9186  ,-26.013  ,iso-1
30825  ,-3.943e+002  ,-39.984  ,9.9186  ,-24.512  ,iso-1
30826  ,-3.874e+002  ,-39.987  ,9.9186  ,-23.828  ,iso-1
30827  ,-3.975e+002  ,-39.293  ,9.9186  ,-24.57  ,iso-1
30832  ,-3.862e+002  ,-39.988  ,9.9186  ,-23.109  ,iso-1
30833  ,-3.874e+002  ,-40.007  ,9.9186  ,-22.41  ,iso-1
30834  ,-3.677e+002  ,-39.294  ,9.9186  ,-23.131  ,iso-1
30837  ,-3.824e+002  ,-40.009  ,9.9186  ,-21.688  ,iso-1
30838  ,-3.849e+002  ,-40.011  ,9.9186  ,-20.967  ,iso-1
30839  ,-3.597e+002  ,-39.297  ,9.9186  ,-21.689  ,iso-1
30844  ,-3.823e+002  ,-40.011  ,9.9186  ,-20.244  ,iso-1
30845  ,-3.826e+002  ,-40.011  ,9.9186  ,-19.521  ,iso-1
30846  ,-3.590e+002  ,-39.298  ,9.9186  ,-20.244  ,iso-1
30851  ,-3.827e+002  ,-40.011  ,9.9186  ,-18.798  ,iso-1
30852  ,-3.836e+002  ,-40.011  ,9.9186  ,-18.074  ,iso-1
30853  ,-3.571e+002  ,-39.298  ,9.9186  ,-18.798  ,iso-1
30858  ,-3.862e+002  ,-40.011  ,9.9186  ,-17.351  ,iso-1
30859  ,-3.848e+002  ,-40.011  ,9.9186  ,-16.628  ,iso-1
30860  ,-3.664e+002  ,-39.298  ,9.9186  ,-17.351  ,iso-1
30865  ,-3.835e+002  ,-40.011  ,9.9186  ,-15.905  ,iso-1
30866  ,-3.812e+002  ,-40.011  ,9.9186  ,-15.182  ,iso-1
30867  ,-3.618e+002  ,-39.298  ,9.9186  ,-15.905  ,iso-1
30872  ,-3.822e+002  ,-40.011  ,9.9186  ,-14.459  ,iso-1
30873  ,-3.835e+002  ,-40.011  ,9.9186  ,-13.735  ,iso-1
30874  ,-3.701e+002  ,-39.298  ,9.9186  ,-14.459  ,iso-1
30881  ,-3.793e+002  ,-40.011  ,9.9186  ,-13.012  ,iso-1
30882  ,-3.808e+002  ,-40.011  ,9.9186  ,-12.289  ,iso-1
30883  ,-3.751e+002  ,-39.298  ,9.9186  ,-13.012  ,iso-1
30888  ,-3.837e+002  ,-40.011  ,9.9186  ,-11.566  ,iso-1
30889  ,-3.860e+002  ,-40.011  ,9.9186  ,-10.842  ,iso-1
30890  ,-3.742e+002  ,-39.298  ,9.9186  ,-11.566  ,iso-1
30895  ,-3.848e+002  ,-40.011  ,9.9186  ,-10.119  ,iso-1
30896  ,-3.860e+002  ,-40.011  ,9.9186  ,-9.392  ,iso-1
30897  ,-3.790e+002  ,-39.298  ,9.9186  ,-10.119  ,iso-1
30902  ,-3.862e+002  ,-40.011  ,9.9186  ,-8.6688  ,iso-1
30903  ,-3.875e+002  ,-40.011  ,9.9186  ,-7.9407  ,iso-1
30904  ,-3.728e+002  ,-39.298  ,9.9186  ,-8.673  ,iso-1
30909  ,-3.876e+002  ,-40.011  ,9.9186  ,-7.2175  ,iso-1
30910  ,-3.886e+002  ,-40.011  ,9.9186  ,-6.4921  ,iso-1
30911  ,-3.770e+002  ,-39.298  ,9.9186  ,-7.2266  ,iso-1
30916  ,-3.866e+002  ,-40.011  ,9.9186  ,-5.7689  ,iso-1
30917  ,-3.862e+002  ,-40.011  ,9.9186  ,-5.0457  ,iso-1
30918  ,-3.760e+002  ,-39.298  ,9.9186  ,-5.7802  ,iso-1
30920  ,-3.897e+002  ,-40.011  ,9.9186  ,-4.3225  ,iso-1
30921  ,-3.871e+002  ,-40.011  ,9.9186  ,-3.5994  ,iso-1
30922  ,-3.745e+002  ,-39.298  ,9.9186  ,-4.3338  ,iso-1
30927  ,-3.871e+002  ,-40.011  ,9.9186  ,-2.8762  ,iso-1
30928  ,-3.871e+002  ,-40.011  ,9.9186  ,-2.1535  ,iso-1
30929  ,-3.770e+002  ,-39.298  ,9.9186  ,-2.8874  ,iso-1
30933  ,-3.838e+002  ,-40.011  ,9.9186  ,-1.4304  ,iso-1
30934  ,-3.830e+002  ,-40.009  ,9.9186  ,-0.70913  ,iso-1
30935  ,-3.718e+002  ,-39.298  ,9.9186  ,-1.441  ,iso-1
30939  ,-3.859e+002  ,-40.009  ,9.9186  ,0.014067  ,iso-1
30940  ,-3.884e+002  ,-40.008  ,9.9186  ,0.73334  ,iso-1
30941  ,-3.752e+002  ,-39.298  ,9.9186  ,0.0053806  ,iso-1
30943  ,-3.836e+002  ,-40.008  ,9.9186  ,1.4565  ,iso-1
30944  ,-3.819e+002  ,-40.01  ,9.9186  ,2.1762  ,iso-1
30945  ,-3.731e+002  ,-39.298  ,9.9186  ,1.4518  ,iso-1
30949  ,-3.831e+002  ,-40.01  ,9.9186  ,2.8993  ,iso-1
30950  ,-3.816e+002  ,-40.011  ,9.9186  ,3.6214  ,iso-1
30951  ,-3.748e+002  ,-39.298  ,9.9186  ,2.8982  ,iso-1
30956  ,-3.829e+002  ,-40.011  ,9.9186  ,4.3445  ,iso-1
30957  ,-3.808e+002  ,-40.011  ,9.9186  ,5.0677  ,iso-1
30958  ,-3.691e+002  ,-39.298  ,9.9186  ,4.3445  ,iso-1
30963  ,-3.835e+002  ,-40.011  ,9.9186  ,5.7909  ,iso-1
30964  ,-3.808e+002  ,-40.011  ,9.9186  ,6.5141  ,iso-1
30965  ,-3.700e+002  ,-39.298  ,9.9186  ,5.7909  ,iso-1
30970  ,-3.799e+002  ,-40.011  ,9.9186  ,7.2373  ,iso-1
30971  ,-3.784e+002  ,-40.011  ,9.9186  ,7.9605  ,iso-1
30972  ,-3.670e+002  ,-39.298  ,9.9186  ,7.2373  ,iso-1
30977  ,-3.801e+002  ,-40.011  ,9.9186  ,8.6837  ,iso-1
30978  ,-3.805e+002  ,-40.011  ,9.9186  ,9.4069  ,iso-1
30979  ,-3.660e+002  ,-39.298  ,9.9186  ,8.6837  ,iso-1
30986  ,-3.796e+002  ,-40.011  ,9.9186  ,10.13  ,iso-1
30987  ,-3.751e+002  ,-40.011  ,9.9186  ,10.853  ,iso-1
30988  ,-3.690e+002  ,-39.298  ,9.9186  ,10.13  ,iso-1
30992  ,-3.744e+002  ,-40.011  ,9.9186  ,11.576  ,iso-1
30993  ,-3.776e+002  ,-40.011  ,9.9186  ,12.3  ,iso-1
30994  ,-3.658e+002  ,-39.298  ,9.9186  ,11.576  ,iso-1
31001  ,-3.856e+002  ,-40.011  ,9.9186  ,13.023  ,iso-1
31002  ,-3.884e+002  ,-40.011  ,9.9186  ,13.746  ,iso-1
31003  ,-3.758e+002  ,-39.298  ,9.9186  ,13.023  ,iso-1
31006  ,-3.947e+002  ,-40.011  ,9.9186  ,14.469  ,iso-1
31007  ,-4.016e+002  ,-40.011  ,9.9186  ,15.192  ,iso-1
31008  ,-3.876e+002  ,-39.298  ,9.9186  ,14.469  ,iso-1
31013  ,-4.248e+002  ,-40.011  ,9.9186  ,15.916  ,iso-1
31014  ,-4.503e+002  ,-40.011  ,9.9186  ,16.639  ,iso-1
31015  ,-4.166e+002  ,-39.298  ,9.9186  ,15.916  ,iso-1
31020  ,-4.932e+002  ,-40.011  ,9.9186  ,17.362  ,iso-1
31021  ,-5.579e+002  ,-40.011  ,9.9186  ,18.085  ,iso-1
31022  ,-4.837e+002  ,-39.298  ,9.9186  ,17.362  ,iso-1
31029  ,-7.007e+002  ,-40.011  ,9.9186  ,18.808  ,iso-1
31030  ,-9.749e+002  ,-40.011  ,9.9186  ,19.532  ,iso-1
31031  ,-7.030e+002  ,-39.298  ,9.9186  ,18.808  ,iso-1
31036  ,-9.128e+002  ,-38.585  ,9.9186  ,-29.646  ,iso-1
31041  ,-7.082e+002  ,-38.585  ,9.9186  ,-28.922  ,iso-1
31042  ,-5.581e+002  ,-38.585  ,9.9186  ,-28.196  ,iso-1
31043  ,-6.958e+002  ,-37.872  ,9.9186  ,-28.922  ,iso-1
31047  ,-4.880e+002  ,-38.585  ,9.9186  ,-27.472  ,iso-1
31048  ,-4.357e+002  ,-38.585  ,9.9186  ,-26.744  ,iso-1
31049  ,-4.735e+002  ,-37.872  ,9.9186  ,-27.476  ,iso-1
31052  ,-4.128e+002  ,-38.585  ,9.9186  ,-26.021  ,iso-1
31053  ,-3.924e+002  ,-38.583  ,9.9186  ,-25.298  ,iso-1
31054  ,-4.109e+002  ,-37.872  ,9.9186  ,-26.03  ,iso-1
31057  ,-3.856e+002  ,-38.583  ,9.9186  ,-24.575  ,iso-1
31058  ,-3.698e+002  ,-38.583  ,9.9186  ,-23.855  ,iso-1
31059  ,-3.804e+002  ,-37.872  ,9.9186  ,-24.583  ,iso-1
31064  ,-3.681e+002  ,-38.583  ,9.9186  ,-23.132  ,iso-1
31065  ,-3.678e+002  ,-38.584  ,9.9186  ,-22.412  ,iso-1
31066  ,-3.664e+002  ,-37.872  ,9.9186  ,-23.137  ,iso-1
31070  ,-3.672e+002  ,-38.584  ,9.9186  ,-21.689  ,iso-1
31071  ,-3.707e+002  ,-38.585  ,9.9186  ,-20.967  ,iso-1
31072  ,-3.673e+002  ,-37.872  ,9.9186  ,-21.69  ,iso-1
31080  ,-3.657e+002  ,-38.585  ,9.9186  ,-20.244  ,iso-1
31081  ,-3.660e+002  ,-38.585  ,9.9186  ,-19.521  ,iso-1
31082  ,-3.499e+002  ,-37.872  ,9.9186  ,-20.244  ,iso-1
31087  ,-3.638e+002  ,-38.585  ,9.9186  ,-18.798  ,iso-1
31088  ,-3.632e+002  ,-38.585  ,9.9186  ,-18.074  ,iso-1
31089  ,-3.478e+002  ,-37.872  ,9.9186  ,-18.798  ,iso-1
31094  ,-3.712e+002  ,-38.585  ,9.9186  ,-17.351  ,iso-1
31095  ,-3.697e+002  ,-38.585  ,9.9186  ,-16.628  ,iso-1
31096  ,-3.489e+002  ,-37.872  ,9.9186  ,-17.351  ,iso-1
31102  ,-3.666e+002  ,-38.585  ,9.9186  ,-15.905  ,iso-1
31103  ,-3.620e+002  ,-38.585  ,9.9186  ,-15.182  ,iso-1
31104  ,-3.531e+002  ,-37.872  ,9.9186  ,-15.905  ,iso-1
31109  ,-3.597e+002  ,-38.585  ,9.9186  ,-14.459  ,iso-1
