Date:  14:27, Wednesday, March 13, 2013
Model name: RD100_solder
Study name: Study 1
Plot type: Thermal Thermal2
Time step: 1
Result Type: HFluxY 


Node  ,Value (W/m^2)  ,X (mm)  ,Y (mm)  ,Z (mm)  ,Components
41627  ,-3.726e+002  ,5.6197  ,9.9186  ,13.746  ,iso-1
41628  ,-4.425e+002  ,5.6197  ,9.9186  ,14.469  ,iso-1
41629  ,-4.190e+002  ,4.9067  ,9.9186  ,13.023  ,iso-1
41632  ,-3.957e+002  ,5.6197  ,9.9186  ,15.192  ,iso-1
41633  ,-5.242e+002  ,5.6197  ,9.9186  ,15.916  ,iso-1
41634  ,-4.377e+002  ,4.9067  ,9.9186  ,14.469  ,iso-1
41639  ,-5.265e+002  ,5.6197  ,9.9186  ,16.639  ,iso-1
41640  ,-7.479e+002  ,5.6197  ,9.9186  ,17.362  ,iso-1
41641  ,-5.261e+002  ,4.9067  ,9.9186  ,15.916  ,iso-1
41649  ,-8.715e+002  ,5.6197  ,9.9186  ,18.085  ,iso-1
41650  ,-1.263e+003  ,5.6197  ,9.9186  ,18.808  ,iso-1
41651  ,-7.581e+002  ,4.9067  ,9.9186  ,17.362  ,iso-1
41656  ,-2.093e+003  ,5.6197  ,9.9186  ,19.532  ,iso-1
41657  ,-1.292e+003  ,4.9067  ,9.9186  ,18.808  ,iso-1
41660  ,-1.920e+003  ,4.1937  ,9.9186  ,-29.646  ,iso-1
41661  ,-1.314e+003  ,4.1937  ,9.9186  ,-28.922  ,iso-1
41668  ,-8.609e+002  ,4.1937  ,9.9186  ,-28.199  ,iso-1
41669  ,-7.570e+002  ,4.1937  ,9.9186  ,-27.476  ,iso-1
41670  ,-1.369e+003  ,3.4807  ,9.9186  ,-28.922  ,iso-1
41673  ,-5.867e+002  ,4.1937  ,9.9186  ,-26.753  ,iso-1
41674  ,-5.051e+002  ,4.1937  ,9.9186  ,-26.03  ,iso-1
41675  ,-7.698e+002  ,3.4807  ,9.9186  ,-27.476  ,iso-1
41680  ,-4.466e+002  ,4.1937  ,9.9186  ,-25.306  ,iso-1
41681  ,-4.398e+002  ,4.1937  ,9.9186  ,-24.583  ,iso-1
41682  ,-5.150e+002  ,3.4807  ,9.9186  ,-26.03  ,iso-1
41687  ,-4.148e+002  ,4.1937  ,9.9186  ,-23.86  ,iso-1
41688  ,-4.033e+002  ,4.1937  ,9.9186  ,-23.137  ,iso-1
41689  ,-4.441e+002  ,3.4807  ,9.9186  ,-24.583  ,iso-1
41694  ,-3.978e+002  ,4.1937  ,9.9186  ,-22.414  ,iso-1
41695  ,-4.222e+002  ,4.1937  ,9.9186  ,-21.69  ,iso-1
41696  ,-3.781e+002  ,3.4807  ,9.9186  ,-23.137  ,iso-1
41701  ,-4.364e+002  ,4.1937  ,9.9186  ,-20.967  ,iso-1
41702  ,-4.510e+002  ,4.1937  ,9.9186  ,-20.244  ,iso-1
41703  ,-4.063e+002  ,3.4807  ,9.9186  ,-21.69  ,iso-1
41708  ,-4.167e+002  ,4.1937  ,9.9186  ,-19.521  ,iso-1
41709  ,-3.466e+002  ,4.1937  ,9.9186  ,-18.798  ,iso-1
41710  ,-4.095e+002  ,3.4807  ,9.9186  ,-20.244  ,iso-1
41715  ,-3.246e+002  ,4.1937  ,9.9186  ,-18.074  ,iso-1
41716  ,-3.211e+002  ,4.1937  ,9.9186  ,-17.351  ,iso-1
41717  ,-3.255e+002  ,3.4807  ,9.9186  ,-18.798  ,iso-1
41722  ,-2.528e+002  ,4.1937  ,9.9186  ,-16.628  ,iso-1
41723  ,-3.036e+002  ,4.1937  ,9.9186  ,-15.905  ,iso-1
41724  ,-2.859e+002  ,3.4807  ,9.9186  ,-17.351  ,iso-1
41729  ,-5.119e+002  ,4.1937  ,9.9186  ,-15.182  ,iso-1
41730  ,-9.241e+002  ,4.1937  ,9.9186  ,-14.459  ,iso-1
41731  ,-5.616e+002  ,3.4807  ,9.9186  ,-15.905  ,iso-1
41736  ,-1.078e+003  ,4.1937  ,9.9186  ,-13.735  ,iso-1
41737  ,-8.427e+002  ,4.1937  ,9.9186  ,-13.012  ,iso-1
41738  ,-1.059e+003  ,3.4807  ,9.9186  ,-14.459  ,iso-1
41745  ,-7.593e+002  ,4.1937  ,9.9186  ,-12.289  ,iso-1
41746  ,-9.018e+002  ,4.1937  ,9.9186  ,-11.566  ,iso-1
41747  ,-8.563e+002  ,3.4807  ,9.9186  ,-13.012  ,iso-1
41752  ,-9.171e+002  ,4.1937  ,9.9186  ,-10.843  ,iso-1
41753  ,-6.897e+002  ,4.1937  ,9.9186  ,-10.119  ,iso-1
41754  ,-8.600e+002  ,3.4807  ,9.9186  ,-11.566  ,iso-1
41759  ,-4.987e+002  ,4.1937  ,9.9186  ,-9.3961  ,iso-1
41760  ,-5.633e+002  ,4.1937  ,9.9186  ,-8.673  ,iso-1
41761  ,-5.559e+002  ,3.4807  ,9.9186  ,-10.119  ,iso-1
41766  ,-1.274e+003  ,4.1937  ,9.9186  ,-7.9498  ,iso-1
41767  ,-1.605e+003  ,4.1937  ,9.9186  ,-7.2266  ,iso-1
41768  ,-6.036e+002  ,3.4807  ,9.9186  ,-8.673  ,iso-1
41771  ,-1.239e+003  ,4.1937  ,9.9186  ,-6.5034  ,iso-1
41772  ,-1.237e+003  ,4.1937  ,9.9186  ,-5.7802  ,iso-1
41773  ,-1.800e+003  ,3.4807  ,9.9186  ,-7.2266  ,iso-1
41778  ,-1.853e+003  ,4.1937  ,9.9186  ,-5.057  ,iso-1
41779  ,-1.490e+003  ,4.1937  ,9.9186  ,-4.3338  ,iso-1
41780  ,-1.541e+003  ,3.4807  ,9.9186  ,-5.7802  ,iso-1
41785  ,-1.318e+003  ,4.1937  ,9.9186  ,-3.6106  ,iso-1
41786  ,-9.059e+002  ,4.1937  ,9.9186  ,-2.8874  ,iso-1
41787  ,-2.015e+003  ,3.4807  ,9.9186  ,-4.3338  ,iso-1
41794  ,-1.095e+003  ,4.1937  ,9.9186  ,-2.1642  ,iso-1
41795  ,-1.501e+003  ,4.1937  ,9.9186  ,-1.441  ,iso-1
41796  ,-7.063e+002  ,3.4807  ,9.9186  ,-2.8874  ,iso-1
41802  ,-9.789e+002  ,4.1937  ,9.9186  ,-0.71781  ,iso-1
41803  ,-8.692e+002  ,4.1937  ,9.9186  ,0.0053806  ,iso-1
41804  ,-8.179e+002  ,3.4807  ,9.9186  ,-1.441  ,iso-1
41809  ,-4.986e+002  ,4.1937  ,9.9186  ,0.72857  ,iso-1
41810  ,-7.052e+002  ,4.1937  ,9.9186  ,1.4518  ,iso-1
41811  ,-1.255e+003  ,3.4807  ,9.9186  ,0.0053806  ,iso-1
41816  ,-3.752e+002  ,4.1937  ,9.9186  ,2.175  ,iso-1
41817  ,-6.086e+002  ,4.1937  ,9.9186  ,2.8982  ,iso-1
41818  ,-1.333e+003  ,3.4807  ,9.9186  ,1.4518  ,iso-1
41822  ,-2.444e+002  ,4.1937  ,9.9186  ,3.6214  ,iso-1
41823  ,-3.642e+002  ,4.1937  ,9.9186  ,4.3445  ,iso-1
41824  ,-1.039e+003  ,3.4807  ,9.9186  ,2.8982  ,iso-1
41829  ,-2.454e+001  ,4.1937  ,9.9186  ,5.0677  ,iso-1
41830  ,-3.531e+002  ,4.1937  ,9.9186  ,5.7909  ,iso-1
41831  ,-8.047e+002  ,3.4807  ,9.9186  ,4.3445  ,iso-1
41836  ,-1.494e+002  ,4.1937  ,9.9186  ,6.5141  ,iso-1
41837  ,-3.850e+002  ,4.1937  ,9.9186  ,7.2373  ,iso-1
41838  ,-5.526e+002  ,3.4807  ,9.9186  ,5.7909  ,iso-1
41843  ,-2.450e+002  ,4.1937  ,9.9186  ,7.9605  ,iso-1
41844  ,-4.311e+002  ,4.1937  ,9.9186  ,8.6837  ,iso-1
41845  ,-4.008e+002  ,3.4807  ,9.9186  ,7.2373  ,iso-1
41851  ,-3.132e+002  ,4.1937  ,9.9186  ,9.4069  ,iso-1
41852  ,-4.734e+002  ,4.1937  ,9.9186  ,10.13  ,iso-1
41853  ,-4.268e+002  ,3.4807  ,9.9186  ,8.6837  ,iso-1
41857  ,-3.103e+002  ,4.1937  ,9.9186  ,10.853  ,iso-1
41858  ,-3.777e+002  ,4.1937  ,9.9186  ,11.576  ,iso-1
41859  ,-5.159e+002  ,3.4807  ,9.9186  ,10.13  ,iso-1
41865  ,-2.901e+002  ,4.1937  ,9.9186  ,12.3  ,iso-1
41866  ,-3.964e+002  ,4.1937  ,9.9186  ,13.023  ,iso-1
41867  ,-3.759e+002  ,3.4807  ,9.9186  ,11.576  ,iso-1
41871  ,-3.615e+002  ,4.1937  ,9.9186  ,13.746  ,iso-1
41872  ,-4.543e+002  ,4.1937  ,9.9186  ,14.469  ,iso-1
41873  ,-3.822e+002  ,3.4807  ,9.9186  ,13.023  ,iso-1
41876  ,-4.038e+002  ,4.1937  ,9.9186  ,15.192  ,iso-1
41877  ,-5.199e+002  ,4.1937  ,9.9186  ,15.916  ,iso-1
41878  ,-4.495e+002  ,3.4807  ,9.9186  ,14.469  ,iso-1
41881  ,-5.359e+002  ,4.1937  ,9.9186  ,16.639  ,iso-1
41882  ,-7.466e+002  ,4.1937  ,9.9186  ,17.362  ,iso-1
41883  ,-5.085e+002  ,3.4807  ,9.9186  ,15.916  ,iso-1
41890  ,-8.290e+002  ,4.1937  ,9.9186  ,18.085  ,iso-1
41891  ,-1.271e+003  ,4.1937  ,9.9186  ,18.808  ,iso-1
41892  ,-7.630e+002  ,3.4807  ,9.9186  ,17.362  ,iso-1
41897  ,-2.176e+003  ,4.1937  ,9.9186  ,19.532  ,iso-1
41898  ,-1.291e+003  ,3.4807  ,9.9186  ,18.808  ,iso-1
41902  ,-1.891e+003  ,2.7677  ,9.9186  ,-29.646  ,iso-1
41903  ,-1.305e+003  ,2.7677  ,9.9186  ,-28.922  ,iso-1
41910  ,-8.617e+002  ,2.7677  ,9.9186  ,-28.199  ,iso-1
41911  ,-7.703e+002  ,2.7677  ,9.9186  ,-27.476  ,iso-1
41912  ,-1.302e+003  ,2.0548  ,9.9186  ,-28.922  ,iso-1
41915  ,-5.829e+002  ,2.7677  ,9.9186  ,-26.753  ,iso-1
41916  ,-5.148e+002  ,2.7677  ,9.9186  ,-26.03  ,iso-1
41917  ,-7.857e+002  ,2.0548  ,9.9186  ,-27.476  ,iso-1
41922  ,-4.614e+002  ,2.7677  ,9.9186  ,-25.306  ,iso-1
41923  ,-4.601e+002  ,2.7677  ,9.9186  ,-24.583  ,iso-1
41924  ,-5.081e+002  ,2.0548  ,9.9186  ,-26.03  ,iso-1
41929  ,-4.198e+002  ,2.7677  ,9.9186  ,-23.86  ,iso-1
41930  ,-3.774e+002  ,2.7677  ,9.9186  ,-23.137  ,iso-1
41931  ,-4.566e+002  ,2.0548  ,9.9186  ,-24.583  ,iso-1
41936  ,-3.529e+002  ,2.7677  ,9.9186  ,-22.414  ,iso-1
41937  ,-3.822e+002  ,2.7677  ,9.9186  ,-21.69  ,iso-1
41938  ,-3.837e+002  ,2.0548  ,9.9186  ,-23.137  ,iso-1
41943  ,-3.724e+002  ,2.7677  ,9.9186  ,-20.967  ,iso-1
41944  ,-4.122e+002  ,2.7677  ,9.9186  ,-20.244  ,iso-1
41945  ,-3.610e+002  ,2.0548  ,9.9186  ,-21.69  ,iso-1
41950  ,-4.052e+002  ,2.7677  ,9.9186  ,-19.521  ,iso-1
41951  ,-3.269e+002  ,2.7677  ,9.9186  ,-18.798  ,iso-1
41952  ,-3.208e+002  ,2.0548  ,9.9186  ,-20.244  ,iso-1
41957  ,-2.772e+002  ,2.7677  ,9.9186  ,-18.074  ,iso-1
41958  ,-3.206e+002  ,2.7677  ,9.9186  ,-17.351  ,iso-1
41959  ,-2.475e+002  ,2.0548  ,9.9186  ,-18.798  ,iso-1
41964  ,-4.902e+002  ,2.7677  ,9.9186  ,-16.628  ,iso-1
41965  ,-6.723e+002  ,2.7677  ,9.9186  ,-15.905  ,iso-1
41966  ,-4.136e+002  ,2.0548  ,9.9186  ,-17.351  ,iso-1
41971  ,-7.409e+002  ,2.7677  ,9.9186  ,-15.182  ,iso-1
41972  ,-8.334e+002  ,2.7677  ,9.9186  ,-14.459  ,iso-1
41973  ,-7.103e+002  ,2.0548  ,9.9186  ,-15.905  ,iso-1
41978  ,-7.787e+002  ,2.7677  ,9.9186  ,-13.735  ,iso-1
41979  ,-6.424e+002  ,2.7677  ,9.9186  ,-13.012  ,iso-1
41980  ,-5.111e+002  ,2.0548  ,9.9186  ,-14.459  ,iso-1
41987  ,-6.168e+002  ,2.7677  ,9.9186  ,-12.289  ,iso-1
41988  ,-8.016e+002  ,2.7677  ,9.9186  ,-11.566  ,iso-1
41989  ,-6.152e+002  ,2.0548  ,9.9186  ,-13.012  ,iso-1
41994  ,-1.110e+003  ,2.7677  ,9.9186  ,-10.843  ,iso-1
41995  ,-9.831e+002  ,2.7677  ,9.9186  ,-10.119  ,iso-1
41996  ,-6.622e+002  ,2.0548  ,9.9186  ,-11.566  ,iso-1
42002  ,-4.888e+002  ,2.7677  ,9.9186  ,-9.3961  ,iso-1
42003  ,-1.272e+003  ,2.7677  ,9.9186  ,-8.673  ,iso-1
42004  ,-1.160e+003  ,2.0548  ,9.9186  ,-10.119  ,iso-1
42009  ,-2.259e+003  ,2.7677  ,9.9186  ,-7.9498  ,iso-1
42010  ,-2.632e+003  ,2.7677  ,9.9186  ,-7.2266  ,iso-1
42011  ,-2.147e+003  ,2.0548  ,9.9186  ,-8.673  ,iso-1
42014  ,-2.024e+003  ,2.7677  ,9.9186  ,-6.5034  ,iso-1
42015  ,-3.480e+003  ,2.7677  ,9.9186  ,-5.7802  ,iso-1
42016  ,-5.107e+003  ,2.0548  ,9.9186  ,-7.2266  ,iso-1
42021  ,-4.153e+003  ,2.7677  ,9.9186  ,-5.057  ,iso-1
42022  ,-3.558e+003  ,2.7677  ,9.9186  ,-4.3338  ,iso-1
42023  ,-7.352e+003  ,2.0548  ,9.9186  ,-5.7802  ,iso-1
42028  ,-3.288e+003  ,2.7677  ,9.9186  ,-3.6106  ,iso-1
42029  ,-2.420e+003  ,2.7677  ,9.9186  ,-2.8874  ,iso-1
42030  ,-7.570e+003  ,2.0548  ,9.9186  ,-4.3338  ,iso-1
42037  ,-1.684e+003  ,2.7677  ,9.9186  ,-2.1642  ,iso-1
42038  ,-2.116e+003  ,2.7677  ,9.9186  ,-1.441  ,iso-1
42039  ,-6.339e+003  ,2.0548  ,9.9186  ,-2.8874  ,iso-1
42043  ,-2.678e+002  ,2.7677  ,9.9186  ,-0.71781  ,iso-1
42044  ,-7.960e+002  ,2.7677  ,9.9186  ,0.0053806  ,iso-1
42045  ,-3.967e+003  ,2.0548  ,9.9186  ,-1.441  ,iso-1
42050  ,-5.711e+001  ,2.7677  ,9.9186  ,0.72857  ,iso-1
42051  ,-3.726e+002  ,2.7677  ,9.9186  ,1.4518  ,iso-1
42052  ,-3.009e+003  ,2.0548  ,9.9186  ,0.0053806  ,iso-1
42055  ,3.166e+001  ,2.7677  ,9.9186  ,2.175  ,iso-1
42056  ,-8.161e+002  ,2.7677  ,9.9186  ,2.8982  ,iso-1
42057  ,-1.378e+003  ,2.0548  ,9.9186  ,1.4518  ,iso-1
42062  ,-5.423e+002  ,2.7677  ,9.9186  ,3.6214  ,iso-1
42063  ,-7.520e+002  ,2.7677  ,9.9186  ,4.3445  ,iso-1
42064  ,-1.109e+003  ,2.0548  ,9.9186  ,2.8982  ,iso-1
42069  ,-2.870e+002  ,2.7677  ,9.9186  ,5.0677  ,iso-1
42070  ,-5.169e+002  ,2.7677  ,9.9186  ,5.7909  ,iso-1
42071  ,-9.255e+002  ,2.0548  ,9.9186  ,4.3445  ,iso-1
42076  ,-2.220e+002  ,2.7677  ,9.9186  ,6.5141  ,iso-1
42077  ,-3.818e+002  ,2.7677  ,9.9186  ,7.2373  ,iso-1
42078  ,-7.635e+002  ,2.0548  ,9.9186  ,5.7909  ,iso-1
42083  ,-1.592e+002  ,2.7677  ,9.9186  ,7.9605  ,iso-1
42084  ,-4.667e+002  ,2.7677  ,9.9186  ,8.6837  ,iso-1
42085  ,-4.308e+002  ,2.0548  ,9.9186  ,7.2373  ,iso-1
42090  ,-3.770e+002  ,2.7677  ,9.9186  ,9.4069  ,iso-1
42091  ,-4.834e+002  ,2.7677  ,9.9186  ,10.13  ,iso-1
42092  ,-3.742e+002  ,2.0548  ,9.9186  ,8.6837  ,iso-1
42097  ,-3.397e+002  ,2.7677  ,9.9186  ,10.853  ,iso-1
42098  ,-3.831e+002  ,2.7677  ,9.9186  ,11.576  ,iso-1
42099  ,-3.990e+002  ,2.0548  ,9.9186  ,10.13  ,iso-1
42106  ,-2.838e+002  ,2.7677  ,9.9186  ,12.3  ,iso-1
42107  ,-4.226e+002  ,2.7677  ,9.9186  ,13.023  ,iso-1
42108  ,-3.412e+002  ,2.0548  ,9.9186  ,11.576  ,iso-1
42113  ,-3.905e+002  ,2.7677  ,9.9186  ,13.746  ,iso-1
42114  ,-4.658e+002  ,2.7677  ,9.9186  ,14.469  ,iso-1
42115  ,-3.814e+002  ,2.0548  ,9.9186  ,13.023  ,iso-1
42120  ,-4.131e+002  ,2.7677  ,9.9186  ,15.192  ,iso-1
42121  ,-5.129e+002  ,2.7677  ,9.9186  ,15.916  ,iso-1
42122  ,-4.357e+002  ,2.0548  ,9.9186  ,14.469  ,iso-1
42125  ,-5.705e+002  ,2.7677  ,9.9186  ,16.639  ,iso-1
42126  ,-7.615e+002  ,2.7677  ,9.9186  ,17.362  ,iso-1
42127  ,-5.079e+002  ,2.0548  ,9.9186  ,15.916  ,iso-1
42134  ,-8.943e+002  ,2.7677  ,9.9186  ,18.085  ,iso-1
42135  ,-1.318e+003  ,2.7677  ,9.9186  ,18.808  ,iso-1
42136  ,-7.742e+002  ,2.0548  ,9.9186  ,17.362  ,iso-1
42142  ,-2.121e+003  ,2.7677  ,9.9186  ,19.532  ,iso-1
42143  ,-1.402e+003  ,2.0548  ,9.9186  ,18.808  ,iso-1
42146  ,-1.944e+003  ,1.3418  ,9.9186  ,-29.646  ,iso-1
42147  ,-1.423e+003  ,1.3418  ,9.9186  ,-28.922  ,iso-1
42154  ,-9.045e+002  ,1.3418  ,9.9186  ,-28.199  ,iso-1
42155  ,-7.870e+002  ,1.3418  ,9.9186  ,-27.476  ,iso-1
42156  ,-1.410e+003  ,0.62879  ,9.9186  ,-28.922  ,iso-1
42159  ,-5.863e+002  ,1.3418  ,9.9186  ,-26.753  ,iso-1
42160  ,-5.110e+002  ,1.3418  ,9.9186  ,-26.03  ,iso-1
42161  ,-8.035e+002  ,0.62879  ,9.9186  ,-27.476  ,iso-1
42166  ,-4.595e+002  ,1.3418  ,9.9186  ,-25.306  ,iso-1
42167  ,-4.509e+002  ,1.3418  ,9.9186  ,-24.583  ,iso-1
42168  ,-5.146e+002  ,0.62879  ,9.9186  ,-26.03  ,iso-1
42173  ,-4.128e+002  ,1.3418  ,9.9186  ,-23.86  ,iso-1
42174  ,-3.782e+002  ,1.3418  ,9.9186  ,-23.137  ,iso-1
42175  ,-4.377e+002  ,0.62879  ,9.9186  ,-24.583  ,iso-1
42180  ,-3.579e+002  ,1.3418  ,9.9186  ,-22.414  ,iso-1
42181  ,-3.836e+002  ,1.3418  ,9.9186  ,-21.69  ,iso-1
42182  ,-3.875e+002  ,0.62879  ,9.9186  ,-23.137  ,iso-1
42187  ,-3.949e+002  ,1.3418  ,9.9186  ,-20.967  ,iso-1
42188  ,-3.264e+002  ,1.3418  ,9.9186  ,-20.244  ,iso-1
42189  ,-4.449e+002  ,0.62879  ,9.9186  ,-21.69  ,iso-1
42194  ,-2.518e+002  ,1.3418  ,9.9186  ,-19.521  ,iso-1
42195  ,-2.044e+002  ,1.3418  ,9.9186  ,-18.798  ,iso-1
42196  ,-4.516e+002  ,0.62879  ,9.9186  ,-20.244  ,iso-1
42201  ,-1.754e+002  ,1.3418  ,9.9186  ,-18.074  ,iso-1
42202  ,-5.494e+002  ,1.3418  ,9.9186  ,-17.351  ,iso-1
42203  ,-2.309e+002  ,0.62879  ,9.9186  ,-18.798  ,iso-1
42208  ,-7.975e+002  ,1.3418  ,9.9186  ,-16.628  ,iso-1
42209  ,-7.996e+002  ,1.3418  ,9.9186  ,-15.905  ,iso-1
42210  ,-6.276e+002  ,0.62879  ,9.9186  ,-17.351  ,iso-1
42215  ,-6.381e+002  ,1.3418  ,9.9186  ,-15.182  ,iso-1
42216  ,-5.237e+002  ,1.3418  ,9.9186  ,-14.459  ,iso-1
42217  ,-9.021e+002  ,0.62879  ,9.9186  ,-15.905  ,iso-1
42222  ,-5.413e+002  ,1.3418  ,9.9186  ,-13.735  ,iso-1
42223  ,-8.256e+002  ,1.3418  ,9.9186  ,-13.012  ,iso-1
42224  ,-5.926e+002  ,0.62879  ,9.9186  ,-14.459  ,iso-1
42231  ,-7.880e+002  ,1.3418  ,9.9186  ,-12.289  ,iso-1
42232  ,-6.201e+002  ,1.3418  ,9.9186  ,-11.566  ,iso-1
42233  ,-1.359e+003  ,0.62879  ,9.9186  ,-13.012  ,iso-1
42239  ,-1.261e+003  ,1.3418  ,9.9186  ,-10.843  ,iso-1
42240  ,-2.176e+003  ,1.3418  ,9.9186  ,-10.119  ,iso-1
42241  ,-9.691e+002  ,0.62879  ,9.9186  ,-11.566  ,iso-1
42245  ,-3.513e+003  ,1.3418  ,9.9186  ,-9.3961  ,iso-1
42246  ,-5.660e+003  ,1.3418  ,9.9186  ,-8.673  ,iso-1
42247  ,-5.317e+003  ,0.62879  ,9.9186  ,-10.119  ,iso-1
42252  ,-7.214e+003  ,1.3418  ,9.9186  ,-7.9498  ,iso-1
42253  ,-9.009e+003  ,1.3418  ,9.9186  ,-7.2266  ,iso-1
42254  ,-7.501e+003  ,0.62879  ,9.9186  ,-8.673  ,iso-1
42257  ,-9.479e+003  ,1.3418  ,9.9186  ,-6.5034  ,iso-1
42258  ,-9.568e+003  ,1.3418  ,9.9186  ,-5.7802  ,iso-1
42259  ,-6.270e+003  ,0.62879  ,9.9186  ,-7.2266  ,iso-1
42264  ,-9.837e+003  ,1.3418  ,9.9186  ,-5.057  ,iso-1
42265  ,-9.425e+003  ,1.3418  ,9.9186  ,-4.3338  ,iso-1
42266  ,-4.370e+003  ,0.62879  ,9.9186  ,-5.7802  ,iso-1
42271  ,-1.053e+004  ,1.3418  ,9.9186  ,-3.6106  ,iso-1
42272  ,-8.289e+003  ,1.3418  ,9.9186  ,-2.8874  ,iso-1
42273  ,-8.735e+003  ,0.62879  ,9.9186  ,-4.3338  ,iso-1
42280  ,-6.508e+003  ,1.3418  ,9.9186  ,-2.1642  ,iso-1
42281  ,-5.077e+003  ,1.3418  ,9.9186  ,-1.441  ,iso-1
42282  ,-4.617e+003  ,0.62879  ,9.9186  ,-2.8874  ,iso-1
42288  ,-2.559e+003  ,1.3418  ,9.9186  ,-0.71781  ,iso-1
42289  ,-3.175e+003  ,1.3418  ,9.9186  ,0.0053806  ,iso-1
42290  ,-6.095e+003  ,0.62879  ,9.9186  ,-1.441  ,iso-1
42295  ,-1.017e+003  ,1.3418  ,9.9186  ,0.72857  ,iso-1
42296  ,-1.025e+003  ,1.3418  ,9.9186  ,1.4518  ,iso-1
42297  ,-6.056e+003  ,0.62879  ,9.9186  ,0.0053806  ,iso-1
42300  ,1.541e+002  ,1.3418  ,9.9186  ,2.175  ,iso-1
42301  ,-1.033e+003  ,1.3418  ,9.9186  ,2.8982  ,iso-1
42302  ,-3.683e+003  ,0.62879  ,9.9186  ,1.4518  ,iso-1
42307  ,-4.060e+002  ,1.3418  ,9.9186  ,3.6214  ,iso-1
42308  ,-6.978e+002  ,1.3418  ,9.9186  ,4.3445  ,iso-1
42309  ,-1.657e+003  ,0.62879  ,9.9186  ,2.8982  ,iso-1
42314  ,-2.701e+002  ,1.3418  ,9.9186  ,5.0677  ,iso-1
42315  ,-8.275e+002  ,1.3418  ,9.9186  ,5.7909  ,iso-1
42316  ,-6.567e+002  ,0.62879  ,9.9186  ,4.3445  ,iso-1
42321  ,-4.569e+002  ,1.3418  ,9.9186  ,6.5141  ,iso-1
42322  ,-4.224e+002  ,1.3418  ,9.9186  ,7.2373  ,iso-1
42323  ,-8.469e+002  ,0.62879  ,9.9186  ,5.7909  ,iso-1
42328  ,-9.609e+001  ,1.3418  ,9.9186  ,7.9605  ,iso-1
42329  ,-3.250e+002  ,1.3418  ,9.9186  ,8.6837  ,iso-1
42330  ,-5.018e+002  ,0.62879  ,9.9186  ,7.2373  ,iso-1
42335  ,-2.161e+002  ,1.3418  ,9.9186  ,9.4069  ,iso-1
42336  ,-4.547e+002  ,1.3418  ,9.9186  ,10.13  ,iso-1
42337  ,-2.562e+002  ,0.62879  ,9.9186  ,8.6837  ,iso-1
42342  ,-3.534e+002  ,1.3418  ,9.9186  ,10.853  ,iso-1
42343  ,-4.027e+002  ,1.3418  ,9.9186  ,11.576  ,iso-1
42344  ,-4.141e+002  ,0.62879  ,9.9186  ,10.13  ,iso-1
42351  ,-2.965e+002  ,1.3418  ,9.9186  ,12.3  ,iso-1
42352  ,-4.098e+002  ,1.3418  ,9.9186  ,13.023  ,iso-1
42353  ,-3.693e+002  ,0.62879  ,9.9186  ,11.576  ,iso-1
42360  ,-3.895e+002  ,1.3418  ,9.9186  ,13.746  ,iso-1
42361  ,-4.790e+002  ,1.3418  ,9.9186  ,14.469  ,iso-1
42362  ,-3.827e+002  ,0.62879  ,9.9186  ,13.023  ,iso-1
42368  ,-4.163e+002  ,1.3418  ,9.9186  ,15.192  ,iso-1
42369  ,-5.022e+002  ,1.3418  ,9.9186  ,15.916  ,iso-1
42370  ,-4.399e+002  ,0.62879  ,9.9186  ,14.469  ,iso-1
42374  ,-5.607e+002  ,1.3418  ,9.9186  ,16.639  ,iso-1
42375  ,-7.912e+002  ,1.3418  ,9.9186  ,17.362  ,iso-1
42376  ,-4.999e+002  ,0.62879  ,9.9186  ,15.916  ,iso-1
42383  ,-8.792e+002  ,1.3418  ,9.9186  ,18.085  ,iso-1
42384  ,-1.312e+003  ,1.3418  ,9.9186  ,18.808  ,iso-1
42385  ,-7.823e+002  ,0.62879  ,9.9186  ,17.362  ,iso-1
42387  ,-1.946e+003  ,1.3418  ,9.9186  ,19.532  ,iso-1
42388  ,-1.389e+003  ,0.62879  ,9.9186  ,18.808  ,iso-1
42391  ,-2.104e+003  ,-0.08419  ,9.9186  ,-29.646  ,iso-1
42392  ,-1.409e+003  ,-0.084191  ,9.9186  ,-28.922  ,iso-1
42399  ,-9.101e+002  ,-0.084191  ,9.9186  ,-28.199  ,iso-1
42400  ,-7.975e+002  ,-0.084191  ,9.9186  ,-27.476  ,iso-1
42401  ,-1.361e+003  ,-0.79717  ,9.9186  ,-28.922  ,iso-1
42405  ,-5.974e+002  ,-0.084191  ,9.9186  ,-26.753  ,iso-1
42406  ,-5.234e+002  ,-0.084191  ,9.9186  ,-26.03  ,iso-1
42407  ,-8.001e+002  ,-0.79717  ,9.9186  ,-27.476  ,iso-1
42411  ,-4.743e+002  ,-0.084191  ,9.9186  ,-25.306  ,iso-1
42412  ,-4.470e+002  ,-0.084191  ,9.9186  ,-24.583  ,iso-1
42413  ,-5.358e+002  ,-0.79717  ,9.9186  ,-26.03  ,iso-1
42418  ,-4.061e+002  ,-0.084191  ,9.9186  ,-23.86  ,iso-1
42419  ,-3.922e+002  ,-0.084191  ,9.9186  ,-23.137  ,iso-1
42420  ,-4.202e+002  ,-0.79717  ,9.9186  ,-24.583  ,iso-1
42425  ,-3.933e+002  ,-0.084191  ,9.9186  ,-22.414  ,iso-1
