Date:  14:29, Wednesday, March 13, 2013
Model name: RD100_solder
Study name: Study 1
Plot type: Thermal Thermal2
Time step: 1
Result Type: HFluxY 


Node  ,Value (W/m^2)  ,X (mm)  ,Y (mm)  ,Z (mm)  ,Components
21059  ,-8.512e+000  ,24.759  ,9.9186  ,2.1285  ,iso-1
21060  ,1.282e+000  ,24.759  ,9.9186  ,0.69144  ,iso-1
21061  ,-3.665e+000  ,24.759  ,9.9186  ,-0.74566  ,iso-1
21062  ,-1.230e+001  ,24.759  ,9.9186  ,-2.1828  ,iso-1
21063  ,7.479e+000  ,24.759  ,9.9186  ,-3.6199  ,iso-1
21064  ,-9.182e+000  ,24.759  ,9.9186  ,-5.057  ,iso-1
21065  ,-6.570e+000  ,24.759  ,9.9186  ,-6.4941  ,iso-1
21066  ,1.954e+000  ,24.759  ,9.9186  ,-7.9312  ,iso-1
21067  ,-1.037e+001  ,24.759  ,9.9186  ,-9.3683  ,iso-1
21068  ,3.135e+000  ,24.759  ,9.9186  ,-10.805  ,iso-1
21069  ,4.248e+000  ,24.759  ,9.9186  ,-12.243  ,iso-1
21070  ,4.189e-001  ,24.759  ,9.9186  ,-13.68  ,iso-1
21071  ,3.638e+000  ,24.759  ,9.9186  ,-15.117  ,iso-1
21072  ,-1.178e+000  ,24.759  ,9.9186  ,-16.554  ,iso-1
21073  ,2.170e+000  ,24.759  ,9.9186  ,-17.991  ,iso-1
21074  ,1.476e+000  ,24.759  ,9.9186  ,-19.428  ,iso-1
21075  ,9.780e-001  ,24.759  ,9.9186  ,-20.865  ,iso-1
21076  ,4.801e+000  ,24.759  ,9.9186  ,-22.302  ,iso-1
21077  ,-2.818e+000  ,24.759  ,9.9186  ,-23.739  ,iso-1
21078  ,-1.137e-001  ,24.759  ,9.9186  ,-25.176  ,iso-1
21079  ,-2.203e+000  ,24.759  ,9.9186  ,-26.614  ,iso-1
21080  ,1.768e+000  ,24.759  ,9.9186  ,-28.051  ,iso-1
21081  ,1.425e+000  ,24.759  ,9.9186  ,-29.488  ,iso-1
21082  ,-1.968e+002  ,24.759  ,9.9186  ,-30.925  ,iso-1
21083  ,-2.489e+002  ,26.18  ,9.9186  ,20.811  ,iso-1
21084  ,4.496e+000  ,26.18  ,9.9186  ,19.374  ,iso-1
21085  ,1.629e+000  ,26.18  ,9.9186  ,17.937  ,iso-1
21086  ,-5.494e+000  ,26.18  ,9.9186  ,16.5  ,iso-1
21087  ,2.576e+000  ,26.18  ,9.9186  ,15.062  ,iso-1
21088  ,-3.078e+000  ,26.18  ,9.9186  ,13.625  ,iso-1
21089  ,-6.088e-001  ,26.18  ,9.9186  ,12.188  ,iso-1
21090  ,1.732e+000  ,26.18  ,9.9186  ,10.751  ,iso-1
21091  ,2.825e-001  ,26.18  ,9.9186  ,9.3141  ,iso-1
21092  ,-7.923e+000  ,26.18  ,9.9186  ,7.877  ,iso-1
21093  ,3.624e+000  ,26.18  ,9.9186  ,6.4399  ,iso-1
21094  ,3.407e+000  ,26.18  ,9.9186  ,5.0028  ,iso-1
21095  ,-8.001e+000  ,26.18  ,9.9186  ,3.5657  ,iso-1
21096  ,2.995e+000  ,26.18  ,9.9186  ,2.1285  ,iso-1
21097  ,4.975e+000  ,26.18  ,9.9186  ,0.69144  ,iso-1
21098  ,4.833e+000  ,26.18  ,9.9186  ,-0.74566  ,iso-1
21099  ,3.516e+000  ,26.18  ,9.9186  ,-2.1828  ,iso-1
21100  ,4.884e+000  ,26.18  ,9.9186  ,-3.6199  ,iso-1
21101  ,1.001e+000  ,26.18  ,9.9186  ,-5.057  ,iso-1
21102  ,1.403e+000  ,26.18  ,9.9186  ,-6.4941  ,iso-1
21103  ,9.063e-001  ,26.18  ,9.9186  ,-7.9312  ,iso-1
21104  ,-1.413e+000  ,26.18  ,9.9186  ,-9.3683  ,iso-1
21105  ,3.575e+000  ,26.18  ,9.9186  ,-10.805  ,iso-1
21106  ,-1.580e+000  ,26.18  ,9.9186  ,-12.243  ,iso-1
21107  ,-7.939e+000  ,26.18  ,9.9186  ,-13.68  ,iso-1
21108  ,-1.471e+000  ,26.18  ,9.9186  ,-15.117  ,iso-1
21109  ,3.607e+000  ,26.18  ,9.9186  ,-16.554  ,iso-1
21110  ,1.063e+000  ,26.18  ,9.9186  ,-17.991  ,iso-1
21111  ,1.889e+000  ,26.18  ,9.9186  ,-19.428  ,iso-1
21112  ,6.062e+000  ,26.18  ,9.9186  ,-20.865  ,iso-1
21113  ,4.328e+000  ,26.18  ,9.9186  ,-22.302  ,iso-1
21114  ,-2.528e-001  ,26.18  ,9.9186  ,-23.739  ,iso-1
21115  ,5.015e+000  ,26.18  ,9.9186  ,-25.176  ,iso-1
21116  ,5.211e-002  ,26.18  ,9.9186  ,-26.614  ,iso-1
21117  ,3.054e+000  ,26.18  ,9.9186  ,-28.051  ,iso-1
21118  ,3.123e+001  ,26.18  ,9.9186  ,-29.488  ,iso-1
21119  ,-1.950e+002  ,26.18  ,9.9186  ,-30.925  ,iso-1
21120  ,-2.391e+002  ,27.601  ,9.9186  ,20.811  ,iso-1
21121  ,1.711e+000  ,27.601  ,9.9186  ,19.374  ,iso-1
21122  ,1.333e+000  ,27.601  ,9.9186  ,17.937  ,iso-1
21123  ,-4.469e+000  ,27.601  ,9.9186  ,16.5  ,iso-1
21124  ,2.298e-001  ,27.601  ,9.9186  ,15.062  ,iso-1
21125  ,-3.028e+000  ,27.601  ,9.9186  ,13.625  ,iso-1
21126  ,-4.765e+000  ,27.601  ,9.9186  ,12.188  ,iso-1
21127  ,-2.651e+000  ,27.601  ,9.9186  ,10.751  ,iso-1
21128  ,5.380e-001  ,27.601  ,9.9186  ,9.3141  ,iso-1
21129  ,1.267e-001  ,27.601  ,9.9186  ,7.877  ,iso-1
21130  ,3.136e-001  ,27.601  ,9.9186  ,6.4399  ,iso-1
21131  ,-2.139e+000  ,27.601  ,9.9186  ,5.0028  ,iso-1
21132  ,-1.463e+000  ,27.601  ,9.9186  ,3.5657  ,iso-1
21133  ,2.992e+000  ,27.601  ,9.9186  ,2.1285  ,iso-1
21134  ,-2.466e+000  ,27.601  ,9.9186  ,0.69144  ,iso-1
21135  ,1.123e+000  ,27.601  ,9.9186  ,-0.74566  ,iso-1
21136  ,6.641e-001  ,27.601  ,9.9186  ,-2.1828  ,iso-1
21137  ,-2.038e+000  ,27.601  ,9.9186  ,-3.6199  ,iso-1
21138  ,8.809e-001  ,27.601  ,9.9186  ,-5.057  ,iso-1
21139  ,-3.565e+000  ,27.601  ,9.9186  ,-6.4941  ,iso-1
21140  ,2.883e+000  ,27.601  ,9.9186  ,-7.9312  ,iso-1
21141  ,-1.403e+000  ,27.601  ,9.9186  ,-9.3683  ,iso-1
21142  ,8.595e-001  ,27.601  ,9.9186  ,-10.805  ,iso-1
21143  ,-1.608e-002  ,27.601  ,9.9186  ,-12.243  ,iso-1
21144  ,1.682e+000  ,27.601  ,9.9186  ,-13.68  ,iso-1
21145  ,1.615e+000  ,27.601  ,9.9186  ,-15.117  ,iso-1
21146  ,3.452e+000  ,27.601  ,9.9186  ,-16.554  ,iso-1
21147  ,2.065e+000  ,27.601  ,9.9186  ,-17.991  ,iso-1
21148  ,6.059e-001  ,27.601  ,9.9186  ,-19.428  ,iso-1
21149  ,-2.890e+000  ,27.601  ,9.9186  ,-20.865  ,iso-1
21150  ,-9.302e-001  ,27.601  ,9.9186  ,-22.302  ,iso-1
21151  ,7.025e-002  ,27.601  ,9.9186  ,-23.739  ,iso-1
21152  ,4.141e+000  ,27.601  ,9.9186  ,-25.176  ,iso-1
21153  ,-3.651e+000  ,27.601  ,9.9186  ,-26.614  ,iso-1
21154  ,2.699e+000  ,27.601  ,9.9186  ,-28.051  ,iso-1
21155  ,1.162e+001  ,27.601  ,9.9186  ,-29.488  ,iso-1
21156  ,-2.436e+002  ,27.601  ,9.9186  ,-30.925  ,iso-1
21157  ,-2.386e+002  ,29.021  ,9.9186  ,20.811  ,iso-1
21158  ,4.365e+000  ,29.021  ,9.9186  ,19.374  ,iso-1
21159  ,1.900e+000  ,29.021  ,9.9186  ,17.937  ,iso-1
21160  ,-3.785e+000  ,29.021  ,9.9186  ,16.5  ,iso-1
21161  ,-3.053e+000  ,29.021  ,9.9186  ,15.062  ,iso-1
21162  ,-2.628e+000  ,29.021  ,9.9186  ,13.625  ,iso-1
21163  ,6.845e-001  ,29.021  ,9.9186  ,12.188  ,iso-1
21164  ,-1.189e+000  ,29.021  ,9.9186  ,10.751  ,iso-1
21165  ,-1.850e+000  ,29.021  ,9.9186  ,9.3141  ,iso-1
21166  ,-2.148e+000  ,29.021  ,9.9186  ,7.877  ,iso-1
21167  ,-7.647e-001  ,29.021  ,9.9186  ,6.4399  ,iso-1
21168  ,6.500e-001  ,29.021  ,9.9186  ,5.0028  ,iso-1
21169  ,-4.392e+000  ,29.021  ,9.9186  ,3.5657  ,iso-1
21170  ,3.179e+000  ,29.021  ,9.9186  ,2.1285  ,iso-1
21171  ,-4.302e+000  ,29.021  ,9.9186  ,0.69144  ,iso-1
21172  ,5.307e-001  ,29.021  ,9.9186  ,-0.74566  ,iso-1
21173  ,-2.367e+000  ,29.021  ,9.9186  ,-2.1828  ,iso-1
21174  ,-2.900e+000  ,29.021  ,9.9186  ,-3.6199  ,iso-1
21175  ,-1.263e+000  ,29.021  ,9.9186  ,-5.057  ,iso-1
21176  ,-3.879e+000  ,29.021  ,9.9186  ,-6.4941  ,iso-1
21177  ,-2.739e+000  ,29.021  ,9.9186  ,-7.9312  ,iso-1
21178  ,-2.225e+000  ,29.021  ,9.9186  ,-9.3683  ,iso-1
21179  ,-6.788e-001  ,29.021  ,9.9186  ,-10.805  ,iso-1
21180  ,2.020e-001  ,29.021  ,9.9186  ,-12.243  ,iso-1
21181  ,1.610e+000  ,29.021  ,9.9186  ,-13.68  ,iso-1
21182  ,1.052e+000  ,29.021  ,9.9186  ,-15.117  ,iso-1
21183  ,-3.887e+000  ,29.021  ,9.9186  ,-16.554  ,iso-1
21184  ,6.286e-001  ,29.021  ,9.9186  ,-17.991  ,iso-1
21185  ,1.672e-001  ,29.021  ,9.9186  ,-19.428  ,iso-1
21186  ,-4.416e-001  ,29.021  ,9.9186  ,-20.865  ,iso-1
21187  ,6.639e+000  ,29.021  ,9.9186  ,-22.302  ,iso-1
21188  ,-2.751e+000  ,29.021  ,9.9186  ,-23.739  ,iso-1
21189  ,3.980e-001  ,29.021  ,9.9186  ,-25.176  ,iso-1
21190  ,-1.717e+000  ,29.021  ,9.9186  ,-26.614  ,iso-1
21191  ,2.330e+000  ,29.021  ,9.9186  ,-28.051  ,iso-1
21192  ,4.447e+000  ,29.021  ,9.9186  ,-29.488  ,iso-1
21193  ,-2.321e+002  ,29.021  ,9.9186  ,-30.925  ,iso-1
21194  ,-2.033e+002  ,30.442  ,9.9186  ,20.811  ,iso-1
21195  ,1.148e+000  ,30.442  ,9.9186  ,19.374  ,iso-1
21196  ,1.689e+000  ,30.442  ,9.9186  ,17.937  ,iso-1
21197  ,-1.923e+000  ,30.442  ,9.9186  ,16.5  ,iso-1
21198  ,-7.148e-001  ,30.442  ,9.9186  ,15.062  ,iso-1
21199  ,-2.011e+000  ,30.442  ,9.9186  ,13.625  ,iso-1
21200  ,-1.616e+000  ,30.442  ,9.9186  ,12.188  ,iso-1
21201  ,-1.609e+000  ,30.442  ,9.9186  ,10.751  ,iso-1
21202  ,-1.329e+000  ,30.442  ,9.9186  ,9.3141  ,iso-1
21203  ,-2.191e+000  ,30.442  ,9.9186  ,7.877  ,iso-1
21204  ,-4.620e-001  ,30.442  ,9.9186  ,6.4399  ,iso-1
21205  ,-2.989e+000  ,30.442  ,9.9186  ,5.0028  ,iso-1
21206  ,-1.681e+000  ,30.442  ,9.9186  ,3.5657  ,iso-1
21207  ,4.532e-001  ,30.442  ,9.9186  ,2.1285  ,iso-1
21208  ,1.262e+000  ,30.442  ,9.9186  ,0.69144  ,iso-1
21209  ,4.839e-001  ,30.442  ,9.9186  ,-0.74566  ,iso-1
21210  ,1.272e+000  ,30.442  ,9.9186  ,-2.1828  ,iso-1
21211  ,2.716e+000  ,30.442  ,9.9186  ,-3.6199  ,iso-1
21212  ,-6.976e-001  ,30.442  ,9.9186  ,-5.057  ,iso-1
21213  ,-6.632e-001  ,30.442  ,9.9186  ,-6.4941  ,iso-1
21214  ,-2.543e+000  ,30.442  ,9.9186  ,-7.9312  ,iso-1
21215  ,9.986e-001  ,30.442  ,9.9186  ,-9.3683  ,iso-1
21216  ,-1.990e+000  ,30.442  ,9.9186  ,-10.805  ,iso-1
21217  ,-1.420e+000  ,30.442  ,9.9186  ,-12.243  ,iso-1
21218  ,-6.167e-002  ,30.442  ,9.9186  ,-13.68  ,iso-1
21219  ,-2.520e+000  ,30.442  ,9.9186  ,-15.117  ,iso-1
21220  ,1.107e+000  ,30.442  ,9.9186  ,-16.554  ,iso-1
21221  ,-1.081e+000  ,30.442  ,9.9186  ,-17.991  ,iso-1
21222  ,-1.440e+000  ,30.442  ,9.9186  ,-19.428  ,iso-1
21223  ,-9.109e-001  ,30.442  ,9.9186  ,-20.865  ,iso-1
21224  ,-1.022e+000  ,30.442  ,9.9186  ,-22.302  ,iso-1
21225  ,3.058e-002  ,30.442  ,9.9186  ,-23.739  ,iso-1
21226  ,2.423e+000  ,30.442  ,9.9186  ,-25.176  ,iso-1
21227  ,1.735e+000  ,30.442  ,9.9186  ,-26.614  ,iso-1
21228  ,2.383e+000  ,30.442  ,9.9186  ,-28.051  ,iso-1
21229  ,3.143e+000  ,30.442  ,9.9186  ,-29.488  ,iso-1
21230  ,-2.307e+002  ,30.442  ,9.9186  ,-30.925  ,iso-1
21231  ,-2.242e+002  ,31.863  ,9.9186  ,20.811  ,iso-1
21232  ,2.667e+000  ,31.863  ,9.9186  ,19.374  ,iso-1
21233  ,-1.660e+000  ,31.863  ,9.9186  ,17.937  ,iso-1
21234  ,-3.536e+000  ,31.863  ,9.9186  ,16.5  ,iso-1
21235  ,-4.177e+000  ,31.863  ,9.9186  ,15.062  ,iso-1
21236  ,-1.099e+000  ,31.863  ,9.9186  ,13.625  ,iso-1
21237  ,-1.099e+000  ,31.863  ,9.9186  ,12.188  ,iso-1
21238  ,-7.570e-001  ,31.863  ,9.9186  ,10.751  ,iso-1
21239  ,8.289e-002  ,31.863  ,9.9186  ,9.3141  ,iso-1
21240  ,6.267e-001  ,31.863  ,9.9186  ,7.877  ,iso-1
21241  ,-9.493e-001  ,31.863  ,9.9186  ,6.4399  ,iso-1
21242  ,6.678e-001  ,31.863  ,9.9186  ,5.0028  ,iso-1
21243  ,1.114e+000  ,31.863  ,9.9186  ,3.5657  ,iso-1
21244  ,-1.341e+000  ,31.863  ,9.9186  ,2.1285  ,iso-1
21245  ,1.547e+000  ,31.863  ,9.9186  ,0.69144  ,iso-1
21246  ,-5.217e-001  ,31.863  ,9.9186  ,-0.74566  ,iso-1
21247  ,2.772e-001  ,31.863  ,9.9186  ,-2.1828  ,iso-1
21248  ,5.878e-001  ,31.863  ,9.9186  ,-3.6199  ,iso-1
21249  ,8.801e-001  ,31.863  ,9.9186  ,-5.057  ,iso-1
21250  ,8.054e-001  ,31.863  ,9.9186  ,-6.4941  ,iso-1
21251  ,-5.732e-001  ,31.863  ,9.9186  ,-7.9312  ,iso-1
21252  ,1.133e+000  ,31.863  ,9.9186  ,-9.3683  ,iso-1
21253  ,-1.016e+000  ,31.863  ,9.9186  ,-10.805  ,iso-1
21254  ,2.156e+000  ,31.863  ,9.9186  ,-12.243  ,iso-1
21255  ,2.525e-001  ,31.863  ,9.9186  ,-13.68  ,iso-1
21256  ,1.016e+000  ,31.863  ,9.9186  ,-15.117  ,iso-1
21257  ,5.990e-001  ,31.863  ,9.9186  ,-16.554  ,iso-1
21258  ,1.280e+000  ,31.863  ,9.9186  ,-17.991  ,iso-1
21259  ,2.965e+000  ,31.863  ,9.9186  ,-19.428  ,iso-1
21260  ,2.145e+000  ,31.863  ,9.9186  ,-20.865  ,iso-1
21261  ,1.573e+000  ,31.863  ,9.9186  ,-22.302  ,iso-1
21262  ,-1.596e-001  ,31.863  ,9.9186  ,-23.739  ,iso-1
21263  ,-1.338e+000  ,31.863  ,9.9186  ,-25.176  ,iso-1
21264  ,-1.206e+000  ,31.863  ,9.9186  ,-26.614  ,iso-1
21265  ,-2.986e-001  ,31.863  ,9.9186  ,-28.051  ,iso-1
21266  ,3.932e+000  ,31.863  ,9.9186  ,-29.488  ,iso-1
21267  ,-2.380e+002  ,31.863  ,9.9186  ,-30.925  ,iso-1
21268  ,-2.094e+002  ,33.283  ,9.9186  ,20.811  ,iso-1
21269  ,1.507e+001  ,33.283  ,9.9186  ,19.374  ,iso-1
21270  ,2.242e+001  ,33.283  ,9.9186  ,17.937  ,iso-1
21271  ,1.156e+001  ,33.283  ,9.9186  ,16.5  ,iso-1
21272  ,2.169e+001  ,33.283  ,9.9186  ,15.062  ,iso-1
21273  ,2.253e+001  ,33.283  ,9.9186  ,13.625  ,iso-1
21274  ,1.552e+001  ,33.283  ,9.9186  ,12.188  ,iso-1
21275  ,1.958e+001  ,33.283  ,9.9186  ,10.751  ,iso-1
21276  ,1.683e+001  ,33.283  ,9.9186  ,9.3141  ,iso-1
21277  ,1.746e+001  ,33.283  ,9.9186  ,7.877  ,iso-1
21278  ,2.152e+001  ,33.283  ,9.9186  ,6.4399  ,iso-1
21279  ,1.767e+001  ,33.283  ,9.9186  ,5.0028  ,iso-1
21280  ,2.310e+001  ,33.283  ,9.9186  ,3.5657  ,iso-1
21281  ,2.515e+001  ,33.283  ,9.9186  ,2.1285  ,iso-1
21282  ,1.956e+001  ,33.283  ,9.9186  ,0.69144  ,iso-1
21283  ,2.310e+001  ,33.283  ,9.9186  ,-0.74566  ,iso-1
21284  ,1.951e+001  ,33.283  ,9.9186  ,-2.1828  ,iso-1
21285  ,2.586e+001  ,33.283  ,9.9186  ,-3.6199  ,iso-1
21286  ,3.191e+001  ,33.283  ,9.9186  ,-5.057  ,iso-1
21287  ,1.971e+001  ,33.283  ,9.9186  ,-6.4941  ,iso-1
21288  ,2.171e+001  ,33.283  ,9.9186  ,-7.9312  ,iso-1
21289  ,1.814e+001  ,33.283  ,9.9186  ,-9.3683  ,iso-1
21290  ,2.021e+001  ,33.283  ,9.9186  ,-10.805  ,iso-1
21291  ,2.025e+001  ,33.283  ,9.9186  ,-12.243  ,iso-1
21292  ,1.953e+001  ,33.283  ,9.9186  ,-13.68  ,iso-1
21293  ,1.844e+001  ,33.283  ,9.9186  ,-15.117  ,iso-1
21294  ,1.998e+001  ,33.283  ,9.9186  ,-16.554  ,iso-1
21295  ,1.873e+001  ,33.283  ,9.9186  ,-17.991  ,iso-1
21296  ,2.036e+001  ,33.283  ,9.9186  ,-19.428  ,iso-1
21297  ,1.774e+001  ,33.283  ,9.9186  ,-20.865  ,iso-1
21298  ,1.807e+001  ,33.283  ,9.9186  ,-22.302  ,iso-1
21299  ,1.764e+001  ,33.283  ,9.9186  ,-23.739  ,iso-1
21300  ,1.933e+001  ,33.283  ,9.9186  ,-25.176  ,iso-1
21301  ,1.899e+001  ,33.283  ,9.9186  ,-26.614  ,iso-1
21302  ,2.195e+001  ,33.283  ,9.9186  ,-28.051  ,iso-1
21303  ,5.152e+001  ,33.283  ,9.9186  ,-29.488  ,iso-1
21304  ,-3.026e+002  ,33.283  ,9.9186  ,-30.925  ,iso-1
21305  ,-6.047e+002  ,34.704  ,9.9186  ,20.811  ,iso-1
21306  ,-2.118e+002  ,34.704  ,9.9186  ,19.374  ,iso-1
21307  ,-2.425e+002  ,34.704  ,9.9186  ,17.937  ,iso-1
21308  ,-2.370e+002  ,34.704  ,9.9186  ,16.5  ,iso-1
21309  ,-2.191e+002  ,34.704  ,9.9186  ,15.062  ,iso-1
21310  ,-2.372e+002  ,34.704  ,9.9186  ,13.625  ,iso-1
21311  ,-2.265e+002  ,34.704  ,9.9186  ,12.188  ,iso-1
21312  ,-2.315e+002  ,34.704  ,9.9186  ,10.751  ,iso-1
21313  ,-2.349e+002  ,34.704  ,9.9186  ,9.3141  ,iso-1
21314  ,-2.387e+002  ,34.704  ,9.9186  ,7.877  ,iso-1
21315  ,-2.447e+002  ,34.704  ,9.9186  ,6.4399  ,iso-1
21316  ,-2.480e+002  ,34.704  ,9.9186  ,5.0028  ,iso-1
21317  ,-2.572e+002  ,34.704  ,9.9186  ,3.5657  ,iso-1
21318  ,-2.588e+002  ,34.704  ,9.9186  ,2.1285  ,iso-1
21319  ,-2.556e+002  ,34.704  ,9.9186  ,0.69144  ,iso-1
21320  ,-2.625e+002  ,34.704  ,9.9186  ,-0.74566  ,iso-1
21321  ,-2.588e+002  ,34.704  ,9.9186  ,-2.1828  ,iso-1
21322  ,-2.641e+002  ,34.704  ,9.9186  ,-3.6199  ,iso-1
21323  ,-2.611e+002  ,34.704  ,9.9186  ,-5.057  ,iso-1
21324  ,-2.590e+002  ,34.704  ,9.9186  ,-6.4941  ,iso-1
21325  ,-2.618e+002  ,34.704  ,9.9186  ,-7.9312  ,iso-1
21326  ,-2.587e+002  ,34.704  ,9.9186  ,-9.3683  ,iso-1
21327  ,-2.550e+002  ,34.704  ,9.9186  ,-10.805  ,iso-1
21328  ,-2.538e+002  ,34.704  ,9.9186  ,-12.243  ,iso-1
21329  ,-2.511e+002  ,34.704  ,9.9186  ,-13.68  ,iso-1
21330  ,-2.455e+002  ,34.704  ,9.9186  ,-15.117  ,iso-1
21331  ,-2.410e+002  ,34.704  ,9.9186  ,-16.554  ,iso-1
21332  ,-2.354e+002  ,34.704  ,9.9186  ,-17.991  ,iso-1
21333  ,-2.389e+002  ,34.704  ,9.9186  ,-19.428  ,iso-1
21334  ,-2.298e+002  ,34.704  ,9.9186  ,-20.865  ,iso-1
21335  ,-2.262e+002  ,34.704  ,9.9186  ,-22.302  ,iso-1
21336  ,-2.240e+002  ,34.704  ,9.9186  ,-23.739  ,iso-1
21337  ,-2.234e+002  ,34.704  ,9.9186  ,-25.176  ,iso-1
21338  ,-2.285e+002  ,34.704  ,9.9186  ,-26.614  ,iso-1
21339  ,-2.559e+002  ,34.704  ,9.9186  ,-28.051  ,iso-1
21340  ,-2.813e+002  ,34.704  ,9.9186  ,-29.488  ,iso-1
21341  ,-5.152e+002  ,34.704  ,9.9186  ,-30.925  ,iso-1
21342  ,-4.302e+002  ,-6.4957  ,9.9186  ,20.83  ,iso-1
21343  ,-7.378e+000  ,-6.5337  ,9.9186  ,19.412  ,iso-1
21344  ,2.120e+001  ,-6.6816  ,9.9186  ,17.994  ,iso-1
21345  ,4.215e+001  ,-7.0331  ,9.9186  ,16.582  ,iso-1
21346  ,-4.305e+000  ,-6.0434  ,9.9186  ,15.161  ,iso-1
21347  ,-3.564e+001  ,-6.3367  ,9.9186  ,13.745  ,iso-1
21348  ,-1.655e+000  ,-6.4549  ,9.9186  ,12.324  ,iso-1
21349  ,-2.925e+001  ,-6.4869  ,9.9186  ,10.904  ,iso-1
21350  ,-2.623e+001  ,-6.494  ,9.9186  ,9.4846  ,iso-1
21351  ,1.126e+002  ,-6.4954  ,9.9186  ,8.0662  ,iso-1
21352  ,-1.445e+002  ,-6.4957  ,9.9186  ,6.6479  ,iso-1
21353  ,-9.405e+001  ,-6.4957  ,9.9186  ,5.2297  ,iso-1
21354  ,2.641e+002  ,-6.4957  ,9.9186  ,3.8115  ,iso-1
21355  ,-4.189e+002  ,-6.4957  ,9.9186  ,2.3932  ,iso-1
21356  ,1.544e+002  ,-6.4957  ,9.9186  ,0.97497  ,iso-1
21357  ,9.469e+002  ,-6.4957  ,9.9186  ,-0.43904  ,iso-1
21358  ,7.122e+003  ,-6.4957  ,9.9186  ,-9.6749  ,iso-1
21359  ,-5.241e+002  ,-6.4957  ,9.9186  ,-11.096  ,iso-1
21360  ,-2.656e+002  ,-6.4957  ,9.9186  ,-12.521  ,iso-1
21361  ,3.255e+002  ,-6.4957  ,9.9186  ,-13.945  ,iso-1
21362  ,4.940e+002  ,-6.4957  ,9.9186  ,-15.365  ,iso-1
21363  ,6.842e+001  ,-6.4957  ,9.9186  ,-16.783  ,iso-1
21364  ,1.215e+002  ,-6.4957  ,9.9186  ,-18.201  ,iso-1
21365  ,-1.561e+001  ,-6.4957  ,9.9186  ,-19.62  ,iso-1
21366  ,3.514e+000  ,-6.4957  ,9.9186  ,-21.038  ,iso-1
21367  ,1.021e+001  ,-6.4957  ,9.9186  ,-22.456  ,iso-1
21368  ,-2.672e+000  ,-6.4957  ,9.9186  ,-23.874  ,iso-1
21369  ,2.281e+001  ,-6.4934  ,9.9186  ,-25.291  ,iso-1
21370  ,3.594e+000  ,-6.4903  ,9.9186  ,-26.704  ,iso-1
21371  ,-1.551e+001  ,-6.4917  ,9.9186  ,-28.114  ,iso-1
21372  ,-4.262e+001  ,-6.4946  ,9.9186  ,-29.527  ,iso-1
21373  ,-3.857e+002  ,-6.4957  ,9.9186  ,-30.944  ,iso-1
21374  ,-5.645e+002  ,-7.9164  ,9.9186  ,20.83  ,iso-1
21375  ,-8.077e+000  ,-7.9653  ,9.9186  ,19.411  ,iso-1
21376  ,2.453e+001  ,-8.1158  ,9.9186  ,17.998  ,iso-1
21377  ,4.005e+001  ,-8.4757  ,9.9186  ,16.637  ,iso-1
21378  ,-1.165e+001  ,-7.5076  ,9.9186  ,15.193  ,iso-1
21379  ,1.530e+001  ,-7.7991  ,9.9186  ,13.766  ,iso-1
21380  ,1.884e+001  ,-7.8852  ,9.9186  ,12.316  ,iso-1
21381  ,-1.512e+001  ,-7.9093  ,9.9186  ,10.89  ,iso-1
21382  ,-3.283e+001  ,-7.915  ,9.9186  ,9.4688  ,iso-1
21383  ,4.553e+001  ,-7.9162  ,9.9186  ,8.0484  ,iso-1
21384  ,-4.652e+001  ,-7.9164  ,9.9186  ,6.6281  ,iso-1
21385  ,-9.231e+001  ,-7.9164  ,9.9186  ,5.2078  ,iso-1
21386  ,1.815e+002  ,-7.9164  ,9.9186  ,3.7875  ,iso-1
21387  ,-2.968e+001  ,-7.9164  ,9.9186  ,2.3673  ,iso-1
21388  ,1.948e+002  ,-7.9164  ,9.9186  ,0.95067  ,iso-1
21389  ,4.161e+003  ,-7.9164  ,9.9186  ,-0.43904  ,iso-1
21390  ,1.039e+004  ,-7.9164  ,9.9186  ,-9.6749  ,iso-1
21391  ,1.207e+003  ,-7.9164  ,9.9186  ,-11.147  ,iso-1
21392  ,-4.722e+001  ,-7.9165  ,9.9186  ,-12.628  ,iso-1
21393  ,1.413e+002  ,-7.9164  ,9.9186  ,-14.065  ,iso-1
21394  ,7.444e-001  ,-7.9164  ,9.9186  ,-15.489  ,iso-1
21395  ,-9.702e+000  ,-7.9164  ,9.9186  ,-16.91  ,iso-1
21396  ,8.023e+001  ,-7.9164  ,9.9186  ,-18.33  ,iso-1
21397  ,2.243e+001  ,-7.9164  ,9.9186  ,-19.751  ,iso-1
21398  ,1.069e+001  ,-7.9164  ,9.9186  ,-21.171  ,iso-1
21399  ,1.919e+001  ,-7.9164  ,9.9186  ,-22.591  ,iso-1
21400  ,-1.031e+001  ,-7.9093  ,9.9186  ,-24.011  ,iso-1
21401  ,1.883e+001  ,-7.8684  ,9.9186  ,-25.406  ,iso-1
21402  ,9.385e+000  ,-7.862  ,9.9186  ,-26.755  ,iso-1
21403  ,-1.258e+001  ,-7.8998  ,9.9186  ,-28.116  ,iso-1
21404  ,-4.446e+001  ,-7.9127  ,9.9186  ,-29.522  ,iso-1
21405  ,-3.884e+002  ,-7.9164  ,9.9186  ,-30.944  ,iso-1
21406  ,-5.412e+002  ,-9.3371  ,9.9186  ,20.83  ,iso-1
