Date:  14:29, Wednesday, March 13, 2013
Model name: RD100_solder
Study name: Study 1
Plot type: Thermal Thermal2
Time step: 1
Result Type: HFluxY 


Node  ,Value (W/m^2)  ,X (mm)  ,Y (mm)  ,Z (mm)  ,Components
25079  ,1.511e+002  ,-10.047  ,9.9186  ,-14.558  ,iso-1
25080  ,-5.201e+001  ,-10.048  ,9.9186  ,-13.839  ,iso-1
25081  ,-6.682e+001  ,-9.3371  ,9.9186  ,-15.091  ,iso-1
25082  ,-2.916e+000  ,-10.048  ,9.9186  ,-13.119  ,iso-1
25083  ,-1.990e+002  ,-10.048  ,9.9186  ,-12.391  ,iso-1
25084  ,-2.074e+002  ,-9.3372  ,9.9186  ,-13.656  ,iso-1
25085  ,-2.731e+002  ,-10.048  ,9.9186  ,-11.642  ,iso-1
25086  ,2.546e+002  ,-10.05  ,9.9186  ,-10.895  ,iso-1
25087  ,1.802e+002  ,-9.3374  ,9.9186  ,-12.187  ,iso-1
25088  ,2.357e+003  ,-10.05  ,9.9186  ,-10.013  ,iso-1
25089  ,-5.521e+003  ,-10.059  ,9.9186  ,-9.3044  ,iso-1
25090  ,-9.191e+002  ,-9.3373  ,9.9186  ,-10.556  ,iso-1
25091  ,7.588e+002  ,-10.059  ,9.9186  ,-0.52918  ,iso-1
25092  ,-2.705e+003  ,-10.049  ,9.9186  ,0.18598  ,iso-1
25094  ,8.759e+001  ,-10.049  ,9.9186  ,0.85313  ,iso-1
25095  ,-4.954e+002  ,-10.048  ,9.9186  ,1.559  ,iso-1
25096  ,-2.657e+003  ,-9.3372  ,9.9186  ,0.22811  ,iso-1
25098  ,3.304e+001  ,-10.048  ,9.9186  ,2.2619  ,iso-1
25099  ,-2.355e+002  ,-10.047  ,9.9186  ,2.9748  ,iso-1
25100  ,-7.631e+002  ,-9.3372  ,9.9186  ,1.5981  ,iso-1
25101  ,-1.493e+002  ,-10.047  ,9.9186  ,3.6865  ,iso-1
25102  ,-2.072e+002  ,-10.047  ,9.9186  ,4.4018  ,iso-1
25103  ,-4.088e+001  ,-9.3371  ,9.9186  ,3.0126  ,iso-1
25104  ,7.386e+000  ,-10.047  ,9.9186  ,5.1145  ,iso-1
25105  ,-2.247e+001  ,-10.047  ,9.9186  ,5.83  ,iso-1
25106  ,-1.893e+002  ,-9.3371  ,9.9186  ,4.437  ,iso-1
25107  ,4.964e+001  ,-10.047  ,9.9186  ,6.5427  ,iso-1
25108  ,1.151e+001  ,-10.047  ,9.9186  ,7.2582  ,iso-1
25109  ,-5.905e+001  ,-9.3371  ,9.9186  ,5.8623  ,iso-1
25110  ,-3.741e+001  ,-10.047  ,9.9186  ,7.9709  ,iso-1
25111  ,-2.178e+001  ,-10.046  ,9.9186  ,8.6863  ,iso-1
25112  ,3.275e+001  ,-9.3369  ,9.9186  ,7.2876  ,iso-1
25113  ,-1.517e+001  ,-10.046  ,9.9186  ,9.3989  ,iso-1
25114  ,5.949e+001  ,-10.042  ,9.9186  ,10.114  ,iso-1
25115  ,-4.109e+001  ,-9.3362  ,9.9186  ,8.7128  ,iso-1
25116  ,5.689e+001  ,-10.04  ,9.9186  ,10.826  ,iso-1
25117  ,1.218e+001  ,-10.024  ,9.9186  ,11.537  ,iso-1
25118  ,-5.441e+001  ,-9.3328  ,9.9186  ,10.138  ,iso-1
25119  ,2.825e+001  ,-10.013  ,9.9186  ,12.249  ,iso-1
25120  ,1.042e+001  ,-9.9624  ,9.9186  ,12.943  ,iso-1
25121  ,2.676e+000  ,-9.3186  ,9.9186  ,11.561  ,iso-1
25122  ,5.430e+000  ,-9.9302  ,9.9186  ,13.657  ,iso-1
25123  ,1.827e+001  ,-9.8228  ,9.9186  ,14.26  ,iso-1
25124  ,5.767e-001  ,-9.2751  ,9.9186  ,12.987  ,iso-1
25125  ,4.428e+000  ,-9.7947  ,9.9186  ,15.078  ,iso-1
25126  ,1.033e+001  ,-10.085  ,9.9186  ,15.847  ,iso-1
25127  ,-3.080e+001  ,-9.2149  ,9.9186  ,14.519  ,iso-1
25128  ,-1.991e+001  ,-10.375  ,9.9186  ,16.605  ,iso-1
25129  ,-5.528e+000  ,-10.33  ,9.9186  ,17.422  ,iso-1
25130  ,2.791e+001  ,-9.4768  ,9.9186  ,16.095  ,iso-1
25131  ,9.964e+000  ,-10.206  ,9.9186  ,18.009  ,iso-1
25132  ,-4.781e+001  ,-10.161  ,9.9186  ,18.714  ,iso-1
25133  ,6.643e+001  ,-9.6427  ,9.9186  ,17.441  ,iso-1
25134  ,1.266e+001  ,-10.095  ,9.9186  ,19.403  ,iso-1
25135  ,-4.747e+002  ,-10.073  ,9.9186  ,20.109  ,iso-1
25136  ,-1.248e+002  ,-9.4535  ,9.9186  ,18.717  ,iso-1
25137  ,-5.144e+002  ,-10.047  ,9.9186  ,20.82  ,iso-1
25138  ,-3.007e+002  ,-9.3627  ,9.9186  ,20.118  ,iso-1
25139  ,-3.619e+002  ,-8.6268  ,9.9186  ,-30.944  ,iso-1
25140  ,6.698e+001  ,-8.6245  ,9.9186  ,-30.227  ,iso-1
25141  ,-4.140e+001  ,-8.6227  ,9.9186  ,-29.516  ,iso-1
25142  ,-5.639e+001  ,-8.6135  ,9.9186  ,-28.806  ,iso-1
25143  ,-2.130e+002  ,-7.9146  ,9.9186  ,-30.233  ,iso-1
25144  ,-5.581e+001  ,-8.607  ,9.9186  ,-28.103  ,iso-1
25145  ,-1.325e+001  ,-8.5688  ,9.9186  ,-27.413  ,iso-1
25146  ,-4.757e+001  ,-7.9062  ,9.9186  ,-28.819  ,iso-1
25147  ,-9.664e-001  ,-8.5499  ,9.9186  ,-26.733  ,iso-1
25148  ,5.734e+000  ,-8.425  ,9.9186  ,-26.196  ,iso-1
25149  ,-5.673e+000  ,-7.8809  ,9.9186  ,-27.435  ,iso-1
25150  ,1.697e+000  ,-8.4282  ,9.9186  ,-25.521  ,iso-1
25151  ,1.220e+001  ,-8.5623  ,9.9186  ,-24.889  ,iso-1
25152  ,8.928e+000  ,-7.8652  ,9.9186  ,-26.08  ,iso-1
25153  ,-1.066e+001  ,-8.5827  ,9.9186  ,-24.191  ,iso-1
25154  ,1.634e+001  ,-8.6192  ,9.9186  ,-23.473  ,iso-1
25155  ,-2.096e+001  ,-7.8889  ,9.9186  ,-24.708  ,iso-1
25156  ,-4.008e+000  ,-8.6228  ,9.9186  ,-22.763  ,iso-1
25157  ,6.906e+000  ,-8.6268  ,9.9186  ,-22.049  ,iso-1
25158  ,-6.651e+000  ,-7.9129  ,9.9186  ,-23.301  ,iso-1
25159  ,-1.422e+001  ,-8.6268  ,9.9186  ,-21.339  ,iso-1
25160  ,-2.642e+001  ,-8.6268  ,9.9186  ,-20.626  ,iso-1
25161  ,-1.592e+001  ,-7.9164  ,9.9186  ,-21.881  ,iso-1
25162  ,-9.285e+001  ,-8.6268  ,9.9186  ,-19.916  ,iso-1
25163  ,3.032e+001  ,-8.6268  ,9.9186  ,-19.204  ,iso-1
25164  ,-1.344e+001  ,-7.9164  ,9.9186  ,-20.461  ,iso-1
25165  ,-2.954e+001  ,-8.6268  ,9.9186  ,-18.493  ,iso-1
25166  ,-1.032e+002  ,-8.6268  ,9.9186  ,-17.781  ,iso-1
25167  ,5.074e+001  ,-7.9164  ,9.9186  ,-19.041  ,iso-1
25168  ,-2.040e+002  ,-8.6268  ,9.9186  ,-17.07  ,iso-1
25169  ,-6.729e+001  ,-8.6268  ,9.9186  ,-16.358  ,iso-1
25170  ,-6.784e+001  ,-7.9164  ,9.9186  ,-17.62  ,iso-1
25171  ,-1.273e+002  ,-8.6268  ,9.9186  ,-15.647  ,iso-1
25172  ,5.849e+001  ,-8.6268  ,9.9186  ,-14.933  ,iso-1
25173  ,2.260e+001  ,-7.9164  ,9.9186  ,-16.2  ,iso-1
25174  ,-2.484e+002  ,-8.6268  ,9.9186  ,-14.221  ,iso-1
25175  ,1.537e+002  ,-8.6268  ,9.9186  ,-13.5  ,iso-1
25176  ,-5.262e+000  ,-7.9164  ,9.9186  ,-14.777  ,iso-1
25177  ,-5.587e+002  ,-8.6268  ,9.9186  ,-12.782  ,iso-1
25178  ,5.884e+002  ,-8.627  ,9.9186  ,-12.033  ,iso-1
25179  ,-4.224e+002  ,-7.9164  ,9.9186  ,-13.347  ,iso-1
25180  ,-8.754e+002  ,-8.627  ,9.9186  ,-11.292  ,iso-1
25181  ,-1.114e+003  ,-8.6268  ,9.9186  ,-10.411  ,iso-1
25182  ,4.588e+002  ,-7.9165  ,9.9186  ,-11.888  ,iso-1
25183  ,2.431e+003  ,-8.6268  ,9.9186  ,-9.6749  ,iso-1
25184  ,1.608e+003  ,-7.9164  ,9.9186  ,-10.411  ,iso-1
25187  ,4.961e+003  ,-8.6268  ,9.9186  ,-0.43904  ,iso-1
25188  ,-5.835e+001  ,-8.6269  ,9.9186  ,0.22811  ,iso-1
25191  ,-1.472e+002  ,-8.6269  ,9.9186  ,0.92297  ,iso-1
25192  ,3.030e+002  ,-8.6268  ,9.9186  ,1.6258  ,iso-1
25193  ,-3.091e+002  ,-7.9164  ,9.9186  ,0.25582  ,iso-1
25196  ,1.542e+003  ,-8.6268  ,9.9186  ,2.3341  ,iso-1
25197  ,-2.460e+002  ,-8.6268  ,9.9186  ,3.0458  ,iso-1
25198  ,-5.576e+001  ,-7.9164  ,9.9186  ,1.659  ,iso-1
25199  ,2.331e+002  ,-8.6268  ,9.9186  ,3.7559  ,iso-1
25200  ,1.574e+002  ,-8.6268  ,9.9186  ,4.4686  ,iso-1
25201  ,-2.158e+002  ,-7.9164  ,9.9186  ,3.0774  ,iso-1
25202  ,-1.383e+001  ,-8.6268  ,9.9186  ,5.1787  ,iso-1
25203  ,-1.786e+002  ,-8.6267  ,9.9186  ,5.8914  ,iso-1
25204  ,-1.898e+001  ,-7.9164  ,9.9186  ,4.4977  ,iso-1
25205  ,-1.404e+001  ,-8.6267  ,9.9186  ,6.6015  ,iso-1
25206  ,-3.291e+001  ,-8.6266  ,9.9186  ,7.3142  ,iso-1
25207  ,-1.873e+002  ,-7.9164  ,9.9186  ,5.9179  ,iso-1
25208  ,-3.934e+001  ,-8.6265  ,9.9186  ,8.0243  ,iso-1
25209  ,-1.323e+001  ,-8.6259  ,9.9186  ,8.7369  ,iso-1
25210  ,-1.271e+001  ,-7.9163  ,9.9186  ,7.3382  ,iso-1
25211  ,-9.797e+001  ,-8.6253  ,9.9186  ,9.4471  ,iso-1
25212  ,1.516e+000  ,-8.6225  ,9.9186  ,10.159  ,iso-1
25213  ,-1.656e+001  ,-7.9156  ,9.9186  ,8.7586  ,iso-1
25214  ,-1.209e+001  ,-8.6197  ,9.9186  ,10.87  ,iso-1
25215  ,-3.364e+001  ,-8.6083  ,9.9186  ,11.581  ,iso-1
25216  ,-9.567e+001  ,-7.9122  ,9.9186  ,10.179  ,iso-1
25217  ,-6.385e+000  ,-8.5962  ,9.9186  ,12.294  ,iso-1
25218  ,-9.752e+000  ,-8.5641  ,9.9186  ,13.009  ,iso-1
25219  ,-8.434e+001  ,-7.8973  ,9.9186  ,11.603  ,iso-1
25220  ,-2.914e+001  ,-8.521  ,9.9186  ,13.734  ,iso-1
25221  ,1.741e+001  ,-8.493  ,9.9186  ,14.551  ,iso-1
25222  ,2.571e+001  ,-7.8422  ,9.9186  ,13.041  ,iso-1
25223  ,-8.246e+000  ,-8.3472  ,9.9186  ,15.265  ,iso-1
25224  ,5.500e+000  ,-7.6534  ,9.9186  ,14.48  ,iso-1
25225  ,-7.382e+000  ,-8.8313  ,9.9186  ,15.987  ,iso-1
25226  ,3.221e+001  ,-9.1212  ,9.9186  ,16.745  ,iso-1
25227  ,3.969e+001  ,-8.9973  ,9.9186  ,17.333  ,iso-1
25228  ,-5.207e+000  ,-7.9917  ,9.9186  ,15.915  ,iso-1
25229  ,2.033e+001  ,-8.8173  ,9.9186  ,18.013  ,iso-1
25230  ,-7.836e+001  ,-8.752  ,9.9186  ,18.702  ,iso-1
25231  ,6.851e+001  ,-8.2958  ,9.9186  ,17.318  ,iso-1
25232  ,-2.214e+001  ,-8.6768  ,9.9186  ,19.408  ,iso-1
25233  ,-4.884e+002  ,-8.6512  ,9.9186  ,20.12  ,iso-1
25234  ,-1.117e+002  ,-8.0405  ,9.9186  ,18.704  ,iso-1
25235  ,-5.237e+002  ,-8.6268  ,9.9186  ,20.83  ,iso-1
25236  ,-3.172e+002  ,-7.9409  ,9.9186  ,20.12  ,iso-1
25237  ,-3.597e+002  ,-7.2061  ,9.9186  ,-30.944  ,iso-1
25238  ,4.544e+001  ,-7.2042  ,9.9186  ,-30.233  ,iso-1
25239  ,-7.355e+001  ,-7.2037  ,9.9186  ,-29.525  ,iso-1
25240  ,-7.404e+001  ,-7.1972  ,9.9186  ,-28.821  ,iso-1
25241  ,-2.113e+002  ,-6.4952  ,9.9186  ,-30.235  ,iso-1
25243  ,-4.730e+001  ,-7.1957  ,9.9186  ,-28.115  ,iso-1
25244  ,-2.065e+001  ,-7.1768  ,9.9186  ,-27.434  ,iso-1
25245  ,-6.091e+001  ,-6.4931  ,9.9186  ,-28.82  ,iso-1
25247  ,-8.127e+000  ,-7.1761  ,9.9186  ,-26.729  ,iso-1
25248  ,1.722e+001  ,-7.1793  ,9.9186  ,-26.055  ,iso-1
25249  ,-1.575e+001  ,-6.491  ,9.9186  ,-27.409  ,iso-1
25251  ,7.249e+000  ,-7.1809  ,9.9186  ,-25.348  ,iso-1
25252  ,-3.896e+000  ,-7.2014  ,9.9186  ,-24.651  ,iso-1
25253  ,9.875e+000  ,-6.4918  ,9.9186  ,-25.998  ,iso-1
25254  ,-1.659e+001  ,-7.2025  ,9.9186  ,-23.942  ,iso-1
25255  ,1.148e+001  ,-7.2061  ,9.9186  ,-23.233  ,iso-1
25256  ,8.149e+000  ,-6.4946  ,9.9186  ,-24.583  ,iso-1
25257  ,-7.786e+000  ,-7.2061  ,9.9186  ,-22.524  ,iso-1
25258  ,1.627e+001  ,-7.2061  ,9.9186  ,-21.814  ,iso-1
25259  ,-1.043e+000  ,-6.4957  ,9.9186  ,-23.165  ,iso-1
25260  ,-6.867e+000  ,-7.2061  ,9.9186  ,-21.104  ,iso-1
25261  ,2.763e+001  ,-7.2061  ,9.9186  ,-20.394  ,iso-1
25262  ,-1.719e+001  ,-6.4957  ,9.9186  ,-21.747  ,iso-1
25263  ,-3.434e+001  ,-7.2061  ,9.9186  ,-19.685  ,iso-1
25264  ,1.198e+001  ,-7.2061  ,9.9186  ,-18.975  ,iso-1
25265  ,-5.858e+001  ,-6.4957  ,9.9186  ,-20.329  ,iso-1
25266  ,-1.893e+001  ,-7.2061  ,9.9186  ,-18.266  ,iso-1
25267  ,5.423e+001  ,-7.2061  ,9.9186  ,-17.556  ,iso-1
25268  ,3.601e+001  ,-6.4957  ,9.9186  ,-18.911  ,iso-1
25269  ,-1.096e+002  ,-7.2061  ,9.9186  ,-16.847  ,iso-1
25270  ,1.043e+002  ,-7.2061  ,9.9186  ,-16.136  ,iso-1
25271  ,-7.812e+001  ,-6.4957  ,9.9186  ,-17.492  ,iso-1
25272  ,-3.026e+001  ,-7.2061  ,9.9186  ,-15.427  ,iso-1
25273  ,6.015e+001  ,-7.2061  ,9.9186  ,-14.715  ,iso-1
25274  ,3.048e+002  ,-6.4957  ,9.9186  ,-16.074  ,iso-1
25275  ,2.180e+001  ,-7.2061  ,9.9186  ,-14.005  ,iso-1
25276  ,-9.926e+001  ,-7.2061  ,9.9186  ,-13.286  ,iso-1
25277  ,2.086e+002  ,-6.4957  ,9.9186  ,-14.655  ,iso-1
25278  ,-4.184e+002  ,-7.2061  ,9.9186  ,-12.575  ,iso-1
25279  ,2.646e+002  ,-7.2061  ,9.9186  ,-11.834  ,iso-1
25280  ,-4.843e+002  ,-6.4957  ,9.9186  ,-13.233  ,iso-1
25281  ,-2.581e+002  ,-7.2061  ,9.9186  ,-11.122  ,iso-1
25282  ,2.649e+003  ,-7.2061  ,9.9186  ,-10.385  ,iso-1
25283  ,-5.493e+002  ,-6.4957  ,9.9186  ,-11.809  ,iso-1
25284  ,9.101e+003  ,-7.2061  ,9.9186  ,-9.6749  ,iso-1
25285  ,-4.276e+003  ,-6.4957  ,9.9186  ,-10.385  ,iso-1
25287  ,-3.384e+002  ,-7.2061  ,9.9186  ,-0.43904  ,iso-1
25288  ,6.552e+002  ,-7.2061  ,9.9186  ,0.25582  ,iso-1
25290  ,-2.120e+002  ,-7.2061  ,9.9186  ,0.96282  ,iso-1
25291  ,-1.552e+003  ,-7.2061  ,9.9186  ,1.6711  ,iso-1
25292  ,-3.021e+003  ,-6.4957  ,9.9186  ,0.26797  ,iso-1
25294  ,3.558e+002  ,-7.2061  ,9.9186  ,2.3802  ,iso-1
25295  ,-2.992e+002  ,-7.2061  ,9.9186  ,3.0904  ,iso-1
25296  ,-3.550e+002  ,-6.4957  ,9.9186  ,1.6841  ,iso-1
25297  ,3.297e+001  ,-7.2061  ,9.9186  ,3.7995  ,iso-1
25298  ,-4.818e+001  ,-7.2061  ,9.9186  ,4.5096  ,iso-1
25299  ,-9.608e+002  ,-6.4957  ,9.9186  ,3.1023  ,iso-1
25300  ,-6.814e+001  ,-7.2061  ,9.9186  ,5.2187  ,iso-1
25301  ,-6.557e+001  ,-7.2061  ,9.9186  ,5.9289  ,iso-1
25302  ,-2.209e+002  ,-6.4957  ,9.9186  ,4.5206  ,iso-1
25303  ,-2.484e+001  ,-7.206  ,9.9186  ,6.638  ,iso-1
25304  ,-7.780e+001  ,-7.2059  ,9.9186  ,7.3481  ,iso-1
25305  ,-3.483e+002  ,-6.4957  ,9.9186  ,5.9388  ,iso-1
25306  ,1.587e+002  ,-7.2058  ,9.9186  ,8.0573  ,iso-1
25307  ,1.242e+002  ,-7.2052  ,9.9186  ,8.7675  ,iso-1
25308  ,-2.761e+002  ,-6.4956  ,9.9186  ,7.3571  ,iso-1
25309  ,4.059e+001  ,-7.2045  ,9.9186  ,9.4767  ,iso-1
25310  ,4.285e+001  ,-7.2017  ,9.9186  ,10.187  ,iso-1
25311  ,-1.394e+002  ,-6.4947  ,9.9186  ,8.7754  ,iso-1
25312  ,3.962e+001  ,-7.1981  ,9.9186  ,10.897  ,iso-1
25313  ,1.129e+001  ,-7.1861  ,9.9186  ,11.61  ,iso-1
25314  ,-1.031e+002  ,-6.4905  ,9.9186  ,10.194  ,iso-1
25315  ,2.895e+001  ,-7.1701  ,9.9186  ,12.32  ,iso-1
25316  ,-2.095e+000  ,-7.127  ,9.9186  ,13.045  ,iso-1
25317  ,-7.283e+001  ,-6.4709  ,9.9186  ,11.614  ,iso-1
25318  ,3.320e+000  ,-7.0679  ,9.9186  ,13.755  ,iso-1
25319  ,5.077e+000  ,-6.9222  ,9.9186  ,14.469  ,iso-1
25320  ,-1.339e+001  ,-6.3958  ,9.9186  ,13.034  ,iso-1
25321  ,2.937e+000  ,-6.7755  ,9.9186  ,15.177  ,iso-1
25322  ,-4.621e+000  ,-6.1901  ,9.9186  ,14.453  ,iso-1
25323  ,-1.952e-001  ,-7.2704  ,9.9186  ,15.887  ,iso-1
25324  ,4.171e+001  ,-7.7544  ,9.9186  ,16.609  ,iso-1
25325  ,4.073e+001  ,-7.5745  ,9.9186  ,17.29  ,iso-1
25326  ,-4.413e+000  ,-6.5383  ,9.9186  ,15.871  ,iso-1
25327  ,1.429e+001  ,-7.3987  ,9.9186  ,17.996  ,iso-1
25328  ,-6.583e+001  ,-7.3234  ,9.9186  ,18.702  ,iso-1
25329  ,7.556e+001  ,-6.8574  ,9.9186  ,17.288  ,iso-1
25330  ,-1.291e+001  ,-7.2495  ,9.9186  ,19.411  ,iso-1
25331  ,-5.251e+002  ,-7.2251  ,9.9186  ,20.121  ,iso-1
25332  ,-9.760e+001  ,-6.6077  ,9.9186  ,18.703  ,iso-1
25333  ,-5.007e+002  ,-7.2061  ,9.9186  ,20.83  ,iso-1
25334  ,-2.630e+002  ,-6.5147  ,9.9186  ,20.121  ,iso-1
25336  ,-2.687e+002  ,34.704  ,9.9186  ,-30.206  ,iso-1
25337  ,-3.127e+002  ,34.704  ,9.9186  ,-28.769  ,iso-1
25338  ,-2.550e+002  ,34.704  ,9.9186  ,-27.332  ,iso-1
25339  ,-2.375e+002  ,34.704  ,9.9186  ,-25.895  ,iso-1
25340  ,-2.323e+002  ,34.704  ,9.9186  ,-24.458  ,iso-1
25341  ,-2.326e+002  ,34.704  ,9.9186  ,-23.021  ,iso-1
25342  ,-2.365e+002  ,34.704  ,9.9186  ,-21.584  ,iso-1
25343  ,-2.404e+002  ,34.704  ,9.9186  ,-20.147  ,iso-1
25344  ,-2.444e+002  ,34.704  ,9.9186  ,-18.709  ,iso-1
25345  ,-2.440e+002  ,34.704  ,9.9186  ,-17.272  ,iso-1
25346  ,-2.469e+002  ,34.704  ,9.9186  ,-15.835  ,iso-1
25347  ,-2.523e+002  ,34.704  ,9.9186  ,-14.398  ,iso-1
25348  ,-2.561e+002  ,34.704  ,9.9186  ,-12.961  ,iso-1
25349  ,-2.587e+002  ,34.704  ,9.9186  ,-11.524  ,iso-1
25350  ,-2.577e+002  ,34.704  ,9.9186  ,-10.087  ,iso-1
25351  ,-2.614e+002  ,34.704  ,9.9186  ,-8.6497  ,iso-1
25352  ,-2.595e+002  ,34.704  ,9.9186  ,-7.2126  ,iso-1
25353  ,-2.399e+002  ,34.704  ,9.9186  ,-5.7755  ,iso-1
25354  ,-2.591e+002  ,34.704  ,9.9186  ,-4.3384  ,iso-1
25355  ,-2.611e+002  ,34.704  ,9.9186  ,-2.9013  ,iso-1
25356  ,-2.601e+002  ,34.704  ,9.9186  ,-1.4642  ,iso-1
25357  ,-2.595e+002  ,34.704  ,9.9186  ,-0.027111  ,iso-1
25358  ,-2.562e+002  ,34.704  ,9.9186  ,1.41  ,iso-1
25359  ,-2.528e+002  ,34.704  ,9.9186  ,2.8471  ,iso-1
25360  ,-2.506e+002  ,34.704  ,9.9186  ,4.2842  ,iso-1
25361  ,-2.448e+002  ,34.704  ,9.9186  ,5.7213  ,iso-1
25362  ,-2.388e+002  ,34.704  ,9.9186  ,7.1584  ,iso-1
25363  ,-2.328e+002  ,34.704  ,9.9186  ,8.5955  ,iso-1
25364  ,-2.286e+002  ,34.704  ,9.9186  ,10.033  ,iso-1
25365  ,-2.259e+002  ,34.704  ,9.9186  ,11.47  ,iso-1
25366  ,-2.252e+002  ,34.704  ,9.9186  ,12.907  ,iso-1
25367  ,-2.236e+002  ,34.704  ,9.9186  ,14.344  ,iso-1
25368  ,-2.205e+002  ,34.704  ,9.9186  ,15.781  ,iso-1
25369  ,-2.402e+002  ,34.704  ,9.9186  ,17.218  ,iso-1
25370  ,-2.809e+002  ,34.704  ,9.9186  ,18.655  ,iso-1
25372  ,-2.463e+002  ,34.704  ,9.9186  ,20.092  ,iso-1
25373  ,-1.846e+002  ,33.994  ,9.9186  ,-30.925  ,iso-1
25374  ,-3.382e+001  ,33.994  ,9.9186  ,-30.206  ,iso-1
25375  ,-1.311e+002  ,33.994  ,9.9186  ,-29.488  ,iso-1
25376  ,-9.151e+001  ,33.283  ,9.9186  ,-30.206  ,iso-1
25377  ,-1.122e+002  ,33.994  ,9.9186  ,-28.769  ,iso-1
25378  ,-1.354e+002  ,33.994  ,9.9186  ,-28.051  ,iso-1
25379  ,-1.823e+001  ,33.283  ,9.9186  ,-28.769  ,iso-1
25380  ,-8.997e+001  ,33.994  ,9.9186  ,-27.332  ,iso-1
25381  ,-1.305e+002  ,33.994  ,9.9186  ,-26.614  ,iso-1
25382  ,7.537e+000  ,33.283  ,9.9186  ,-27.332  ,iso-1
25383  ,-8.336e+001  ,33.994  ,9.9186  ,-25.895  ,iso-1
25384  ,-1.327e+002  ,33.994  ,9.9186  ,-25.176  ,iso-1
25385  ,1.400e+001  ,33.283  ,9.9186  ,-25.895  ,iso-1
25386  ,-8.249e+001  ,33.994  ,9.9186  ,-24.458  ,iso-1
25387  ,-1.352e+002  ,33.994  ,9.9186  ,-23.739  ,iso-1
25388  ,1.555e+001  ,33.283  ,9.9186  ,-24.458  ,iso-1
25389  ,-8.243e+001  ,33.994  ,9.9186  ,-23.021  ,iso-1
25390  ,-1.345e+002  ,33.994  ,9.9186  ,-22.302  ,iso-1
25391  ,1.469e+001  ,33.283  ,9.9186  ,-23.021  ,iso-1
25392  ,-8.191e+001  ,33.994  ,9.9186  ,-21.584  ,iso-1
25393  ,-1.397e+002  ,33.994  ,9.9186  ,-20.865  ,iso-1
25394  ,1.452e+001  ,33.283  ,9.9186  ,-21.584  ,iso-1
25395  ,-8.716e+001  ,33.994  ,9.9186  ,-20.147  ,iso-1
25396  ,-1.414e+002  ,33.994  ,9.9186  ,-19.428  ,iso-1
25397  ,1.677e+001  ,33.283  ,9.9186  ,-20.147  ,iso-1
25398  ,-8.770e+001  ,33.994  ,9.9186  ,-18.709  ,iso-1
25399  ,-1.416e+002  ,33.994  ,9.9186  ,-17.991  ,iso-1
25400  ,1.829e+001  ,33.283  ,9.9186  ,-18.709  ,iso-1
25401  ,-8.739e+001  ,33.994  ,9.9186  ,-17.272  ,iso-1
25402  ,-1.445e+002  ,33.994  ,9.9186  ,-16.554  ,iso-1
25403  ,1.645e+001  ,33.283  ,9.9186  ,-17.272  ,iso-1
25404  ,-8.917e+001  ,33.994  ,9.9186  ,-15.835  ,iso-1
25405  ,-1.471e+002  ,33.994  ,9.9186  ,-15.117  ,iso-1
25406  ,1.747e+001  ,33.283  ,9.9186  ,-15.835  ,iso-1
25407  ,-9.307e+001  ,33.994  ,9.9186  ,-14.398  ,iso-1
25408  ,-1.492e+002  ,33.994  ,9.9186  ,-13.68  ,iso-1
25409  ,1.761e+001  ,33.283  ,9.9186  ,-14.398  ,iso-1
25410  ,-9.383e+001  ,33.994  ,9.9186  ,-12.961  ,iso-1
25411  ,-1.501e+002  ,33.994  ,9.9186  ,-12.243  ,iso-1
25412  ,1.714e+001  ,33.283  ,9.9186  ,-12.961  ,iso-1
25413  ,-9.747e+001  ,33.994  ,9.9186  ,-11.524  ,iso-1
25414  ,-1.518e+002  ,33.994  ,9.9186  ,-10.805  ,iso-1
25415  ,1.996e+001  ,33.283  ,9.9186  ,-11.524  ,iso-1
25416  ,-9.727e+001  ,33.994  ,9.9186  ,-10.087  ,iso-1
25417  ,-1.558e+002  ,33.994  ,9.9186  ,-9.3683  ,iso-1
25418  ,1.964e+001  ,33.283  ,9.9186  ,-10.087  ,iso-1
25419  ,-9.999e+001  ,33.994  ,9.9186  ,-8.6497  ,iso-1
25420  ,-1.524e+002  ,33.994  ,9.9186  ,-7.9312  ,iso-1
25421  ,1.902e+001  ,33.283  ,9.9186  ,-8.6497  ,iso-1
25422  ,-9.899e+001  ,33.994  ,9.9186  ,-7.2126  ,iso-1
25423  ,-1.554e+002  ,33.994  ,9.9186  ,-6.4941  ,iso-1
25424  ,2.009e+001  ,33.283  ,9.9186  ,-7.2126  ,iso-1
25425  ,-1.083e+002  ,33.994  ,9.9186  ,-5.7755  ,iso-1
25426  ,-1.078e+002  ,33.994  ,9.9186  ,-5.057  ,iso-1
25427  ,2.392e+001  ,33.283  ,9.9186  ,-5.7755  ,iso-1
25428  ,-1.638e+002  ,33.994  ,9.9186  ,-4.3384  ,iso-1
25429  ,-1.013e+002  ,33.994  ,9.9186  ,-3.6199  ,iso-1
25430  ,1.605e+001  ,33.283  ,9.9186  ,-4.3384  ,iso-1
25431  ,-1.656e+002  ,33.994  ,9.9186  ,-2.9013  ,iso-1
25432  ,-9.871e+001  ,33.994  ,9.9186  ,-2.1828  ,iso-1
25433  ,1.007e+001  ,33.283  ,9.9186  ,-2.9013  ,iso-1
25434  ,-1.623e+002  ,33.994  ,9.9186  ,-1.4642  ,iso-1
