Date:  14:22, Wednesday, March 13, 2013
Model name: RD100_solder
Study name: Study 1
Plot type: Thermal Thermal1
Time step: 1
Result Type: Temp 


Node  ,Value (Kelvin)  ,X (mm)  ,Y (mm)  ,Z (mm)  ,Components
23910  ,3.444e+002  ,-24.965  ,9.9186  ,5.7213  ,iso-1
23911  ,3.442e+002  ,-25.675  ,9.9186  ,7.877  ,iso-1
23912  ,3.441e+002  ,-25.674  ,9.9186  ,8.5955  ,iso-1
23913  ,3.443e+002  ,-24.964  ,9.9186  ,7.1584  ,iso-1
23914  ,3.440e+002  ,-25.673  ,9.9186  ,9.3141  ,iso-1
23915  ,3.440e+002  ,-25.669  ,9.9186  ,10.033  ,iso-1
23916  ,3.442e+002  ,-24.963  ,9.9186  ,8.5955  ,iso-1
23917  ,3.439e+002  ,-25.665  ,9.9186  ,10.751  ,iso-1
23918  ,3.439e+002  ,-25.648  ,9.9186  ,11.47  ,iso-1
23919  ,3.441e+002  ,-24.959  ,9.9186  ,10.033  ,iso-1
23920  ,3.438e+002  ,-25.63  ,9.9186  ,12.188  ,iso-1
23921  ,3.438e+002  ,-25.571  ,9.9186  ,12.907  ,iso-1
23922  ,3.440e+002  ,-24.937  ,9.9186  ,11.47  ,iso-1
23923  ,3.437e+002  ,-25.513  ,9.9186  ,13.625  ,iso-1
23924  ,3.437e+002  ,-25.372  ,9.9186  ,14.344  ,iso-1
23925  ,3.438e+002  ,-24.861  ,9.9186  ,12.907  ,iso-1
23926  ,3.436e+002  ,-25.231  ,9.9186  ,15.062  ,iso-1
23927  ,3.437e+002  ,-24.662  ,9.9186  ,14.344  ,iso-1
23928  ,3.435e+002  ,-25.727  ,9.9186  ,15.781  ,iso-1
23929  ,3.434e+002  ,-26.222  ,9.9186  ,16.5  ,iso-1
23930  ,3.434e+002  ,-26.052  ,9.9186  ,17.218  ,iso-1
23931  ,3.436e+002  ,-25.016  ,9.9186  ,15.781  ,iso-1
23932  ,3.434e+002  ,-25.881  ,9.9186  ,17.937  ,iso-1
23933  ,3.433e+002  ,-25.806  ,9.9186  ,18.655  ,iso-1
23934  ,3.435e+002  ,-25.341  ,9.9186  ,17.218  ,iso-1
23935  ,3.433e+002  ,-25.73  ,9.9186  ,19.374  ,iso-1
23936  ,3.433e+002  ,-25.702  ,9.9186  ,20.092  ,iso-1
23937  ,3.434e+002  ,-25.095  ,9.9186  ,18.655  ,iso-1
23938  ,3.433e+002  ,-25.675  ,9.9186  ,20.811  ,iso-1
23939  ,3.434e+002  ,-24.992  ,9.9186  ,20.092  ,iso-1
23940  ,3.434e+002  ,-24.254  ,9.9186  ,-30.925  ,iso-1
23941  ,3.434e+002  ,-24.254  ,9.9186  ,-30.206  ,iso-1
23942  ,3.434e+002  ,-24.254  ,9.9186  ,-29.488  ,iso-1
23943  ,3.435e+002  ,-24.254  ,9.9186  ,-28.769  ,iso-1
23944  ,3.435e+002  ,-23.544  ,9.9186  ,-30.206  ,iso-1
23945  ,3.435e+002  ,-24.254  ,9.9186  ,-28.051  ,iso-1
23946  ,3.436e+002  ,-24.254  ,9.9186  ,-27.332  ,iso-1
23947  ,3.435e+002  ,-23.544  ,9.9186  ,-28.769  ,iso-1
23948  ,3.436e+002  ,-24.254  ,9.9186  ,-26.614  ,iso-1
23949  ,3.437e+002  ,-24.254  ,9.9186  ,-25.895  ,iso-1
23950  ,3.436e+002  ,-23.544  ,9.9186  ,-27.332  ,iso-1
23951  ,3.437e+002  ,-24.254  ,9.9186  ,-25.176  ,iso-1
23952  ,3.438e+002  ,-24.254  ,9.9186  ,-24.458  ,iso-1
23953  ,3.437e+002  ,-23.544  ,9.9186  ,-25.895  ,iso-1
23954  ,3.438e+002  ,-24.254  ,9.9186  ,-23.739  ,iso-1
23955  ,3.439e+002  ,-24.254  ,9.9186  ,-23.021  ,iso-1
23956  ,3.439e+002  ,-23.544  ,9.9186  ,-24.458  ,iso-1
23957  ,3.440e+002  ,-24.254  ,9.9186  ,-22.302  ,iso-1
23958  ,3.440e+002  ,-24.254  ,9.9186  ,-21.584  ,iso-1
23959  ,3.440e+002  ,-23.544  ,9.9186  ,-23.021  ,iso-1
23960  ,3.441e+002  ,-24.254  ,9.9186  ,-20.865  ,iso-1
23961  ,3.442e+002  ,-24.254  ,9.9186  ,-20.147  ,iso-1
23962  ,3.441e+002  ,-23.544  ,9.9186  ,-21.584  ,iso-1
23963  ,3.442e+002  ,-24.254  ,9.9186  ,-19.428  ,iso-1
23964  ,3.443e+002  ,-24.254  ,9.9186  ,-18.709  ,iso-1
23965  ,3.443e+002  ,-23.544  ,9.9186  ,-20.147  ,iso-1
23966  ,3.444e+002  ,-24.254  ,9.9186  ,-17.991  ,iso-1
23967  ,3.444e+002  ,-24.254  ,9.9186  ,-17.272  ,iso-1
23968  ,3.444e+002  ,-23.544  ,9.9186  ,-18.709  ,iso-1
23969  ,3.445e+002  ,-24.254  ,9.9186  ,-16.554  ,iso-1
23970  ,3.446e+002  ,-24.254  ,9.9186  ,-15.835  ,iso-1
23971  ,3.445e+002  ,-23.544  ,9.9186  ,-17.272  ,iso-1
23972  ,3.446e+002  ,-24.254  ,9.9186  ,-15.117  ,iso-1
23973  ,3.447e+002  ,-24.254  ,9.9186  ,-14.398  ,iso-1
23974  ,3.447e+002  ,-23.544  ,9.9186  ,-15.835  ,iso-1
23975  ,3.447e+002  ,-24.254  ,9.9186  ,-13.68  ,iso-1
23976  ,3.448e+002  ,-24.254  ,9.9186  ,-12.961  ,iso-1
23977  ,3.448e+002  ,-23.544  ,9.9186  ,-14.398  ,iso-1
23978  ,3.448e+002  ,-24.254  ,9.9186  ,-12.242  ,iso-1
23979  ,3.449e+002  ,-24.254  ,9.9186  ,-11.524  ,iso-1
23980  ,3.449e+002  ,-23.544  ,9.9186  ,-12.961  ,iso-1
23981  ,3.449e+002  ,-24.254  ,9.9186  ,-10.805  ,iso-1
23982  ,3.450e+002  ,-24.254  ,9.9186  ,-10.087  ,iso-1
23983  ,3.450e+002  ,-23.544  ,9.9186  ,-11.524  ,iso-1
23984  ,3.450e+002  ,-24.254  ,9.9186  ,-9.3683  ,iso-1
23985  ,3.450e+002  ,-24.254  ,9.9186  ,-8.6497  ,iso-1
23986  ,3.451e+002  ,-23.544  ,9.9186  ,-10.087  ,iso-1
23987  ,3.451e+002  ,-24.254  ,9.9186  ,-7.9312  ,iso-1
23988  ,3.451e+002  ,-24.254  ,9.9186  ,-7.2126  ,iso-1
23989  ,3.452e+002  ,-23.544  ,9.9186  ,-8.6497  ,iso-1
23990  ,3.451e+002  ,-24.254  ,9.9186  ,-6.4941  ,iso-1
23991  ,3.451e+002  ,-24.254  ,9.9186  ,-5.7755  ,iso-1
23992  ,3.453e+002  ,-23.544  ,9.9186  ,-7.2126  ,iso-1
23993  ,3.451e+002  ,-24.254  ,9.9186  ,-5.057  ,iso-1
23994  ,3.451e+002  ,-24.254  ,9.9186  ,-4.3384  ,iso-1
23995  ,3.453e+002  ,-23.544  ,9.9186  ,-5.7755  ,iso-1
23996  ,3.451e+002  ,-24.254  ,9.9186  ,-3.6199  ,iso-1
23997  ,3.451e+002  ,-24.254  ,9.9186  ,-2.9013  ,iso-1
23998  ,3.453e+002  ,-23.544  ,9.9186  ,-4.3384  ,iso-1
23999  ,3.451e+002  ,-24.254  ,9.9186  ,-2.1828  ,iso-1
24000  ,3.450e+002  ,-24.254  ,9.9186  ,-1.4642  ,iso-1
24001  ,3.453e+002  ,-23.544  ,9.9186  ,-2.9013  ,iso-1
24002  ,3.450e+002  ,-24.254  ,9.9186  ,-0.74566  ,iso-1
24003  ,3.450e+002  ,-24.254  ,9.9186  ,-0.027109  ,iso-1
24004  ,3.452e+002  ,-23.544  ,9.9186  ,-1.4642  ,iso-1
24005  ,3.449e+002  ,-24.254  ,9.9186  ,0.69144  ,iso-1
24006  ,3.449e+002  ,-24.254  ,9.9186  ,1.41  ,iso-1
24007  ,3.451e+002  ,-23.544  ,9.9186  ,-0.027108  ,iso-1
24008  ,3.448e+002  ,-24.254  ,9.9186  ,2.1285  ,iso-1
24009  ,3.448e+002  ,-24.254  ,9.9186  ,2.8471  ,iso-1
24010  ,3.450e+002  ,-23.544  ,9.9186  ,1.41  ,iso-1
24011  ,3.447e+002  ,-24.254  ,9.9186  ,3.5657  ,iso-1
24012  ,3.447e+002  ,-24.254  ,9.9186  ,4.2842  ,iso-1
24013  ,3.449e+002  ,-23.544  ,9.9186  ,2.8471  ,iso-1
24014  ,3.446e+002  ,-24.254  ,9.9186  ,5.0028  ,iso-1
24015  ,3.446e+002  ,-24.254  ,9.9186  ,5.7213  ,iso-1
24016  ,3.448e+002  ,-23.544  ,9.9186  ,4.2842  ,iso-1
24017  ,3.445e+002  ,-24.254  ,9.9186  ,6.4399  ,iso-1
24018  ,3.444e+002  ,-24.254  ,9.9186  ,7.1584  ,iso-1
24019  ,3.447e+002  ,-23.544  ,9.9186  ,5.7213  ,iso-1
24020  ,3.444e+002  ,-24.254  ,9.9186  ,7.877  ,iso-1
24021  ,3.443e+002  ,-24.253  ,9.9186  ,8.5955  ,iso-1
24022  ,3.445e+002  ,-23.544  ,9.9186  ,7.1584  ,iso-1
24023  ,3.442e+002  ,-24.252  ,9.9186  ,9.3141  ,iso-1
24024  ,3.442e+002  ,-24.248  ,9.9186  ,10.033  ,iso-1
24025  ,3.444e+002  ,-23.543  ,9.9186  ,8.5955  ,iso-1
24026  ,3.441e+002  ,-24.244  ,9.9186  ,10.751  ,iso-1
24027  ,3.440e+002  ,-24.227  ,9.9186  ,11.47  ,iso-1
24028  ,3.443e+002  ,-23.538  ,9.9186  ,10.033  ,iso-1
24029  ,3.440e+002  ,-24.21  ,9.9186  ,12.188  ,iso-1
24030  ,3.439e+002  ,-24.151  ,9.9186  ,12.907  ,iso-1
24031  ,3.441e+002  ,-23.517  ,9.9186  ,11.47  ,iso-1
24032  ,3.439e+002  ,-24.092  ,9.9186  ,13.625  ,iso-1
24033  ,3.438e+002  ,-23.951  ,9.9186  ,14.344  ,iso-1
24034  ,3.440e+002  ,-23.44  ,9.9186  ,12.907  ,iso-1
24035  ,3.438e+002  ,-23.811  ,9.9186  ,15.062  ,iso-1
24036  ,3.439e+002  ,-23.241  ,9.9186  ,14.344  ,iso-1
24037  ,3.437e+002  ,-24.306  ,9.9186  ,15.781  ,iso-1
24038  ,3.436e+002  ,-24.801  ,9.9186  ,16.5  ,iso-1
24039  ,3.435e+002  ,-24.631  ,9.9186  ,17.218  ,iso-1
24040  ,3.437e+002  ,-23.596  ,9.9186  ,15.781  ,iso-1
24041  ,3.435e+002  ,-24.461  ,9.9186  ,17.937  ,iso-1
24042  ,3.435e+002  ,-24.385  ,9.9186  ,18.655  ,iso-1
24043  ,3.436e+002  ,-23.921  ,9.9186  ,17.218  ,iso-1
24044  ,3.434e+002  ,-24.309  ,9.9186  ,19.374  ,iso-1
24045  ,3.434e+002  ,-24.282  ,9.9186  ,20.092  ,iso-1
24046  ,3.435e+002  ,-23.675  ,9.9186  ,18.655  ,iso-1
24047  ,3.434e+002  ,-24.254  ,9.9186  ,20.811  ,iso-1
24048  ,3.435e+002  ,-23.571  ,9.9186  ,20.092  ,iso-1
24049  ,3.435e+002  ,-22.834  ,9.9186  ,-30.925  ,iso-1
24050  ,3.435e+002  ,-22.834  ,9.9186  ,-30.206  ,iso-1
24051  ,3.436e+002  ,-22.834  ,9.9186  ,-29.488  ,iso-1
24052  ,3.436e+002  ,-22.834  ,9.9186  ,-28.769  ,iso-1
24053  ,3.436e+002  ,-22.123  ,9.9186  ,-30.206  ,iso-1
24054  ,3.437e+002  ,-22.834  ,9.9186  ,-28.051  ,iso-1
24055  ,3.437e+002  ,-22.834  ,9.9186  ,-27.332  ,iso-1
24056  ,3.437e+002  ,-22.123  ,9.9186  ,-28.769  ,iso-1
24057  ,3.438e+002  ,-22.834  ,9.9186  ,-26.614  ,iso-1
24058  ,3.438e+002  ,-22.834  ,9.9186  ,-25.895  ,iso-1
24059  ,3.438e+002  ,-22.123  ,9.9186  ,-27.332  ,iso-1
24060  ,3.439e+002  ,-22.834  ,9.9186  ,-25.176  ,iso-1
24061  ,3.439e+002  ,-22.834  ,9.9186  ,-24.458  ,iso-1
24062  ,3.439e+002  ,-22.123  ,9.9186  ,-25.895  ,iso-1
24063  ,3.440e+002  ,-22.834  ,9.9186  ,-23.739  ,iso-1
24064  ,3.441e+002  ,-22.834  ,9.9186  ,-23.021  ,iso-1
24065  ,3.440e+002  ,-22.123  ,9.9186  ,-24.458  ,iso-1
24066  ,3.441e+002  ,-22.834  ,9.9186  ,-22.302  ,iso-1
24067  ,3.442e+002  ,-22.834  ,9.9186  ,-21.584  ,iso-1
24068  ,3.442e+002  ,-22.123  ,9.9186  ,-23.021  ,iso-1
24069  ,3.443e+002  ,-22.834  ,9.9186  ,-20.865  ,iso-1
24070  ,3.444e+002  ,-22.834  ,9.9186  ,-20.147  ,iso-1
24071  ,3.443e+002  ,-22.123  ,9.9186  ,-21.584  ,iso-1
24072  ,3.444e+002  ,-22.834  ,9.9186  ,-19.428  ,iso-1
24073  ,3.445e+002  ,-22.834  ,9.9186  ,-18.709  ,iso-1
24074  ,3.445e+002  ,-22.123  ,9.9186  ,-20.147  ,iso-1
24075  ,3.446e+002  ,-22.834  ,9.9186  ,-17.991  ,iso-1
24076  ,3.447e+002  ,-22.834  ,9.9186  ,-17.272  ,iso-1
24077  ,3.446e+002  ,-22.123  ,9.9186  ,-18.709  ,iso-1
24078  ,3.447e+002  ,-22.834  ,9.9186  ,-16.554  ,iso-1
24079  ,3.448e+002  ,-22.834  ,9.9186  ,-15.835  ,iso-1
24080  ,3.448e+002  ,-22.123  ,9.9186  ,-17.272  ,iso-1
24081  ,3.449e+002  ,-22.834  ,9.9186  ,-15.117  ,iso-1
24082  ,3.449e+002  ,-22.834  ,9.9186  ,-14.398  ,iso-1
24083  ,3.449e+002  ,-22.123  ,9.9186  ,-15.835  ,iso-1
24084  ,3.450e+002  ,-22.834  ,9.9186  ,-13.68  ,iso-1
24085  ,3.451e+002  ,-22.834  ,9.9186  ,-12.961  ,iso-1
24086  ,3.451e+002  ,-22.123  ,9.9186  ,-14.398  ,iso-1
24087  ,3.451e+002  ,-22.834  ,9.9186  ,-12.242  ,iso-1
24088  ,3.452e+002  ,-22.834  ,9.9186  ,-11.524  ,iso-1
24089  ,3.452e+002  ,-22.123  ,9.9186  ,-12.961  ,iso-1
24090  ,3.453e+002  ,-22.834  ,9.9186  ,-10.805  ,iso-1
24091  ,3.453e+002  ,-22.834  ,9.9186  ,-10.087  ,iso-1
24092  ,3.454e+002  ,-22.123  ,9.9186  ,-11.524  ,iso-1
24093  ,3.454e+002  ,-22.834  ,9.9186  ,-9.3683  ,iso-1
24094  ,3.454e+002  ,-22.834  ,9.9186  ,-8.6497  ,iso-1
24095  ,3.455e+002  ,-22.123  ,9.9186  ,-10.087  ,iso-1
24096  ,3.454e+002  ,-22.834  ,9.9186  ,-7.9311  ,iso-1
24097  ,3.454e+002  ,-22.834  ,9.9186  ,-7.2126  ,iso-1
24098  ,3.456e+002  ,-22.123  ,9.9186  ,-8.6497  ,iso-1
24099  ,3.455e+002  ,-22.834  ,9.9186  ,-6.494  ,iso-1
24100  ,3.455e+002  ,-22.834  ,9.9186  ,-5.7755  ,iso-1
24101  ,3.456e+002  ,-22.123  ,9.9186  ,-7.2126  ,iso-1
24102  ,3.455e+002  ,-22.834  ,9.9186  ,-5.0569  ,iso-1
24103  ,3.455e+002  ,-22.834  ,9.9186  ,-4.3384  ,iso-1
24104  ,3.457e+002  ,-22.123  ,9.9186  ,-5.7755  ,iso-1
24105  ,3.455e+002  ,-22.834  ,9.9186  ,-3.6199  ,iso-1
24106  ,3.454e+002  ,-22.834  ,9.9186  ,-2.9013  ,iso-1
24107  ,3.457e+002  ,-22.123  ,9.9186  ,-4.3384  ,iso-1
24108  ,3.454e+002  ,-22.834  ,9.9186  ,-2.1828  ,iso-1
24109  ,3.454e+002  ,-22.834  ,9.9186  ,-1.4642  ,iso-1
24110  ,3.456e+002  ,-22.123  ,9.9186  ,-2.9013  ,iso-1
24111  ,3.454e+002  ,-22.834  ,9.9186  ,-0.74566  ,iso-1
24112  ,3.453e+002  ,-22.834  ,9.9186  ,-0.027105  ,iso-1
24113  ,3.456e+002  ,-22.123  ,9.9186  ,-1.4642  ,iso-1
24114  ,3.453e+002  ,-22.834  ,9.9186  ,0.69145  ,iso-1
24115  ,3.452e+002  ,-22.834  ,9.9186  ,1.41  ,iso-1
24116  ,3.455e+002  ,-22.123  ,9.9186  ,-0.027103  ,iso-1
24117  ,3.451e+002  ,-22.834  ,9.9186  ,2.1286  ,iso-1
24118  ,3.451e+002  ,-22.834  ,9.9186  ,2.8471  ,iso-1
24119  ,3.454e+002  ,-22.123  ,9.9186  ,1.41  ,iso-1
24120  ,3.450e+002  ,-22.834  ,9.9186  ,3.5657  ,iso-1
24121  ,3.450e+002  ,-22.834  ,9.9186  ,4.2842  ,iso-1
24122  ,3.452e+002  ,-22.123  ,9.9186  ,2.8471  ,iso-1
24123  ,3.449e+002  ,-22.834  ,9.9186  ,5.0028  ,iso-1
24124  ,3.448e+002  ,-22.834  ,9.9186  ,5.7213  ,iso-1
24125  ,3.451e+002  ,-22.123  ,9.9186  ,4.2842  ,iso-1
24126  ,3.447e+002  ,-22.833  ,9.9186  ,6.4399  ,iso-1
24127  ,3.447e+002  ,-22.833  ,9.9186  ,7.1584  ,iso-1
24128  ,3.449e+002  ,-22.123  ,9.9186  ,5.7213  ,iso-1
24129  ,3.446e+002  ,-22.833  ,9.9186  ,7.877  ,iso-1
24130  ,3.445e+002  ,-22.832  ,9.9186  ,8.5955  ,iso-1
24131  ,3.448e+002  ,-22.123  ,9.9186  ,7.1584  ,iso-1
24132  ,3.444e+002  ,-22.832  ,9.9186  ,9.3141  ,iso-1
24133  ,3.444e+002  ,-22.828  ,9.9186  ,10.033  ,iso-1
24134  ,3.446e+002  ,-22.122  ,9.9186  ,8.5955  ,iso-1
24135  ,3.443e+002  ,-22.824  ,9.9186  ,10.751  ,iso-1
24136  ,3.442e+002  ,-22.806  ,9.9186  ,11.47  ,iso-1
24137  ,3.445e+002  ,-22.117  ,9.9186  ,10.033  ,iso-1
24138  ,3.442e+002  ,-22.789  ,9.9186  ,12.188  ,iso-1
24139  ,3.441e+002  ,-22.73  ,9.9186  ,12.907  ,iso-1
24140  ,3.443e+002  ,-22.096  ,9.9186  ,11.47  ,iso-1
24141  ,3.440e+002  ,-22.671  ,9.9186  ,13.625  ,iso-1
24142  ,3.440e+002  ,-22.531  ,9.9186  ,14.344  ,iso-1
24143  ,3.442e+002  ,-22.02  ,9.9186  ,12.907  ,iso-1
24144  ,3.439e+002  ,-22.39  ,9.9186  ,15.062  ,iso-1
24145  ,3.441e+002  ,-21.82  ,9.9186  ,14.344  ,iso-1
24146  ,3.438e+002  ,-22.885  ,9.9186  ,15.781  ,iso-1
24147  ,3.437e+002  ,-23.38  ,9.9186  ,16.5  ,iso-1
24148  ,3.437e+002  ,-23.21  ,9.9186  ,17.218  ,iso-1
24149  ,3.439e+002  ,-22.175  ,9.9186  ,15.781  ,iso-1
24150  ,3.436e+002  ,-23.04  ,9.9186  ,17.937  ,iso-1
24151  ,3.436e+002  ,-22.964  ,9.9186  ,18.655  ,iso-1
24152  ,3.437e+002  ,-22.5  ,9.9186  ,17.218  ,iso-1
24153  ,3.436e+002  ,-22.889  ,9.9186  ,19.374  ,iso-1
24154  ,3.435e+002  ,-22.861  ,9.9186  ,20.092  ,iso-1
24155  ,3.437e+002  ,-22.254  ,9.9186  ,18.655  ,iso-1
24156  ,3.435e+002  ,-22.834  ,9.9186  ,20.811  ,iso-1
24157  ,3.436e+002  ,-22.151  ,9.9186  ,20.092  ,iso-1
24158  ,3.436e+002  ,-21.413  ,9.9186  ,-30.925  ,iso-1
24159  ,3.436e+002  ,-21.413  ,9.9186  ,-30.206  ,iso-1
24160  ,3.437e+002  ,-21.413  ,9.9186  ,-29.488  ,iso-1
24161  ,3.437e+002  ,-21.413  ,9.9186  ,-28.769  ,iso-1
24162  ,3.437e+002  ,-20.703  ,9.9186  ,-30.206  ,iso-1
24163  ,3.438e+002  ,-21.413  ,9.9186  ,-28.051  ,iso-1
24164  ,3.438e+002  ,-21.413  ,9.9186  ,-27.332  ,iso-1
24165  ,3.438e+002  ,-20.703  ,9.9186  ,-28.769  ,iso-1
24166  ,3.439e+002  ,-21.413  ,9.9186  ,-26.614  ,iso-1
24167  ,3.440e+002  ,-21.413  ,9.9186  ,-25.895  ,iso-1
24168  ,3.439e+002  ,-20.703  ,9.9186  ,-27.332  ,iso-1
24169  ,3.440e+002  ,-21.413  ,9.9186  ,-25.176  ,iso-1
24170  ,3.441e+002  ,-21.413  ,9.9186  ,-24.458  ,iso-1
24171  ,3.440e+002  ,-20.703  ,9.9186  ,-25.895  ,iso-1
24172  ,3.442e+002  ,-21.413  ,9.9186  ,-23.739  ,iso-1
24173  ,3.442e+002  ,-21.413  ,9.9186  ,-23.021  ,iso-1
24174  ,3.442e+002  ,-20.703  ,9.9186  ,-24.458  ,iso-1
24175  ,3.443e+002  ,-21.413  ,9.9186  ,-22.302  ,iso-1
24176  ,3.444e+002  ,-21.413  ,9.9186  ,-21.584  ,iso-1
24177  ,3.443e+002  ,-20.702  ,9.9186  ,-23.021  ,iso-1
24178  ,3.445e+002  ,-21.413  ,9.9186  ,-20.865  ,iso-1
24179  ,3.446e+002  ,-21.413  ,9.9186  ,-20.147  ,iso-1
24180  ,3.445e+002  ,-20.702  ,9.9186  ,-21.584  ,iso-1
24181  ,3.447e+002  ,-21.413  ,9.9186  ,-19.428  ,iso-1
24182  ,3.447e+002  ,-21.413  ,9.9186  ,-18.709  ,iso-1
24183  ,3.447e+002  ,-20.702  ,9.9186  ,-20.146  ,iso-1
24184  ,3.448e+002  ,-21.413  ,9.9186  ,-17.991  ,iso-1
24185  ,3.449e+002  ,-21.413  ,9.9186  ,-17.272  ,iso-1
24186  ,3.449e+002  ,-20.703  ,9.9186  ,-18.709  ,iso-1
24187  ,3.450e+002  ,-21.413  ,9.9186  ,-16.554  ,iso-1
24188  ,3.451e+002  ,-21.413  ,9.9186  ,-15.835  ,iso-1
24189  ,3.450e+002  ,-20.703  ,9.9186  ,-17.272  ,iso-1
24190  ,3.452e+002  ,-21.413  ,9.9186  ,-15.117  ,iso-1
24191  ,3.452e+002  ,-21.413  ,9.9186  ,-14.398  ,iso-1
24192  ,3.452e+002  ,-20.703  ,9.9186  ,-15.835  ,iso-1
24193  ,3.453e+002  ,-21.413  ,9.9186  ,-13.679  ,iso-1
24194  ,3.454e+002  ,-21.413  ,9.9186  ,-12.961  ,iso-1
24195  ,3.454e+002  ,-20.703  ,9.9186  ,-14.398  ,iso-1
24196  ,3.455e+002  ,-21.413  ,9.9186  ,-12.242  ,iso-1
24197  ,3.455e+002  ,-21.413  ,9.9186  ,-11.524  ,iso-1
24198  ,3.456e+002  ,-20.703  ,9.9186  ,-12.961  ,iso-1
24199  ,3.456e+002  ,-21.413  ,9.9186  ,-10.805  ,iso-1
24200  ,3.457e+002  ,-21.413  ,9.9186  ,-10.087  ,iso-1
24201  ,3.457e+002  ,-20.703  ,9.9186  ,-11.524  ,iso-1
24202  ,3.457e+002  ,-21.413  ,9.9186  ,-9.3682  ,iso-1
24203  ,3.458e+002  ,-21.413  ,9.9186  ,-8.6496  ,iso-1
24204  ,3.458e+002  ,-20.703  ,9.9186  ,-10.087  ,iso-1
24205  ,3.458e+002  ,-21.413  ,9.9186  ,-7.9311  ,iso-1
24206  ,3.458e+002  ,-21.413  ,9.9186  ,-7.2125  ,iso-1
24207  ,3.460e+002  ,-20.703  ,9.9186  ,-8.6495  ,iso-1
24208  ,3.459e+002  ,-21.413  ,9.9186  ,-6.494  ,iso-1
24209  ,3.459e+002  ,-21.413  ,9.9186  ,-5.7754  ,iso-1
24210  ,3.460e+002  ,-20.703  ,9.9186  ,-7.2124  ,iso-1
24211  ,3.459e+002  ,-21.413  ,9.9186  ,-5.0569  ,iso-1
24212  ,3.459e+002  ,-21.413  ,9.9186  ,-4.3383  ,iso-1
24213  ,3.461e+002  ,-20.703  ,9.9186  ,-5.7754  ,iso-1
24214  ,3.459e+002  ,-21.413  ,9.9186  ,-3.6198  ,iso-1
24215  ,3.458e+002  ,-21.413  ,9.9186  ,-2.9013  ,iso-1
24216  ,3.461e+002  ,-20.703  ,9.9186  ,-4.3383  ,iso-1
24217  ,3.458e+002  ,-21.413  ,9.9186  ,-2.1827  ,iso-1
24218  ,3.458e+002  ,-21.413  ,9.9186  ,-1.4642  ,iso-1
24219  ,3.460e+002  ,-20.703  ,9.9186  ,-2.9013  ,iso-1
24220  ,3.457e+002  ,-21.413  ,9.9186  ,-0.74565  ,iso-1
24221  ,3.457e+002  ,-21.413  ,9.9186  ,-0.027097  ,iso-1
24222  ,3.460e+002  ,-20.703  ,9.9186  ,-1.4642  ,iso-1
24223  ,3.456e+002  ,-21.413  ,9.9186  ,0.69145  ,iso-1
24224  ,3.455e+002  ,-21.413  ,9.9186  ,1.41  ,iso-1
24225  ,3.458e+002  ,-20.703  ,9.9186  ,-0.02709  ,iso-1
24226  ,3.455e+002  ,-21.413  ,9.9186  ,2.1286  ,iso-1
24227  ,3.454e+002  ,-21.413  ,9.9186  ,2.8471  ,iso-1
24228  ,3.457e+002  ,-20.703  ,9.9186  ,1.41  ,iso-1
24229  ,3.453e+002  ,-21.413  ,9.9186  ,3.5657  ,iso-1
24230  ,3.452e+002  ,-21.413  ,9.9186  ,4.2842  ,iso-1
24231  ,3.456e+002  ,-20.703  ,9.9186  ,2.8471  ,iso-1
24232  ,3.452e+002  ,-21.413  ,9.9186  ,5.0028  ,iso-1
24233  ,3.451e+002  ,-21.413  ,9.9186  ,5.7213  ,iso-1
24234  ,3.454e+002  ,-20.703  ,9.9186  ,4.2843  ,iso-1
24235  ,3.450e+002  ,-21.413  ,9.9186  ,6.4399  ,iso-1
24236  ,3.449e+002  ,-21.413  ,9.9186  ,7.1584  ,iso-1
24237  ,3.452e+002  ,-20.702  ,9.9186  ,5.7214  ,iso-1
24238  ,3.448e+002  ,-21.413  ,9.9186  ,7.877  ,iso-1
24239  ,3.447e+002  ,-21.412  ,9.9186  ,8.5956  ,iso-1
24240  ,3.450e+002  ,-20.702  ,9.9186  ,7.1585  ,iso-1
24241  ,3.447e+002  ,-21.411  ,9.9186  ,9.3141  ,iso-1
24242  ,3.446e+002  ,-21.407  ,9.9186  ,10.033  ,iso-1
24243  ,3.449e+002  ,-20.701  ,9.9186  ,8.5956  ,iso-1
24244  ,3.445e+002  ,-21.403  ,9.9186  ,10.751  ,iso-1
24245  ,3.444e+002  ,-21.386  ,9.9186  ,11.47  ,iso-1
24246  ,3.447e+002  ,-20.697  ,9.9186  ,10.033  ,iso-1
24247  ,3.443e+002  ,-21.368  ,9.9186  ,12.188  ,iso-1
24248  ,3.443e+002  ,-21.309  ,9.9186  ,12.907  ,iso-1
24249  ,3.445e+002  ,-20.675  ,9.9186  ,11.47  ,iso-1
24250  ,3.442e+002  ,-21.251  ,9.9186  ,13.625  ,iso-1
24251  ,3.441e+002  ,-21.11  ,9.9186  ,14.344  ,iso-1
24252  ,3.443e+002  ,-20.599  ,9.9186  ,12.907  ,iso-1
24253  ,3.441e+002  ,-20.969  ,9.9186  ,15.062  ,iso-1
24254  ,3.442e+002  ,-20.4  ,9.9186  ,14.344  ,iso-1
24255  ,3.440e+002  ,-21.465  ,9.9186  ,15.781  ,iso-1
24256  ,3.438e+002  ,-21.96  ,9.9186  ,16.5  ,iso-1
