Date:  14:22, Wednesday, March 13, 2013
Model name: RD100_solder
Study name: Study 1
Plot type: Thermal Thermal1
Time step: 1
Result Type: Temp 


Node  ,Value (Kelvin)  ,X (mm)  ,Y (mm)  ,Z (mm)  ,Components
21942  ,3.440e+002  ,-29.227  ,9.9186  ,-12.243  ,iso-1
21943  ,3.439e+002  ,-29.227  ,9.9186  ,-13.68  ,iso-1
21944  ,3.438e+002  ,-29.227  ,9.9186  ,-15.117  ,iso-1
21945  ,3.438e+002  ,-29.227  ,9.9186  ,-16.554  ,iso-1
21946  ,3.437e+002  ,-29.227  ,9.9186  ,-17.991  ,iso-1
21947  ,3.436e+002  ,-29.227  ,9.9186  ,-19.428  ,iso-1
21948  ,3.435e+002  ,-29.227  ,9.9186  ,-20.865  ,iso-1
21949  ,3.434e+002  ,-29.227  ,9.9186  ,-22.302  ,iso-1
21950  ,3.433e+002  ,-29.227  ,9.9186  ,-23.739  ,iso-1
21951  ,3.432e+002  ,-29.227  ,9.9186  ,-25.176  ,iso-1
21952  ,3.432e+002  ,-29.227  ,9.9186  ,-26.614  ,iso-1
21953  ,3.431e+002  ,-29.227  ,9.9186  ,-28.051  ,iso-1
21954  ,3.430e+002  ,-29.227  ,9.9186  ,-29.488  ,iso-1
21955  ,3.430e+002  ,-29.227  ,9.9186  ,-30.925  ,iso-1
21956  ,3.429e+002  ,-30.647  ,9.9186  ,20.811  ,iso-1
21957  ,3.429e+002  ,-30.702  ,9.9186  ,19.374  ,iso-1
21958  ,3.430e+002  ,-30.854  ,9.9186  ,17.937  ,iso-1
21959  ,3.430e+002  ,-31.194  ,9.9186  ,16.5  ,iso-1
21960  ,3.432e+002  ,-30.204  ,9.9186  ,15.062  ,iso-1
21961  ,3.432e+002  ,-30.485  ,9.9186  ,13.625  ,iso-1
21962  ,3.433e+002  ,-30.603  ,9.9186  ,12.188  ,iso-1
21963  ,3.433e+002  ,-30.637  ,9.9186  ,10.751  ,iso-1
21964  ,3.434e+002  ,-30.645  ,9.9186  ,9.3141  ,iso-1
21965  ,3.435e+002  ,-30.647  ,9.9186  ,7.877  ,iso-1
21966  ,3.436e+002  ,-30.647  ,9.9186  ,6.4399  ,iso-1
21967  ,3.436e+002  ,-30.647  ,9.9186  ,5.0028  ,iso-1
21968  ,3.437e+002  ,-30.647  ,9.9186  ,3.5657  ,iso-1
21969  ,3.438e+002  ,-30.647  ,9.9186  ,2.1285  ,iso-1
21970  ,3.438e+002  ,-30.647  ,9.9186  ,0.69144  ,iso-1
21971  ,3.438e+002  ,-30.647  ,9.9186  ,-0.74566  ,iso-1
21972  ,3.439e+002  ,-30.647  ,9.9186  ,-2.1828  ,iso-1
21973  ,3.439e+002  ,-30.647  ,9.9186  ,-3.6199  ,iso-1
21974  ,3.439e+002  ,-30.647  ,9.9186  ,-5.057  ,iso-1
21975  ,3.439e+002  ,-30.647  ,9.9186  ,-6.4941  ,iso-1
21976  ,3.439e+002  ,-30.647  ,9.9186  ,-7.9312  ,iso-1
21977  ,3.438e+002  ,-30.647  ,9.9186  ,-9.3683  ,iso-1
21978  ,3.438e+002  ,-30.647  ,9.9186  ,-10.805  ,iso-1
21979  ,3.438e+002  ,-30.647  ,9.9186  ,-12.243  ,iso-1
21980  ,3.437e+002  ,-30.647  ,9.9186  ,-13.68  ,iso-1
21981  ,3.436e+002  ,-30.647  ,9.9186  ,-15.117  ,iso-1
21982  ,3.436e+002  ,-30.647  ,9.9186  ,-16.554  ,iso-1
21983  ,3.435e+002  ,-30.647  ,9.9186  ,-17.991  ,iso-1
21984  ,3.434e+002  ,-30.647  ,9.9186  ,-19.428  ,iso-1
21985  ,3.433e+002  ,-30.647  ,9.9186  ,-20.865  ,iso-1
21986  ,3.433e+002  ,-30.647  ,9.9186  ,-22.302  ,iso-1
21987  ,3.432e+002  ,-30.647  ,9.9186  ,-23.739  ,iso-1
21988  ,3.431e+002  ,-30.647  ,9.9186  ,-25.176  ,iso-1
21989  ,3.430e+002  ,-30.647  ,9.9186  ,-26.614  ,iso-1
21990  ,3.430e+002  ,-30.647  ,9.9186  ,-28.051  ,iso-1
21991  ,3.429e+002  ,-30.647  ,9.9186  ,-29.488  ,iso-1
21992  ,3.429e+002  ,-30.647  ,9.9186  ,-30.925  ,iso-1
21993  ,3.428e+002  ,-32.068  ,9.9186  ,20.811  ,iso-1
21994  ,3.428e+002  ,-32.123  ,9.9186  ,19.374  ,iso-1
21995  ,3.429e+002  ,-32.274  ,9.9186  ,17.937  ,iso-1
21996  ,3.429e+002  ,-32.615  ,9.9186  ,16.5  ,iso-1
21997  ,3.430e+002  ,-31.624  ,9.9186  ,15.062  ,iso-1
21998  ,3.431e+002  ,-31.906  ,9.9186  ,13.625  ,iso-1
21999  ,3.431e+002  ,-32.023  ,9.9186  ,12.188  ,iso-1
22000  ,3.432e+002  ,-32.058  ,9.9186  ,10.751  ,iso-1
22001  ,3.433e+002  ,-32.066  ,9.9186  ,9.3141  ,iso-1
22002  ,3.433e+002  ,-32.068  ,9.9186  ,7.877  ,iso-1
22003  ,3.434e+002  ,-32.068  ,9.9186  ,6.4399  ,iso-1
22004  ,3.435e+002  ,-32.068  ,9.9186  ,5.0028  ,iso-1
22005  ,3.435e+002  ,-32.068  ,9.9186  ,3.5657  ,iso-1
22006  ,3.436e+002  ,-32.068  ,9.9186  ,2.1285  ,iso-1
22007  ,3.436e+002  ,-32.068  ,9.9186  ,0.69144  ,iso-1
22008  ,3.437e+002  ,-32.068  ,9.9186  ,-0.74566  ,iso-1
22009  ,3.437e+002  ,-32.068  ,9.9186  ,-2.1828  ,iso-1
22010  ,3.437e+002  ,-32.068  ,9.9186  ,-3.6199  ,iso-1
22011  ,3.437e+002  ,-32.068  ,9.9186  ,-5.057  ,iso-1
22012  ,3.437e+002  ,-32.068  ,9.9186  ,-6.4941  ,iso-1
22013  ,3.437e+002  ,-32.068  ,9.9186  ,-7.9312  ,iso-1
22014  ,3.437e+002  ,-32.068  ,9.9186  ,-9.3683  ,iso-1
22015  ,3.436e+002  ,-32.068  ,9.9186  ,-10.805  ,iso-1
22016  ,3.436e+002  ,-32.068  ,9.9186  ,-12.243  ,iso-1
22017  ,3.435e+002  ,-32.068  ,9.9186  ,-13.68  ,iso-1
22018  ,3.435e+002  ,-32.068  ,9.9186  ,-15.117  ,iso-1
22019  ,3.434e+002  ,-32.068  ,9.9186  ,-16.554  ,iso-1
22020  ,3.433e+002  ,-32.068  ,9.9186  ,-17.991  ,iso-1
22021  ,3.433e+002  ,-32.068  ,9.9186  ,-19.428  ,iso-1
22022  ,3.432e+002  ,-32.068  ,9.9186  ,-20.865  ,iso-1
22023  ,3.431e+002  ,-32.068  ,9.9186  ,-22.302  ,iso-1
22024  ,3.431e+002  ,-32.068  ,9.9186  ,-23.739  ,iso-1
22025  ,3.430e+002  ,-32.068  ,9.9186  ,-25.176  ,iso-1
22026  ,3.429e+002  ,-32.068  ,9.9186  ,-26.614  ,iso-1
22027  ,3.429e+002  ,-32.068  ,9.9186  ,-28.051  ,iso-1
22028  ,3.428e+002  ,-32.068  ,9.9186  ,-29.488  ,iso-1
22029  ,3.428e+002  ,-32.068  ,9.9186  ,-30.925  ,iso-1
22030  ,3.427e+002  ,-33.489  ,9.9186  ,20.811  ,iso-1
22031  ,3.427e+002  ,-33.544  ,9.9186  ,19.374  ,iso-1
22032  ,3.428e+002  ,-33.695  ,9.9186  ,17.937  ,iso-1
22033  ,3.428e+002  ,-34.036  ,9.9186  ,16.5  ,iso-1
22034  ,3.429e+002  ,-33.045  ,9.9186  ,15.062  ,iso-1
22035  ,3.430e+002  ,-33.326  ,9.9186  ,13.625  ,iso-1
22036  ,3.430e+002  ,-33.444  ,9.9186  ,12.188  ,iso-1
22037  ,3.431e+002  ,-33.479  ,9.9186  ,10.751  ,iso-1
22038  ,3.431e+002  ,-33.487  ,9.9186  ,9.3141  ,iso-1
22039  ,3.432e+002  ,-33.488  ,9.9186  ,7.877  ,iso-1
22040  ,3.433e+002  ,-33.489  ,9.9186  ,6.4399  ,iso-1
22041  ,3.433e+002  ,-33.489  ,9.9186  ,5.0028  ,iso-1
22042  ,3.434e+002  ,-33.489  ,9.9186  ,3.5657  ,iso-1
22043  ,3.434e+002  ,-33.489  ,9.9186  ,2.1285  ,iso-1
22044  ,3.434e+002  ,-33.489  ,9.9186  ,0.69144  ,iso-1
22045  ,3.435e+002  ,-33.489  ,9.9186  ,-0.74566  ,iso-1
22046  ,3.435e+002  ,-33.489  ,9.9186  ,-2.1828  ,iso-1
22047  ,3.435e+002  ,-33.489  ,9.9186  ,-3.6199  ,iso-1
22048  ,3.435e+002  ,-33.489  ,9.9186  ,-5.057  ,iso-1
22049  ,3.435e+002  ,-33.489  ,9.9186  ,-6.4941  ,iso-1
22050  ,3.435e+002  ,-33.489  ,9.9186  ,-7.9312  ,iso-1
22051  ,3.435e+002  ,-33.489  ,9.9186  ,-9.3683  ,iso-1
22052  ,3.434e+002  ,-33.489  ,9.9186  ,-10.805  ,iso-1
22053  ,3.434e+002  ,-33.489  ,9.9186  ,-12.243  ,iso-1
22054  ,3.434e+002  ,-33.489  ,9.9186  ,-13.68  ,iso-1
22055  ,3.433e+002  ,-33.489  ,9.9186  ,-15.117  ,iso-1
22056  ,3.433e+002  ,-33.489  ,9.9186  ,-16.554  ,iso-1
22057  ,3.432e+002  ,-33.489  ,9.9186  ,-17.991  ,iso-1
22058  ,3.431e+002  ,-33.489  ,9.9186  ,-19.428  ,iso-1
22059  ,3.431e+002  ,-33.489  ,9.9186  ,-20.865  ,iso-1
22060  ,3.430e+002  ,-33.489  ,9.9186  ,-22.302  ,iso-1
22061  ,3.429e+002  ,-33.489  ,9.9186  ,-23.739  ,iso-1
22062  ,3.429e+002  ,-33.489  ,9.9186  ,-25.176  ,iso-1
22063  ,3.428e+002  ,-33.489  ,9.9186  ,-26.614  ,iso-1
22064  ,3.428e+002  ,-33.489  ,9.9186  ,-28.051  ,iso-1
22065  ,3.427e+002  ,-33.489  ,9.9186  ,-29.488  ,iso-1
22066  ,3.427e+002  ,-33.489  ,9.9186  ,-30.925  ,iso-1
22067  ,3.426e+002  ,-34.909  ,9.9186  ,20.811  ,iso-1
22068  ,3.426e+002  ,-34.964  ,9.9186  ,19.374  ,iso-1
22069  ,3.427e+002  ,-35.116  ,9.9186  ,17.937  ,iso-1
22070  ,3.427e+002  ,-35.456  ,9.9186  ,16.5  ,iso-1
22071  ,3.428e+002  ,-34.466  ,9.9186  ,15.062  ,iso-1
22072  ,3.429e+002  ,-34.747  ,9.9186  ,13.625  ,iso-1
22073  ,3.429e+002  ,-34.865  ,9.9186  ,12.188  ,iso-1
22074  ,3.430e+002  ,-34.899  ,9.9186  ,10.751  ,iso-1
22075  ,3.430e+002  ,-34.907  ,9.9186  ,9.3141  ,iso-1
22076  ,3.431e+002  ,-34.909  ,9.9186  ,7.877  ,iso-1
22077  ,3.431e+002  ,-34.909  ,9.9186  ,6.4399  ,iso-1
22078  ,3.432e+002  ,-34.909  ,9.9186  ,5.0028  ,iso-1
22079  ,3.432e+002  ,-34.909  ,9.9186  ,3.5657  ,iso-1
22080  ,3.432e+002  ,-34.909  ,9.9186  ,2.1285  ,iso-1
22081  ,3.433e+002  ,-34.909  ,9.9186  ,0.69144  ,iso-1
22082  ,3.433e+002  ,-34.909  ,9.9186  ,-0.74566  ,iso-1
22083  ,3.433e+002  ,-34.909  ,9.9186  ,-2.1828  ,iso-1
22084  ,3.433e+002  ,-34.909  ,9.9186  ,-3.6199  ,iso-1
22085  ,3.433e+002  ,-34.909  ,9.9186  ,-5.057  ,iso-1
22086  ,3.433e+002  ,-34.909  ,9.9186  ,-6.4941  ,iso-1
22087  ,3.433e+002  ,-34.909  ,9.9186  ,-7.9312  ,iso-1
22088  ,3.433e+002  ,-34.909  ,9.9186  ,-9.3683  ,iso-1
22089  ,3.433e+002  ,-34.909  ,9.9186  ,-10.805  ,iso-1
22090  ,3.432e+002  ,-34.909  ,9.9186  ,-12.243  ,iso-1
22091  ,3.432e+002  ,-34.909  ,9.9186  ,-13.68  ,iso-1
22092  ,3.432e+002  ,-34.909  ,9.9186  ,-15.117  ,iso-1
22093  ,3.431e+002  ,-34.909  ,9.9186  ,-16.554  ,iso-1
22094  ,3.431e+002  ,-34.909  ,9.9186  ,-17.991  ,iso-1
22095  ,3.430e+002  ,-34.909  ,9.9186  ,-19.428  ,iso-1
22096  ,3.430e+002  ,-34.909  ,9.9186  ,-20.865  ,iso-1
22097  ,3.429e+002  ,-34.909  ,9.9186  ,-22.302  ,iso-1
22098  ,3.428e+002  ,-34.909  ,9.9186  ,-23.739  ,iso-1
22099  ,3.428e+002  ,-34.909  ,9.9186  ,-25.176  ,iso-1
22100  ,3.427e+002  ,-34.909  ,9.9186  ,-26.614  ,iso-1
22101  ,3.427e+002  ,-34.909  ,9.9186  ,-28.051  ,iso-1
22102  ,3.426e+002  ,-34.909  ,9.9186  ,-29.488  ,iso-1
22103  ,3.426e+002  ,-34.909  ,9.9186  ,-30.925  ,iso-1
22104  ,3.425e+002  ,-36.33  ,9.9186  ,20.811  ,iso-1
22105  ,3.425e+002  ,-36.385  ,9.9186  ,19.374  ,iso-1
22106  ,3.426e+002  ,-36.536  ,9.9186  ,17.937  ,iso-1
22107  ,3.426e+002  ,-36.877  ,9.9186  ,16.5  ,iso-1
22108  ,3.427e+002  ,-35.887  ,9.9186  ,15.062  ,iso-1
22109  ,3.427e+002  ,-36.168  ,9.9186  ,13.625  ,iso-1
22110  ,3.428e+002  ,-36.285  ,9.9186  ,12.188  ,iso-1
22111  ,3.428e+002  ,-36.32  ,9.9186  ,10.751  ,iso-1
22112  ,3.429e+002  ,-36.328  ,9.9186  ,9.3141  ,iso-1
22113  ,3.429e+002  ,-36.33  ,9.9186  ,7.877  ,iso-1
22114  ,3.430e+002  ,-36.33  ,9.9186  ,6.4399  ,iso-1
22115  ,3.430e+002  ,-36.33  ,9.9186  ,5.0028  ,iso-1
22116  ,3.431e+002  ,-36.33  ,9.9186  ,3.5657  ,iso-1
22117  ,3.431e+002  ,-36.33  ,9.9186  ,2.1285  ,iso-1
22118  ,3.431e+002  ,-36.33  ,9.9186  ,0.69144  ,iso-1
22119  ,3.432e+002  ,-36.33  ,9.9186  ,-0.74566  ,iso-1
22120  ,3.432e+002  ,-36.33  ,9.9186  ,-2.1828  ,iso-1
22121  ,3.432e+002  ,-36.33  ,9.9186  ,-3.6199  ,iso-1
22122  ,3.432e+002  ,-36.33  ,9.9186  ,-5.057  ,iso-1
22123  ,3.432e+002  ,-36.33  ,9.9186  ,-6.4941  ,iso-1
22124  ,3.432e+002  ,-36.33  ,9.9186  ,-7.9312  ,iso-1
22125  ,3.432e+002  ,-36.33  ,9.9186  ,-9.3683  ,iso-1
22126  ,3.431e+002  ,-36.33  ,9.9186  ,-10.805  ,iso-1
22127  ,3.431e+002  ,-36.33  ,9.9186  ,-12.243  ,iso-1
22128  ,3.431e+002  ,-36.33  ,9.9186  ,-13.68  ,iso-1
22129  ,3.430e+002  ,-36.33  ,9.9186  ,-15.117  ,iso-1
22130  ,3.430e+002  ,-36.33  ,9.9186  ,-16.554  ,iso-1
22131  ,3.429e+002  ,-36.33  ,9.9186  ,-17.991  ,iso-1
22132  ,3.429e+002  ,-36.33  ,9.9186  ,-19.428  ,iso-1
22133  ,3.428e+002  ,-36.33  ,9.9186  ,-20.865  ,iso-1
22134  ,3.428e+002  ,-36.33  ,9.9186  ,-22.302  ,iso-1
22135  ,3.427e+002  ,-36.33  ,9.9186  ,-23.739  ,iso-1
22136  ,3.427e+002  ,-36.33  ,9.9186  ,-25.176  ,iso-1
22137  ,3.426e+002  ,-36.33  ,9.9186  ,-26.614  ,iso-1
22138  ,3.426e+002  ,-36.33  ,9.9186  ,-28.051  ,iso-1
22139  ,3.426e+002  ,-36.33  ,9.9186  ,-29.488  ,iso-1
22140  ,3.425e+002  ,-36.33  ,9.9186  ,-30.925  ,iso-1
22141  ,3.425e+002  ,-37.751  ,9.9186  ,20.811  ,iso-1
22142  ,3.425e+002  ,-37.806  ,9.9186  ,19.374  ,iso-1
22143  ,3.425e+002  ,-37.957  ,9.9186  ,17.937  ,iso-1
22144  ,3.425e+002  ,-38.298  ,9.9186  ,16.5  ,iso-1
22145  ,3.426e+002  ,-37.307  ,9.9186  ,15.062  ,iso-1
22146  ,3.427e+002  ,-37.588  ,9.9186  ,13.625  ,iso-1
22147  ,3.427e+002  ,-37.706  ,9.9186  ,12.188  ,iso-1
22148  ,3.427e+002  ,-37.741  ,9.9186  ,10.751  ,iso-1
22149  ,3.428e+002  ,-37.749  ,9.9186  ,9.3141  ,iso-1
22150  ,3.428e+002  ,-37.75  ,9.9186  ,7.877  ,iso-1
22151  ,3.429e+002  ,-37.751  ,9.9186  ,6.4399  ,iso-1
22152  ,3.429e+002  ,-37.751  ,9.9186  ,5.0028  ,iso-1
22153  ,3.430e+002  ,-37.751  ,9.9186  ,3.5657  ,iso-1
22154  ,3.430e+002  ,-37.751  ,9.9186  ,2.1285  ,iso-1
22155  ,3.430e+002  ,-37.751  ,9.9186  ,0.69144  ,iso-1
22156  ,3.430e+002  ,-37.751  ,9.9186  ,-0.74566  ,iso-1
22157  ,3.430e+002  ,-37.751  ,9.9186  ,-2.1828  ,iso-1
22158  ,3.431e+002  ,-37.751  ,9.9186  ,-3.6199  ,iso-1
22159  ,3.431e+002  ,-37.751  ,9.9186  ,-5.057  ,iso-1
22160  ,3.431e+002  ,-37.751  ,9.9186  ,-6.4941  ,iso-1
22161  ,3.430e+002  ,-37.751  ,9.9186  ,-7.9312  ,iso-1
22162  ,3.430e+002  ,-37.751  ,9.9186  ,-9.3683  ,iso-1
22163  ,3.430e+002  ,-37.751  ,9.9186  ,-10.805  ,iso-1
22164  ,3.430e+002  ,-37.751  ,9.9186  ,-12.243  ,iso-1
22165  ,3.430e+002  ,-37.751  ,9.9186  ,-13.68  ,iso-1
22166  ,3.429e+002  ,-37.751  ,9.9186  ,-15.117  ,iso-1
22167  ,3.429e+002  ,-37.751  ,9.9186  ,-16.554  ,iso-1
22168  ,3.428e+002  ,-37.751  ,9.9186  ,-17.991  ,iso-1
22169  ,3.428e+002  ,-37.751  ,9.9186  ,-19.428  ,iso-1
22170  ,3.427e+002  ,-37.751  ,9.9186  ,-20.865  ,iso-1
22171  ,3.427e+002  ,-37.751  ,9.9186  ,-22.302  ,iso-1
22172  ,3.426e+002  ,-37.751  ,9.9186  ,-23.739  ,iso-1
22173  ,3.426e+002  ,-37.751  ,9.9186  ,-25.176  ,iso-1
22174  ,3.426e+002  ,-37.751  ,9.9186  ,-26.614  ,iso-1
22175  ,3.425e+002  ,-37.751  ,9.9186  ,-28.051  ,iso-1
22176  ,3.425e+002  ,-37.751  ,9.9186  ,-29.488  ,iso-1
22177  ,3.425e+002  ,-37.751  ,9.9186  ,-30.925  ,iso-1
22178  ,3.424e+002  ,-39.171  ,9.9186  ,20.811  ,iso-1
22179  ,3.424e+002  ,-39.226  ,9.9186  ,19.374  ,iso-1
22180  ,3.424e+002  ,-39.378  ,9.9186  ,17.937  ,iso-1
22181  ,3.424e+002  ,-39.718  ,9.9186  ,16.5  ,iso-1
22182  ,3.425e+002  ,-38.728  ,9.9186  ,15.062  ,iso-1
22183  ,3.426e+002  ,-39.009  ,9.9186  ,13.625  ,iso-1
22184  ,3.426e+002  ,-39.127  ,9.9186  ,12.188  ,iso-1
22185  ,3.427e+002  ,-39.161  ,9.9186  ,10.751  ,iso-1
22186  ,3.427e+002  ,-39.169  ,9.9186  ,9.3141  ,iso-1
22187  ,3.427e+002  ,-39.171  ,9.9186  ,7.877  ,iso-1
22188  ,3.428e+002  ,-39.171  ,9.9186  ,6.4399  ,iso-1
22189  ,3.428e+002  ,-39.171  ,9.9186  ,5.0028  ,iso-1
22190  ,3.428e+002  ,-39.171  ,9.9186  ,3.5657  ,iso-1
22191  ,3.429e+002  ,-39.171  ,9.9186  ,2.1285  ,iso-1
22192  ,3.429e+002  ,-39.171  ,9.9186  ,0.69144  ,iso-1
22193  ,3.429e+002  ,-39.171  ,9.9186  ,-0.74566  ,iso-1
22194  ,3.429e+002  ,-39.171  ,9.9186  ,-2.1828  ,iso-1
22195  ,3.429e+002  ,-39.171  ,9.9186  ,-3.6199  ,iso-1
22196  ,3.429e+002  ,-39.171  ,9.9186  ,-5.057  ,iso-1
22197  ,3.429e+002  ,-39.171  ,9.9186  ,-6.4941  ,iso-1
22198  ,3.429e+002  ,-39.171  ,9.9186  ,-7.9312  ,iso-1
22199  ,3.429e+002  ,-39.171  ,9.9186  ,-9.3683  ,iso-1
22200  ,3.429e+002  ,-39.171  ,9.9186  ,-10.805  ,iso-1
22201  ,3.429e+002  ,-39.171  ,9.9186  ,-12.243  ,iso-1
22202  ,3.428e+002  ,-39.171  ,9.9186  ,-13.68  ,iso-1
22203  ,3.428e+002  ,-39.171  ,9.9186  ,-15.117  ,iso-1
22204  ,3.428e+002  ,-39.171  ,9.9186  ,-16.554  ,iso-1
22205  ,3.427e+002  ,-39.171  ,9.9186  ,-17.991  ,iso-1
22206  ,3.427e+002  ,-39.171  ,9.9186  ,-19.428  ,iso-1
22207  ,3.427e+002  ,-39.171  ,9.9186  ,-20.865  ,iso-1
22208  ,3.426e+002  ,-39.171  ,9.9186  ,-22.302  ,iso-1
22209  ,3.426e+002  ,-39.171  ,9.9186  ,-23.739  ,iso-1
22210  ,3.425e+002  ,-39.171  ,9.9186  ,-25.176  ,iso-1
22211  ,3.425e+002  ,-39.171  ,9.9186  ,-26.614  ,iso-1
22212  ,3.424e+002  ,-39.171  ,9.9186  ,-28.051  ,iso-1
22213  ,3.424e+002  ,-39.171  ,9.9186  ,-29.488  ,iso-1
22214  ,3.424e+002  ,-39.171  ,9.9186  ,-30.925  ,iso-1
22215  ,3.423e+002  ,-40.592  ,9.9186  ,20.811  ,iso-1
22216  ,3.423e+002  ,-40.647  ,9.9186  ,19.374  ,iso-1
22217  ,3.424e+002  ,-40.798  ,9.9186  ,17.937  ,iso-1
22218  ,3.424e+002  ,-41.139  ,9.9186  ,16.5  ,iso-1
22219  ,3.425e+002  ,-40.149  ,9.9186  ,15.062  ,iso-1
22220  ,3.425e+002  ,-40.43  ,9.9186  ,13.625  ,iso-1
22221  ,3.425e+002  ,-40.548  ,9.9186  ,12.188  ,iso-1
22222  ,3.426e+002  ,-40.582  ,9.9186  ,10.751  ,iso-1
22223  ,3.426e+002  ,-40.59  ,9.9186  ,9.3141  ,iso-1
22224  ,3.427e+002  ,-40.592  ,9.9186  ,7.877  ,iso-1
22225  ,3.427e+002  ,-40.592  ,9.9186  ,6.4399  ,iso-1
22226  ,3.427e+002  ,-40.592  ,9.9186  ,5.0028  ,iso-1
22227  ,3.427e+002  ,-40.592  ,9.9186  ,3.5657  ,iso-1
22228  ,3.428e+002  ,-40.592  ,9.9186  ,2.1285  ,iso-1
22229  ,3.428e+002  ,-40.592  ,9.9186  ,0.69144  ,iso-1
22230  ,3.428e+002  ,-40.592  ,9.9186  ,-0.74566  ,iso-1
22231  ,3.428e+002  ,-40.592  ,9.9186  ,-2.1828  ,iso-1
22232  ,3.428e+002  ,-40.592  ,9.9186  ,-3.6199  ,iso-1
22233  ,3.428e+002  ,-40.592  ,9.9186  ,-5.057  ,iso-1
22234  ,3.428e+002  ,-40.592  ,9.9186  ,-6.4941  ,iso-1
22235  ,3.428e+002  ,-40.592  ,9.9186  ,-7.9312  ,iso-1
22236  ,3.428e+002  ,-40.592  ,9.9186  ,-9.3683  ,iso-1
22237  ,3.428e+002  ,-40.592  ,9.9186  ,-10.805  ,iso-1
22238  ,3.428e+002  ,-40.592  ,9.9186  ,-12.243  ,iso-1
22239  ,3.427e+002  ,-40.592  ,9.9186  ,-13.68  ,iso-1
22240  ,3.427e+002  ,-40.592  ,9.9186  ,-15.117  ,iso-1
22241  ,3.427e+002  ,-40.592  ,9.9186  ,-16.554  ,iso-1
22242  ,3.427e+002  ,-40.592  ,9.9186  ,-17.991  ,iso-1
22243  ,3.426e+002  ,-40.592  ,9.9186  ,-19.428  ,iso-1
22244  ,3.426e+002  ,-40.592  ,9.9186  ,-20.865  ,iso-1
22245  ,3.425e+002  ,-40.592  ,9.9186  ,-22.302  ,iso-1
22246  ,3.425e+002  ,-40.592  ,9.9186  ,-23.739  ,iso-1
22247  ,3.424e+002  ,-40.592  ,9.9186  ,-25.176  ,iso-1
22248  ,3.424e+002  ,-40.592  ,9.9186  ,-26.614  ,iso-1
22249  ,3.424e+002  ,-40.592  ,9.9186  ,-28.051  ,iso-1
22250  ,3.423e+002  ,-40.592  ,9.9186  ,-29.488  ,iso-1
22251  ,3.423e+002  ,-40.592  ,9.9186  ,-30.925  ,iso-1
22252  ,3.423e+002  ,-42.013  ,9.9186  ,20.811  ,iso-1
22253  ,3.423e+002  ,-42.068  ,9.9186  ,19.374  ,iso-1
22254  ,3.423e+002  ,-42.218  ,9.9186  ,17.937  ,iso-1
22255  ,3.423e+002  ,-42.554  ,9.9186  ,16.5  ,iso-1
22256  ,3.424e+002  ,-41.569  ,9.9186  ,15.062  ,iso-1
22257  ,3.424e+002  ,-41.851  ,9.9186  ,13.625  ,iso-1
22258  ,3.425e+002  ,-41.97  ,9.9186  ,12.188  ,iso-1
22259  ,3.425e+002  ,-42.004  ,9.9186  ,10.751  ,iso-1
22260  ,3.425e+002  ,-42.011  ,9.9186  ,9.3141  ,iso-1
22261  ,3.426e+002  ,-42.012  ,9.9186  ,7.877  ,iso-1
22262  ,3.426e+002  ,-42.013  ,9.9186  ,6.4399  ,iso-1
22263  ,3.426e+002  ,-42.013  ,9.9186  ,5.0028  ,iso-1
22264  ,3.427e+002  ,-42.013  ,9.9186  ,3.5657  ,iso-1
22265  ,3.427e+002  ,-42.013  ,9.9186  ,2.1285  ,iso-1
22266  ,3.427e+002  ,-42.013  ,9.9186  ,0.69144  ,iso-1
22267  ,3.427e+002  ,-42.013  ,9.9186  ,-0.74566  ,iso-1
22268  ,3.427e+002  ,-42.013  ,9.9186  ,-2.1828  ,iso-1
22269  ,3.428e+002  ,-42.013  ,9.9186  ,-3.6199  ,iso-1
22270  ,3.428e+002  ,-42.013  ,9.9186  ,-5.057  ,iso-1
22271  ,3.428e+002  ,-42.013  ,9.9186  ,-6.4941  ,iso-1
22272  ,3.427e+002  ,-42.013  ,9.9186  ,-7.9312  ,iso-1
22273  ,3.427e+002  ,-42.013  ,9.9186  ,-9.3683  ,iso-1
22274  ,3.427e+002  ,-42.013  ,9.9186  ,-10.805  ,iso-1
22275  ,3.427e+002  ,-42.013  ,9.9186  ,-12.243  ,iso-1
22276  ,3.427e+002  ,-42.013  ,9.9186  ,-13.68  ,iso-1
22277  ,3.426e+002  ,-42.013  ,9.9186  ,-15.117  ,iso-1
22278  ,3.426e+002  ,-42.013  ,9.9186  ,-16.554  ,iso-1
22279  ,3.426e+002  ,-42.013  ,9.9186  ,-17.991  ,iso-1
22280  ,3.425e+002  ,-42.013  ,9.9186  ,-19.428  ,iso-1
22281  ,3.425e+002  ,-42.013  ,9.9186  ,-20.865  ,iso-1
22282  ,3.425e+002  ,-42.013  ,9.9186  ,-22.302  ,iso-1
22283  ,3.424e+002  ,-42.013  ,9.9186  ,-23.739  ,iso-1
22284  ,3.424e+002  ,-42.013  ,9.9186  ,-25.176  ,iso-1
22285  ,3.424e+002  ,-42.013  ,9.9186  ,-26.614  ,iso-1
22286  ,3.423e+002  ,-42.013  ,9.9186  ,-28.051  ,iso-1
22287  ,3.423e+002  ,-42.013  ,9.9186  ,-29.488  ,iso-1
22288  ,3.423e+002  ,-42.013  ,9.9186  ,-30.925  ,iso-1
