Date:  14:26, Wednesday, March 13, 2013
Model name: RD100_solder
Study name: Study 1
Plot type: Thermal Thermal1
Time step: 1
Result Type: Temp 


Node  ,Value (Kelvin)  ,X (mm)  ,Y (mm)  ,Z (mm)  ,Components
19019  ,3.468e+002  ,-10.779  ,9.9186  ,6.5141  ,iso-1
19020  ,3.473e+002  ,-10.779  ,9.9186  ,5.0677  ,iso-1
19021  ,3.478e+002  ,-10.779  ,9.9186  ,3.6214  ,iso-1
19022  ,3.484e+002  ,-10.779  ,9.9186  ,2.175  ,iso-1
19023  ,3.490e+002  ,-10.779  ,9.9186  ,0.72857  ,iso-1
19024  ,3.497e+002  ,-10.779  ,9.9186  ,-0.71781  ,iso-1
19025  ,3.503e+002  ,-10.779  ,9.9186  ,-2.1642  ,iso-1
19026  ,3.509e+002  ,-10.779  ,9.9186  ,-3.6106  ,iso-1
19027  ,3.512e+002  ,-10.779  ,9.9186  ,-5.057  ,iso-1
19028  ,3.509e+002  ,-10.779  ,9.9186  ,-6.5034  ,iso-1
19029  ,3.504e+002  ,-10.779  ,9.9186  ,-7.9498  ,iso-1
19030  ,3.497e+002  ,-10.779  ,9.9186  ,-9.3961  ,iso-1
19031  ,3.490e+002  ,-10.779  ,9.9186  ,-10.843  ,iso-1
19032  ,3.484e+002  ,-10.779  ,9.9186  ,-12.289  ,iso-1
19033  ,3.478e+002  ,-10.779  ,9.9186  ,-13.735  ,iso-1
19034  ,3.473e+002  ,-10.779  ,9.9186  ,-15.182  ,iso-1
19035  ,3.468e+002  ,-10.779  ,9.9186  ,-16.628  ,iso-1
19036  ,3.464e+002  ,-10.779  ,9.9186  ,-18.074  ,iso-1
19037  ,3.461e+002  ,-10.779  ,9.9186  ,-19.521  ,iso-1
19038  ,3.457e+002  ,-10.779  ,9.9186  ,-20.967  ,iso-1
19039  ,3.454e+002  ,-10.779  ,9.9186  ,-22.414  ,iso-1
19040  ,3.452e+002  ,-10.779  ,9.9186  ,-23.86  ,iso-1
19041  ,3.449e+002  ,-10.779  ,9.9186  ,-25.306  ,iso-1
19042  ,3.447e+002  ,-10.779  ,9.9186  ,-26.753  ,iso-1
19043  ,3.446e+002  ,-10.779  ,9.9186  ,-28.199  ,iso-1
19044  ,3.444e+002  ,-10.779  ,9.9186  ,-29.646  ,iso-1
19045  ,3.444e+002  ,-12.205  ,9.9186  ,19.532  ,iso-1
19046  ,3.445e+002  ,-12.205  ,9.9186  ,18.085  ,iso-1
19047  ,3.447e+002  ,-12.205  ,9.9186  ,16.639  ,iso-1
19048  ,3.448e+002  ,-12.205  ,9.9186  ,15.192  ,iso-1
19049  ,3.451e+002  ,-12.205  ,9.9186  ,13.746  ,iso-1
19050  ,3.453e+002  ,-12.205  ,9.9186  ,12.3  ,iso-1
19051  ,3.456e+002  ,-12.205  ,9.9186  ,10.853  ,iso-1
19052  ,3.459e+002  ,-12.205  ,9.9186  ,9.4069  ,iso-1
19053  ,3.462e+002  ,-12.205  ,9.9186  ,7.9605  ,iso-1
19054  ,3.466e+002  ,-12.205  ,9.9186  ,6.5141  ,iso-1
19055  ,3.470e+002  ,-12.205  ,9.9186  ,5.0677  ,iso-1
19056  ,3.474e+002  ,-12.205  ,9.9186  ,3.6214  ,iso-1
19057  ,3.479e+002  ,-12.205  ,9.9186  ,2.175  ,iso-1
19058  ,3.484e+002  ,-12.205  ,9.9186  ,0.72857  ,iso-1
19059  ,3.489e+002  ,-12.205  ,9.9186  ,-0.71781  ,iso-1
19060  ,3.493e+002  ,-12.205  ,9.9186  ,-2.1642  ,iso-1
19061  ,3.496e+002  ,-12.205  ,9.9186  ,-3.6106  ,iso-1
19062  ,3.497e+002  ,-12.205  ,9.9186  ,-5.057  ,iso-1
19063  ,3.496e+002  ,-12.205  ,9.9186  ,-6.5034  ,iso-1
19064  ,3.493e+002  ,-12.205  ,9.9186  ,-7.9498  ,iso-1
19065  ,3.489e+002  ,-12.205  ,9.9186  ,-9.3961  ,iso-1
19066  ,3.484e+002  ,-12.205  ,9.9186  ,-10.843  ,iso-1
19067  ,3.479e+002  ,-12.205  ,9.9186  ,-12.289  ,iso-1
19068  ,3.474e+002  ,-12.205  ,9.9186  ,-13.735  ,iso-1
19069  ,3.470e+002  ,-12.205  ,9.9186  ,-15.182  ,iso-1
19070  ,3.466e+002  ,-12.205  ,9.9186  ,-16.628  ,iso-1
19071  ,3.462e+002  ,-12.205  ,9.9186  ,-18.074  ,iso-1
19072  ,3.459e+002  ,-12.205  ,9.9186  ,-19.521  ,iso-1
19073  ,3.456e+002  ,-12.205  ,9.9186  ,-20.967  ,iso-1
19074  ,3.453e+002  ,-12.205  ,9.9186  ,-22.414  ,iso-1
19075  ,3.451e+002  ,-12.205  ,9.9186  ,-23.86  ,iso-1
19076  ,3.448e+002  ,-12.205  ,9.9186  ,-25.306  ,iso-1
19077  ,3.447e+002  ,-12.205  ,9.9186  ,-26.753  ,iso-1
19078  ,3.445e+002  ,-12.205  ,9.9186  ,-28.199  ,iso-1
19079  ,3.444e+002  ,-12.205  ,9.9186  ,-29.646  ,iso-1
19080  ,3.443e+002  ,-13.631  ,9.9186  ,19.532  ,iso-1
19081  ,3.444e+002  ,-13.631  ,9.9186  ,18.085  ,iso-1
19082  ,3.446e+002  ,-13.631  ,9.9186  ,16.639  ,iso-1
19083  ,3.447e+002  ,-13.631  ,9.9186  ,15.192  ,iso-1
19084  ,3.450e+002  ,-13.631  ,9.9186  ,13.746  ,iso-1
19085  ,3.452e+002  ,-13.631  ,9.9186  ,12.3  ,iso-1
19086  ,3.454e+002  ,-13.631  ,9.9186  ,10.853  ,iso-1
19087  ,3.457e+002  ,-13.631  ,9.9186  ,9.4069  ,iso-1
19088  ,3.460e+002  ,-13.631  ,9.9186  ,7.9605  ,iso-1
19089  ,3.464e+002  ,-13.631  ,9.9186  ,6.5141  ,iso-1
19090  ,3.467e+002  ,-13.631  ,9.9186  ,5.0677  ,iso-1
19091  ,3.471e+002  ,-13.631  ,9.9186  ,3.6214  ,iso-1
19092  ,3.475e+002  ,-13.631  ,9.9186  ,2.175  ,iso-1
19093  ,3.478e+002  ,-13.631  ,9.9186  ,0.72857  ,iso-1
19094  ,3.482e+002  ,-13.631  ,9.9186  ,-0.71781  ,iso-1
19095  ,3.485e+002  ,-13.631  ,9.9186  ,-2.1642  ,iso-1
19096  ,3.487e+002  ,-13.631  ,9.9186  ,-3.6106  ,iso-1
19097  ,3.488e+002  ,-13.631  ,9.9186  ,-5.057  ,iso-1
19098  ,3.487e+002  ,-13.631  ,9.9186  ,-6.5034  ,iso-1
19099  ,3.485e+002  ,-13.631  ,9.9186  ,-7.9498  ,iso-1
19100  ,3.482e+002  ,-13.631  ,9.9186  ,-9.3961  ,iso-1
19101  ,3.478e+002  ,-13.631  ,9.9186  ,-10.843  ,iso-1
19102  ,3.475e+002  ,-13.631  ,9.9186  ,-12.289  ,iso-1
19103  ,3.471e+002  ,-13.631  ,9.9186  ,-13.735  ,iso-1
19104  ,3.467e+002  ,-13.631  ,9.9186  ,-15.182  ,iso-1
19105  ,3.464e+002  ,-13.631  ,9.9186  ,-16.628  ,iso-1
19106  ,3.460e+002  ,-13.631  ,9.9186  ,-18.074  ,iso-1
19107  ,3.457e+002  ,-13.631  ,9.9186  ,-19.521  ,iso-1
19108  ,3.454e+002  ,-13.631  ,9.9186  ,-20.967  ,iso-1
19109  ,3.452e+002  ,-13.631  ,9.9186  ,-22.414  ,iso-1
19110  ,3.450e+002  ,-13.631  ,9.9186  ,-23.86  ,iso-1
19111  ,3.447e+002  ,-13.631  ,9.9186  ,-25.306  ,iso-1
19112  ,3.446e+002  ,-13.631  ,9.9186  ,-26.753  ,iso-1
19113  ,3.444e+002  ,-13.631  ,9.9186  ,-28.199  ,iso-1
19114  ,3.443e+002  ,-13.631  ,9.9186  ,-29.646  ,iso-1
19115  ,3.442e+002  ,-15.057  ,9.9186  ,19.532  ,iso-1
19116  ,3.443e+002  ,-15.057  ,9.9186  ,18.085  ,iso-1
19117  ,3.445e+002  ,-15.057  ,9.9186  ,16.639  ,iso-1
19118  ,3.446e+002  ,-15.057  ,9.9186  ,15.192  ,iso-1
19119  ,3.448e+002  ,-15.057  ,9.9186  ,13.746  ,iso-1
19120  ,3.450e+002  ,-15.057  ,9.9186  ,12.3  ,iso-1
19121  ,3.453e+002  ,-15.057  ,9.9186  ,10.853  ,iso-1
19122  ,3.455e+002  ,-15.057  ,9.9186  ,9.4069  ,iso-1
19123  ,3.458e+002  ,-15.057  ,9.9186  ,7.9605  ,iso-1
19124  ,3.461e+002  ,-15.057  ,9.9186  ,6.5141  ,iso-1
19125  ,3.464e+002  ,-15.057  ,9.9186  ,5.0677  ,iso-1
19126  ,3.467e+002  ,-15.057  ,9.9186  ,3.6214  ,iso-1
19127  ,3.470e+002  ,-15.057  ,9.9186  ,2.175  ,iso-1
19128  ,3.473e+002  ,-15.057  ,9.9186  ,0.72857  ,iso-1
19129  ,3.476e+002  ,-15.057  ,9.9186  ,-0.71781  ,iso-1
19130  ,3.478e+002  ,-15.057  ,9.9186  ,-2.1642  ,iso-1
19131  ,3.479e+002  ,-15.057  ,9.9186  ,-3.6106  ,iso-1
19132  ,3.480e+002  ,-15.057  ,9.9186  ,-5.057  ,iso-1
19133  ,3.479e+002  ,-15.057  ,9.9186  ,-6.5034  ,iso-1
19134  ,3.478e+002  ,-15.057  ,9.9186  ,-7.9498  ,iso-1
19135  ,3.476e+002  ,-15.057  ,9.9186  ,-9.3961  ,iso-1
19136  ,3.473e+002  ,-15.057  ,9.9186  ,-10.843  ,iso-1
19137  ,3.470e+002  ,-15.057  ,9.9186  ,-12.289  ,iso-1
19138  ,3.467e+002  ,-15.057  ,9.9186  ,-13.735  ,iso-1
19139  ,3.464e+002  ,-15.057  ,9.9186  ,-15.182  ,iso-1
19140  ,3.461e+002  ,-15.057  ,9.9186  ,-16.628  ,iso-1
19141  ,3.458e+002  ,-15.057  ,9.9186  ,-18.074  ,iso-1
19142  ,3.455e+002  ,-15.057  ,9.9186  ,-19.521  ,iso-1
19143  ,3.453e+002  ,-15.057  ,9.9186  ,-20.967  ,iso-1
19144  ,3.450e+002  ,-15.057  ,9.9186  ,-22.414  ,iso-1
19145  ,3.448e+002  ,-15.057  ,9.9186  ,-23.86  ,iso-1
19146  ,3.446e+002  ,-15.057  ,9.9186  ,-25.306  ,iso-1
19147  ,3.445e+002  ,-15.057  ,9.9186  ,-26.753  ,iso-1
19148  ,3.443e+002  ,-15.057  ,9.9186  ,-28.199  ,iso-1
19149  ,3.442e+002  ,-15.057  ,9.9186  ,-29.646  ,iso-1
19150  ,3.441e+002  ,-16.483  ,9.9186  ,19.532  ,iso-1
19151  ,3.442e+002  ,-16.483  ,9.9186  ,18.085  ,iso-1
19152  ,3.443e+002  ,-16.483  ,9.9186  ,16.639  ,iso-1
19153  ,3.445e+002  ,-16.483  ,9.9186  ,15.192  ,iso-1
19154  ,3.447e+002  ,-16.483  ,9.9186  ,13.746  ,iso-1
19155  ,3.449e+002  ,-16.483  ,9.9186  ,12.3  ,iso-1
19156  ,3.451e+002  ,-16.483  ,9.9186  ,10.853  ,iso-1
19157  ,3.453e+002  ,-16.483  ,9.9186  ,9.4069  ,iso-1
19158  ,3.456e+002  ,-16.483  ,9.9186  ,7.9605  ,iso-1
19159  ,3.458e+002  ,-16.483  ,9.9186  ,6.5141  ,iso-1
19160  ,3.461e+002  ,-16.483  ,9.9186  ,5.0677  ,iso-1
19161  ,3.463e+002  ,-16.483  ,9.9186  ,3.6214  ,iso-1
19162  ,3.466e+002  ,-16.483  ,9.9186  ,2.175  ,iso-1
19163  ,3.468e+002  ,-16.483  ,9.9186  ,0.72857  ,iso-1
19164  ,3.470e+002  ,-16.483  ,9.9186  ,-0.71781  ,iso-1
19165  ,3.472e+002  ,-16.483  ,9.9186  ,-2.1642  ,iso-1
19166  ,3.473e+002  ,-16.483  ,9.9186  ,-3.6106  ,iso-1
19167  ,3.474e+002  ,-16.483  ,9.9186  ,-5.057  ,iso-1
19168  ,3.473e+002  ,-16.483  ,9.9186  ,-6.5034  ,iso-1
19169  ,3.472e+002  ,-16.483  ,9.9186  ,-7.9498  ,iso-1
19170  ,3.470e+002  ,-16.483  ,9.9186  ,-9.3961  ,iso-1
19171  ,3.468e+002  ,-16.483  ,9.9186  ,-10.843  ,iso-1
19172  ,3.466e+002  ,-16.483  ,9.9186  ,-12.289  ,iso-1
19173  ,3.463e+002  ,-16.483  ,9.9186  ,-13.735  ,iso-1
19174  ,3.461e+002  ,-16.483  ,9.9186  ,-15.182  ,iso-1
19175  ,3.458e+002  ,-16.483  ,9.9186  ,-16.628  ,iso-1
19176  ,3.456e+002  ,-16.483  ,9.9186  ,-18.074  ,iso-1
19177  ,3.453e+002  ,-16.483  ,9.9186  ,-19.521  ,iso-1
19178  ,3.451e+002  ,-16.483  ,9.9186  ,-20.967  ,iso-1
19179  ,3.449e+002  ,-16.483  ,9.9186  ,-22.414  ,iso-1
19180  ,3.447e+002  ,-16.483  ,9.9186  ,-23.86  ,iso-1
19181  ,3.445e+002  ,-16.483  ,9.9186  ,-25.306  ,iso-1
19182  ,3.443e+002  ,-16.483  ,9.9186  ,-26.753  ,iso-1
19183  ,3.442e+002  ,-16.483  ,9.9186  ,-28.199  ,iso-1
19184  ,3.441e+002  ,-16.483  ,9.9186  ,-29.646  ,iso-1
19185  ,3.440e+002  ,-17.909  ,9.9186  ,19.532  ,iso-1
19186  ,3.441e+002  ,-17.909  ,9.9186  ,18.085  ,iso-1
19187  ,3.442e+002  ,-17.909  ,9.9186  ,16.639  ,iso-1
19188  ,3.444e+002  ,-17.909  ,9.9186  ,15.192  ,iso-1
19189  ,3.445e+002  ,-17.909  ,9.9186  ,13.746  ,iso-1
19190  ,3.447e+002  ,-17.909  ,9.9186  ,12.3  ,iso-1
19191  ,3.449e+002  ,-17.909  ,9.9186  ,10.853  ,iso-1
19192  ,3.451e+002  ,-17.909  ,9.9186  ,9.4069  ,iso-1
19193  ,3.453e+002  ,-17.909  ,9.9186  ,7.9605  ,iso-1
19194  ,3.455e+002  ,-17.909  ,9.9186  ,6.5141  ,iso-1
19195  ,3.458e+002  ,-17.909  ,9.9186  ,5.0677  ,iso-1
19196  ,3.460e+002  ,-17.909  ,9.9186  ,3.6214  ,iso-1
19197  ,3.462e+002  ,-17.909  ,9.9186  ,2.175  ,iso-1
19198  ,3.464e+002  ,-17.909  ,9.9186  ,0.72857  ,iso-1
19199  ,3.466e+002  ,-17.909  ,9.9186  ,-0.71781  ,iso-1
19200  ,3.467e+002  ,-17.909  ,9.9186  ,-2.1642  ,iso-1
19201  ,3.468e+002  ,-17.909  ,9.9186  ,-3.6106  ,iso-1
19202  ,3.468e+002  ,-17.909  ,9.9186  ,-5.057  ,iso-1
19203  ,3.468e+002  ,-17.909  ,9.9186  ,-6.5034  ,iso-1
19204  ,3.467e+002  ,-17.909  ,9.9186  ,-7.9498  ,iso-1
19205  ,3.466e+002  ,-17.909  ,9.9186  ,-9.3961  ,iso-1
19206  ,3.464e+002  ,-17.909  ,9.9186  ,-10.843  ,iso-1
19207  ,3.462e+002  ,-17.909  ,9.9186  ,-12.289  ,iso-1
19208  ,3.460e+002  ,-17.909  ,9.9186  ,-13.735  ,iso-1
19209  ,3.458e+002  ,-17.909  ,9.9186  ,-15.182  ,iso-1
19210  ,3.455e+002  ,-17.909  ,9.9186  ,-16.628  ,iso-1
19211  ,3.453e+002  ,-17.909  ,9.9186  ,-18.074  ,iso-1
19212  ,3.451e+002  ,-17.909  ,9.9186  ,-19.521  ,iso-1
19213  ,3.449e+002  ,-17.909  ,9.9186  ,-20.967  ,iso-1
19214  ,3.447e+002  ,-17.909  ,9.9186  ,-22.414  ,iso-1
19215  ,3.445e+002  ,-17.909  ,9.9186  ,-23.86  ,iso-1
19216  ,3.444e+002  ,-17.909  ,9.9186  ,-25.306  ,iso-1
19217  ,3.442e+002  ,-17.909  ,9.9186  ,-26.753  ,iso-1
19218  ,3.441e+002  ,-17.909  ,9.9186  ,-28.199  ,iso-1
19219  ,3.440e+002  ,-17.909  ,9.9186  ,-29.646  ,iso-1
19220  ,3.439e+002  ,-19.335  ,9.9186  ,19.532  ,iso-1
19221  ,3.440e+002  ,-19.335  ,9.9186  ,18.085  ,iso-1
19222  ,3.441e+002  ,-19.335  ,9.9186  ,16.639  ,iso-1
19223  ,3.442e+002  ,-19.335  ,9.9186  ,15.192  ,iso-1
19224  ,3.444e+002  ,-19.335  ,9.9186  ,13.746  ,iso-1
19225  ,3.445e+002  ,-19.335  ,9.9186  ,12.3  ,iso-1
19226  ,3.447e+002  ,-19.335  ,9.9186  ,10.853  ,iso-1
19227  ,3.449e+002  ,-19.335  ,9.9186  ,9.4069  ,iso-1
19228  ,3.451e+002  ,-19.335  ,9.9186  ,7.9605  ,iso-1
19229  ,3.453e+002  ,-19.335  ,9.9186  ,6.5141  ,iso-1
19230  ,3.455e+002  ,-19.335  ,9.9186  ,5.0677  ,iso-1
19231  ,3.457e+002  ,-19.335  ,9.9186  ,3.6214  ,iso-1
19232  ,3.458e+002  ,-19.335  ,9.9186  ,2.175  ,iso-1
19233  ,3.460e+002  ,-19.335  ,9.9186  ,0.72857  ,iso-1
19234  ,3.461e+002  ,-19.335  ,9.9186  ,-0.71781  ,iso-1
19235  ,3.462e+002  ,-19.335  ,9.9186  ,-2.1642  ,iso-1
19236  ,3.463e+002  ,-19.335  ,9.9186  ,-3.6106  ,iso-1
19237  ,3.463e+002  ,-19.335  ,9.9186  ,-5.057  ,iso-1
19238  ,3.463e+002  ,-19.335  ,9.9186  ,-6.5034  ,iso-1
19239  ,3.462e+002  ,-19.335  ,9.9186  ,-7.9498  ,iso-1
19240  ,3.461e+002  ,-19.335  ,9.9186  ,-9.3961  ,iso-1
19241  ,3.460e+002  ,-19.335  ,9.9186  ,-10.843  ,iso-1
19242  ,3.458e+002  ,-19.335  ,9.9186  ,-12.289  ,iso-1
19243  ,3.457e+002  ,-19.335  ,9.9186  ,-13.735  ,iso-1
19244  ,3.455e+002  ,-19.335  ,9.9186  ,-15.182  ,iso-1
19245  ,3.453e+002  ,-19.335  ,9.9186  ,-16.628  ,iso-1
19246  ,3.451e+002  ,-19.335  ,9.9186  ,-18.074  ,iso-1
19247  ,3.449e+002  ,-19.335  ,9.9186  ,-19.521  ,iso-1
19248  ,3.447e+002  ,-19.335  ,9.9186  ,-20.967  ,iso-1
19249  ,3.445e+002  ,-19.335  ,9.9186  ,-22.414  ,iso-1
19250  ,3.444e+002  ,-19.335  ,9.9186  ,-23.86  ,iso-1
19251  ,3.442e+002  ,-19.335  ,9.9186  ,-25.306  ,iso-1
19252  ,3.441e+002  ,-19.335  ,9.9186  ,-26.753  ,iso-1
19253  ,3.440e+002  ,-19.335  ,9.9186  ,-28.199  ,iso-1
19254  ,3.439e+002  ,-19.335  ,9.9186  ,-29.646  ,iso-1
19255  ,3.438e+002  ,-20.761  ,9.9186  ,19.532  ,iso-1
19256  ,3.439e+002  ,-20.761  ,9.9186  ,18.085  ,iso-1
19257  ,3.440e+002  ,-20.761  ,9.9186  ,16.639  ,iso-1
19258  ,3.441e+002  ,-20.761  ,9.9186  ,15.192  ,iso-1
19259  ,3.442e+002  ,-20.761  ,9.9186  ,13.746  ,iso-1
19260  ,3.444e+002  ,-20.761  ,9.9186  ,12.3  ,iso-1
19261  ,3.445e+002  ,-20.761  ,9.9186  ,10.853  ,iso-1
19262  ,3.447e+002  ,-20.761  ,9.9186  ,9.4069  ,iso-1
19263  ,3.449e+002  ,-20.761  ,9.9186  ,7.9605  ,iso-1
19264  ,3.450e+002  ,-20.761  ,9.9186  ,6.5141  ,iso-1
19265  ,3.452e+002  ,-20.761  ,9.9186  ,5.0677  ,iso-1
19266  ,3.454e+002  ,-20.761  ,9.9186  ,3.6214  ,iso-1
19267  ,3.455e+002  ,-20.761  ,9.9186  ,2.175  ,iso-1
19268  ,3.456e+002  ,-20.761  ,9.9186  ,0.72857  ,iso-1
19269  ,3.457e+002  ,-20.761  ,9.9186  ,-0.71781  ,iso-1
19270  ,3.458e+002  ,-20.761  ,9.9186  ,-2.1642  ,iso-1
19271  ,3.459e+002  ,-20.761  ,9.9186  ,-3.6106  ,iso-1
19272  ,3.459e+002  ,-20.761  ,9.9186  ,-5.057  ,iso-1
19273  ,3.459e+002  ,-20.761  ,9.9186  ,-6.5034  ,iso-1
19274  ,3.458e+002  ,-20.761  ,9.9186  ,-7.9498  ,iso-1
19275  ,3.457e+002  ,-20.761  ,9.9186  ,-9.3961  ,iso-1
19276  ,3.456e+002  ,-20.761  ,9.9186  ,-10.843  ,iso-1
19277  ,3.455e+002  ,-20.761  ,9.9186  ,-12.289  ,iso-1
19278  ,3.454e+002  ,-20.761  ,9.9186  ,-13.735  ,iso-1
19279  ,3.452e+002  ,-20.761  ,9.9186  ,-15.182  ,iso-1
19280  ,3.450e+002  ,-20.761  ,9.9186  ,-16.628  ,iso-1
19281  ,3.449e+002  ,-20.761  ,9.9186  ,-18.074  ,iso-1
19282  ,3.447e+002  ,-20.761  ,9.9186  ,-19.521  ,iso-1
19283  ,3.445e+002  ,-20.761  ,9.9186  ,-20.967  ,iso-1
19284  ,3.444e+002  ,-20.761  ,9.9186  ,-22.414  ,iso-1
19285  ,3.442e+002  ,-20.761  ,9.9186  ,-23.86  ,iso-1
19286  ,3.441e+002  ,-20.761  ,9.9186  ,-25.306  ,iso-1
19287  ,3.440e+002  ,-20.761  ,9.9186  ,-26.753  ,iso-1
19288  ,3.439e+002  ,-20.761  ,9.9186  ,-28.199  ,iso-1
19289  ,3.438e+002  ,-20.761  ,9.9186  ,-29.646  ,iso-1
19290  ,3.437e+002  ,-22.187  ,9.9186  ,19.532  ,iso-1
19291  ,3.437e+002  ,-22.187  ,9.9186  ,18.085  ,iso-1
19292  ,3.438e+002  ,-22.187  ,9.9186  ,16.639  ,iso-1
19293  ,3.440e+002  ,-22.187  ,9.9186  ,15.192  ,iso-1
19294  ,3.441e+002  ,-22.187  ,9.9186  ,13.746  ,iso-1
19295  ,3.442e+002  ,-22.187  ,9.9186  ,12.3  ,iso-1
19296  ,3.444e+002  ,-22.187  ,9.9186  ,10.853  ,iso-1
19297  ,3.445e+002  ,-22.187  ,9.9186  ,9.4069  ,iso-1
19298  ,3.446e+002  ,-22.187  ,9.9186  ,7.9605  ,iso-1
19299  ,3.448e+002  ,-22.187  ,9.9186  ,6.5141  ,iso-1
19300  ,3.449e+002  ,-22.187  ,9.9186  ,5.0677  ,iso-1
19301  ,3.451e+002  ,-22.187  ,9.9186  ,3.6214  ,iso-1
19302  ,3.452e+002  ,-22.187  ,9.9186  ,2.175  ,iso-1
19303  ,3.453e+002  ,-22.187  ,9.9186  ,0.72857  ,iso-1
19304  ,3.454e+002  ,-22.187  ,9.9186  ,-0.71781  ,iso-1
19305  ,3.455e+002  ,-22.187  ,9.9186  ,-2.1642  ,iso-1
19306  ,3.455e+002  ,-22.187  ,9.9186  ,-3.6106  ,iso-1
19307  ,3.455e+002  ,-22.187  ,9.9186  ,-5.057  ,iso-1
19308  ,3.455e+002  ,-22.187  ,9.9186  ,-6.5034  ,iso-1
19309  ,3.455e+002  ,-22.187  ,9.9186  ,-7.9498  ,iso-1
19310  ,3.454e+002  ,-22.187  ,9.9186  ,-9.3961  ,iso-1
19311  ,3.453e+002  ,-22.187  ,9.9186  ,-10.843  ,iso-1
19312  ,3.452e+002  ,-22.187  ,9.9186  ,-12.289  ,iso-1
19313  ,3.451e+002  ,-22.187  ,9.9186  ,-13.735  ,iso-1
19314  ,3.449e+002  ,-22.187  ,9.9186  ,-15.182  ,iso-1
19315  ,3.448e+002  ,-22.187  ,9.9186  ,-16.628  ,iso-1
19316  ,3.446e+002  ,-22.187  ,9.9186  ,-18.074  ,iso-1
19317  ,3.445e+002  ,-22.187  ,9.9186  ,-19.521  ,iso-1
19318  ,3.444e+002  ,-22.187  ,9.9186  ,-20.967  ,iso-1
19319  ,3.442e+002  ,-22.187  ,9.9186  ,-22.414  ,iso-1
19320  ,3.441e+002  ,-22.187  ,9.9186  ,-23.86  ,iso-1
19321  ,3.440e+002  ,-22.187  ,9.9186  ,-25.306  ,iso-1
19322  ,3.438e+002  ,-22.187  ,9.9186  ,-26.753  ,iso-1
19323  ,3.437e+002  ,-22.187  ,9.9186  ,-28.199  ,iso-1
19324  ,3.437e+002  ,-22.187  ,9.9186  ,-29.646  ,iso-1
19325  ,3.436e+002  ,-23.613  ,9.9186  ,19.532  ,iso-1
19326  ,3.436e+002  ,-23.613  ,9.9186  ,18.085  ,iso-1
19327  ,3.437e+002  ,-23.613  ,9.9186  ,16.639  ,iso-1
19328  ,3.438e+002  ,-23.613  ,9.9186  ,15.192  ,iso-1
19329  ,3.439e+002  ,-23.613  ,9.9186  ,13.746  ,iso-1
19330  ,3.441e+002  ,-23.613  ,9.9186  ,12.3  ,iso-1
19331  ,3.442e+002  ,-23.613  ,9.9186  ,10.853  ,iso-1
19332  ,3.443e+002  ,-23.613  ,9.9186  ,9.4069  ,iso-1
19333  ,3.444e+002  ,-23.613  ,9.9186  ,7.9605  ,iso-1
19334  ,3.446e+002  ,-23.613  ,9.9186  ,6.5141  ,iso-1
19335  ,3.447e+002  ,-23.613  ,9.9186  ,5.0677  ,iso-1
19336  ,3.448e+002  ,-23.613  ,9.9186  ,3.6214  ,iso-1
19337  ,3.449e+002  ,-23.613  ,9.9186  ,2.175  ,iso-1
19338  ,3.450e+002  ,-23.613  ,9.9186  ,0.72857  ,iso-1
19339  ,3.451e+002  ,-23.613  ,9.9186  ,-0.71781  ,iso-1
19340  ,3.451e+002  ,-23.613  ,9.9186  ,-2.1642  ,iso-1
19341  ,3.452e+002  ,-23.613  ,9.9186  ,-3.6106  ,iso-1
19342  ,3.452e+002  ,-23.613  ,9.9186  ,-5.057  ,iso-1
19343  ,3.452e+002  ,-23.613  ,9.9186  ,-6.5034  ,iso-1
19344  ,3.451e+002  ,-23.613  ,9.9186  ,-7.9498  ,iso-1
19345  ,3.451e+002  ,-23.613  ,9.9186  ,-9.3961  ,iso-1
19346  ,3.450e+002  ,-23.613  ,9.9186  ,-10.843  ,iso-1
19347  ,3.449e+002  ,-23.613  ,9.9186  ,-12.289  ,iso-1
19348  ,3.448e+002  ,-23.613  ,9.9186  ,-13.735  ,iso-1
19349  ,3.447e+002  ,-23.613  ,9.9186  ,-15.182  ,iso-1
19350  ,3.446e+002  ,-23.613  ,9.9186  ,-16.628  ,iso-1
19351  ,3.444e+002  ,-23.613  ,9.9186  ,-18.074  ,iso-1
19352  ,3.443e+002  ,-23.613  ,9.9186  ,-19.521  ,iso-1
19353  ,3.442e+002  ,-23.613  ,9.9186  ,-20.967  ,iso-1
19354  ,3.441e+002  ,-23.613  ,9.9186  ,-22.414  ,iso-1
19355  ,3.439e+002  ,-23.613  ,9.9186  ,-23.86  ,iso-1
19356  ,3.438e+002  ,-23.613  ,9.9186  ,-25.306  ,iso-1
19357  ,3.437e+002  ,-23.613  ,9.9186  ,-26.753  ,iso-1
19358  ,3.436e+002  ,-23.613  ,9.9186  ,-28.199  ,iso-1
19359  ,3.436e+002  ,-23.613  ,9.9186  ,-29.646  ,iso-1
19360  ,3.434e+002  ,-25.039  ,9.9186  ,19.532  ,iso-1
19361  ,3.435e+002  ,-25.039  ,9.9186  ,18.085  ,iso-1
19362  ,3.436e+002  ,-25.039  ,9.9186  ,16.639  ,iso-1
19363  ,3.437e+002  ,-25.039  ,9.9186  ,15.192  ,iso-1
19364  ,3.438e+002  ,-25.039  ,9.9186  ,13.746  ,iso-1
19365  ,3.439e+002  ,-25.039  ,9.9186  ,12.3  ,iso-1
